WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn
wfo-0000728632,टिकटिके झार  (Tiktike jhar),टिकटिके झार ,Tiktike jhar,,
wfo-0000728672,सिम कुरो  (Sim kuro),सिम कुरो ,Sim kuro,,
wfo-0000354128,असुरो  (Asuro),असुरो ,Asuro,,
wfo-0000354532,"कसन, निल निरगुन्दी  (Kasan, Nil nirgundi)","कसन, निल निरगुन्दी ","Kasan, Nil nirgundi",,
wfo-0001033277,"फूली झार, खुर्साने झार  (Fuli jhar, Khursane jhar)","फूली झार, खुर्साने झार ","Fuli jhar, Khursane jhar",,
wfo-0001033280,काँडे फूल  (Kande phul),काँडे फूल ,Kande phul,,
wfo-0001228931,"सेतो फूली, हातकाटे  (Seto fuli, Hatkate)","सेतो फूली, हातकाटे ","Seto fuli, Hatkate",,
wfo-0000371194,"लबदा फूल, वनलरी फूल  (Labada phul, Banlari phool)","लबदा फूल, वनलरी फूल ","Labada phul, Banlari phool",,
wfo-0000393468,"तिते, चुवा  (Tite, Chuwa)","तिते, चुवा ","Tite, Chuwa",,
wfo-0000402008,उल्टाचिरा  (Ultachira),उल्टाचिरा ,Ultachira,,
wfo-0000401309,बहुमूल  (Bahumool),बहुमूल ,Bahumool,,
wfo-0000401426,"उकुची झार, बिसाउने झार  (Ukuchi jhar, Bisaune jhar)","उकुची झार, बिसाउने झार ","Ukuchi jhar, Bisaune jhar",,
wfo-1200030253,"अङ्गारे, जरो बुटी  (Angare, Jaro buti)","अङ्गारे, जरो बुटी ","Angare, Jaro buti",,
wfo-0000433080,वनपान  (Banpan: Tharu),वनपान ,Banpan: Tharu,,
wfo-1200027135,गथे केबु  (Gathe kebu),गथे केबु ,Gathe kebu,,
wfo-0000433295,चिपचिपे झार  (Chipchipe jhar),चिपचिपे झार ,Chipchipe jhar,,
wfo-0001228948,"रातो काग चुच्चे, सिँगार्ने लहरा  (Rato kag chuchche, Singarne lahara)","रातो काग चुच्चे, सिँगार्ने लहरा ","Rato kag chuchche, Singarne lahara",,
wfo-0000410024,काग चुच्चे  (Kag chuchche),काग चुच्चे ,Kag chuchche,,
wfo-0000778658,मरुवा पाती  (Maruwa pati),मरुवा पाती ,Maruwa pati,,
wfo-0000779181,टटेलो  (Tatelo),टटेलो ,Tatelo,,
wfo-0000779615,"पदरी, कुबेरकचा  (Padari, Kuberkacha)","पदरी, कुबेरकचा ","Padari, Kuberkacha",,
wfo-0000779618,"पदरी, कुन्दा  (Padari, Kunda)","पदरी, कुन्दा ","Padari, Kunda",,
wfo-0000415729,सिम घाँस  (Sim ghans),सिम घाँस ,Sim ghans,,
wfo-0001230096,सिम घाँस  (Sim ghans),सिम घाँस ,Sim ghans,,
wfo-0000415571,सिम घाँस  (Sim ghans),सिम घाँस ,Sim ghans,,
wfo-0000946828,निल काँडा  (Nil kanda),निल काँडा ,Nil kanda,,
wfo-0000223016,"मसिनो काँडा, वन फाँडा काँडा  (Masino kanda, Ban phanda kanda)","मसिनो काँडा, वन फाँडा काँडा ","Masino kanda, Ban phanda kanda",,
wfo-0000270345,कुरकुरे झार  (Kurkure jhar),कुरकुरे झार ,Kurkure jhar,,
wfo-0000332143,भेक पादी  (Bhek padee),भेक पादी ,Bhek padee,,
wfo-0000934091,रातोपाते अमिले झार  (Ratopate amile jhar),रातोपाते अमिले झार ,Ratopate amile jhar,,
wfo-0000934339,"झ्यासुक, जिनतिग  (Jhyasuk, Zintig: Tibetan)","झ्यासुक, जिनतिग ","Jhyasuk, Zintig: Tibetan",,
wfo-0000934412,घोके घाँस  (Ghoke ghans),घोके घाँस ,Ghoke ghans,,
wfo-0000982244,"रातो चारपाते, झुसुले  (Rato charpate, Jhusule)","रातो चारपाते, झुसुले ","Rato charpate, Jhusule",,
wfo-0000767918,"मास गेडी, घुँयालो  (Mas gedi, Ghunyalo)","मास गेडी, घुँयालो ","Mas gedi, Ghunyalo",,
wfo-0000769957,"दहीचाम्ले, गुयाँलो  (Dahichamle, Guyanlo)","दहीचाम्ले, गुयाँलो ","Dahichamle, Guyanlo",,
wfo-0000880524,बाकन  (Bakan),बाकन ,Bakan,,
wfo-0000882771,"भार्गी, चिन्डे  (Bhargi, Chinde)","भार्गी, चिन्डे ","Bhargi, Chinde",,
wfo-0000882815,"भाटी, चितु, राजबेली  (Bhati, Chitu, Rajbeli)","भाटी, चितु, राजबेली ","Bhati, Chitu, Rajbeli",,
wfo-0000882935,धागो फूल  (Dhago phool),धागो फूल ,Dhago phool,,
wfo-0000808200,म्हेन्दो–काल्पोे  (Mhendo-kalpo: Tibetan),म्हेन्दो–काल्पोे ,Mhendo-kalpo: Tibetan,,
wfo-0000892891,पिपरमिन्ट्  (Piparmint),पिपरमिन्ट् ,Piparmint,,
wfo-0001069875,"सुपरनसा, बिलाजोर  (Suparnasa, Bilajor)","सुपरनसा, बिलाजोर ","Suparnasa, Bilajor",,
wfo-0000913297,"धुसुरे, धुर्सुल (Dhusure, Dhursul)","धुसुरे, धुर्सुल","Dhusure, Dhursul",,
wfo-0000913566,सुजिनो  (Sujino),सुजिनो ,Sujino,,
wfo-0000917994,"झिप झिप, सानो तुसारे  (Jhip jhip, Sano tusare)","झिप झिप, सानो तुसारे ","Jhip jhip, Sano tusare",,
wfo-0000926706,बाटुले सिलाम  (Batule silam),बाटुले सिलाम ,Batule silam,,
wfo-0000945351,जिबकर  (Jibkar),जिबकर ,Jibkar,,
wfo-0000945484,जिप्त्सी नाग्पो  (Jiptsi nagpo: Tibetan),जिप्त्सी नाग्पो ,Jiptsi nagpo: Tibetan,,
wfo-0000945510,त्रिन्कु  (Trinku: Sherpa),त्रिन्कु ,Trinku: Sherpa,,
wfo-0000948357,"वन सिलाम, इहासिलाम  (Ban silam, Ihasilam)","वन सिलाम, इहासिलाम ","Ban silam, Ihasilam",,
wfo-0000948364,"वन सिलाम, लेन्जा  (Ban silam, Lenja)","वन सिलाम, लेन्जा ","Ban silam, Lenja",,
wfo-0000948390,"भोटे पाती, लेन्जा  (Bhote pati, Lenja)","भोटे पाती, लेन्जा ","Bhote pati, Lenja",,
wfo-0000948396,"वन सिलाम, इहासिलाम  (Ban silam, Ihasilam)","वन सिलाम, इहासिलाम ","Ban silam, Ihasilam",,
wfo-0000948398,सानो सिलाम  (Sano silam),सानो सिलाम ,Sano silam,,
wfo-0000948463,इमोबु स्वाँ  (Imobu swan: Newari),इमोबु स्वाँ ,Imobu swan: Newari,,
wfo-0000948468,"वन बाबरी, चिनिके झार  (Ban babari, Chinike jhar)","वन बाबरी, चिनिके झार ","Ban babari, Chinike jhar",,
wfo-1000032184,गुब्य शिला  (Gubya shila),गुब्य शिला ,Gubya shila,,
wfo-0000921449,जिप्त्सी  (Jiptsi: Tibetan),जिप्त्सी ,Jiptsi: Tibetan,,
wfo-0000953728,बुद्त्सी–गाङ–साम्पा  (Budtsi-gang-shampa: Tibetan),बुद्त्सी–गाङ–साम्पा ,Budtsi-gang-shampa: Tibetan,,
wfo-0001144396,"गमारी, खमारी, पिपल पाते  (Gamari, Khamari, Pipal pate)","गमारी, खमारी, पिपल पाते ","Gamari, Khamari, Pipal pate",,
wfo-0000982821,जुरे फूल  (Jure phool),जुरे फूल ,Jure phool,,
wfo-0000217838,पिर्रे  (Pirre),पिर्रे ,Pirre,,
wfo-0000336673,मसिनो चारपाते  (Masino charpate),मसिनो चारपाते ,Masino charpate,,
wfo-0000222440,म्रीत रोम  (Mrita rom),म्रीत रोम ,Mrita rom,,
wfo-0000224588,उडुस मारा  (Udus mara),उडुस मारा ,Udus mara,,
wfo-0000224637,कालो मिरी  (Kalo miri),कालो मिरी ,Kalo miri,,
wfo-0000226906,"गुम्मा, गुमपाते  (Gumma, Gumpate)","गुम्मा, गुमपाते ","Gumma, Gumpate",,
wfo-0000226930,"द्रोण पुष्पि, गान्टे फूल, गुमपाती  (Drona puspi, Gante phool, Gumpati)","द्रोण पुष्पि, गान्टे फूल, गुमपाती ","Drona puspi, Gante phool, Gumpati",,
wfo-0000226938,डुल्फी  (Dulfi),डुल्फी ,Dulfi,,
wfo-0000226949,धुसुरे खर  (Dhusure khar),धुसुरे खर ,Dhusure khar,,
wfo-0000227220,"गान्टे फूल, गुम्मी  (Gante phool, Gummi)","गान्टे फूल, गुम्मी ","Gante phool, Gummi",,
wfo-0000227354,"भुसुरे, घुर्मिस  (Bhusure, Ghurmis)","भुसुरे, घुर्मिस ","Bhusure, Ghurmis",,
wfo-0000236518,जिप्त्सी नाग्पो  (Jiptsi nagpo: Tibetan),जिप्त्सी नाग्पो ,Jiptsi nagpo: Tibetan,,
wfo-0000240003,लोमै  (Lomai),लोमै ,Lomai,,
wfo-0000240349,बाबरी  (Babari),बाबरी ,Babari,,
wfo-0000240918,"बाबरी, तुलसी पाते  (Babari, Tulasi pate)","बाबरी, तुलसी पाते ","Babari, Tulasi pate",,
wfo-0000241390,"पुदिना, बाबरी  (Pudina, Babari)","पुदिना, बाबरी ","Pudina, Babari",,
wfo-0000242254,ठूलो मिरे  (Thulo mire),ठूलो मिरे ,Thulo mire,,
wfo-1200027136,"पिनासे झार, पार्नासक  (Pinase jhar, Parnasak)","पिनासे झार, पार्नासक ","Pinase jhar, Parnasak",,
wfo-0000251006,निएस्बो  (Niesbo),निएस्बो ,Niesbo,,
wfo-0000251083,कन्कर्ने  (Kankarne),कन्कर्ने ,Kankarne,,
wfo-0000251369,प्रि यँग कु  (Pri yang ku: Amchi),प्रि यँग कु ,Pri yang ku: Amchi,,
wfo-0000253211,"बाबरी, श्याम तुलसी  (Babari, Shyam tulasi)","बाबरी, श्याम तुलसी ","Babari, Shyam tulasi",,
wfo-0000253230,"बाबरी, राम तुलसी  (Babari, Ram tulasi)","बाबरी, राम तुलसी ","Babari, Ram tulasi",,
wfo-0000253342,"वन तुलसी, राम तुलसी  (Ban tulasi, Ram tulasi)","वन तुलसी, राम तुलसी ","Ban tulasi, Ram tulasi",,
wfo-0000253537,कृष्ण तुलसी  (Krishna tulasi),कृष्ण तुलसी ,Krishna tulasi,,
wfo-0000260765,"राम तुलसी, सजीवन  (Ram tulasi, Sajiwan)","राम तुलसी, सजीवन ","Ram tulasi, Sajiwan",,
wfo-0000261188,रात पाते  (Rat pate),रात पाते ,Rat pate,,
wfo-0000261256,रात पाते  (Rat pate),रात पाते ,Rat pate,,
wfo-0000267281,सिलाम  (Silam),सिलाम ,Silam,,
wfo-0000922214,तपक  (Tapak: Tibetan),तपक ,Tapak: Tibetan,,
wfo-0000274783,वन बाबरी  (Ban babari),वन बाबरी ,Ban babari,,
wfo-0000274797,कम्बरी झार  (Kambari jhar),कम्बरी झार ,Kambari jhar,,
wfo-0000279639,रुदिलो  (Rudilo),रुदिलो ,Rudilo,,
wfo-0000279648,रुदिलो  (Rudilo),रुदिलो ,Rudilo,,
wfo-0000279677,नाम पानी  (Nam pani),नाम पानी ,Nam pani,,
wfo-0000279729,रुदिलो  (Rudilo),रुदिलो ,Rudilo,,
wfo-0000282551,गिनेरी  (Gineri),गिनेरी ,Gineri,,
wfo-0000282553,कालो गिनेरी  (Kalo gineri),कालो गिनेरी ,Kalo gineri,,
wfo-0000282736,सेतो गिनेरी  (Seto gineri),सेतो गिनेरी ,Seto gineri,,
wfo-0000283746,लुग्रो–म्हुम्पो  (Lugro-mhumpo: Tibetan),लुग्रो–म्हुम्पो ,Lugro-mhumpo: Tibetan,,
wfo-0000283929,"बाघ मुखे, मुगे पाती  (Bagh mukhe, Munge pati)","बाघ मुखे, मुगे पाती ","Bagh mukhe, Munge pati",,
wfo-0000283930,"बाघ मुखे, खोसामे घाँस  (Bagh mukhe, Khosame ghans)","बाघ मुखे, खोसामे घाँस ","Bagh mukhe, Khosame ghans",,
wfo-0000298195,"अन्देखी, चुवा  (Andekhi, Chuwa)","अन्देखी, चुवा ","Andekhi, Chuwa",,
wfo-0000301184,ग्वालापानी  (Gwalapani),ग्वालापानी ,Gwalapani,,
wfo-0000301722,"गोब्रे, अ‍ैबे  (Gobre, Aibe)","गोब्रे, अ‍ैबे ","Gobre, Aibe",,
wfo-0000301940,"वन बाबरी, कालो पाती  (Ban babari, Kalo pati)","वन बाबरी, कालो पाती ","Ban babari, Kalo pati",,
wfo-0000307648,निलो बुट्टे घाँस  (Nilo butte ghans),निलो बुट्टे घाँस ,Nilo butte ghans,,
wfo-0000307774,"निलो बुट्टे घाँस, रात पाते  (Nilo butte ghans, Rat pate)","निलो बुट्टे घाँस, रात पाते ","Nilo butte ghans, Rat pate",,
wfo-0000308375,सेतो चारपाते  (Seto charpate),सेतो चारपाते ,Seto charpate,,
wfo-0000308430,"चारपाते, कन्कमे  (Charpate, Kankame)","चारपाते, कन्कमे ","Charpate, Kankame",,
wfo-0000308601,कालो भेरी  (Kalo bheri),कालो भेरी ,Kalo bheri,,
wfo-0000314259,मिगिना  (Migina),मिगिना ,Migina,,
wfo-0000322545,भत्र्या पात  (Bhatrya pat),भत्र्या पात ,Bhatrya pat,,
wfo-0000324294,घोडा मर्चा  (Ghoda marcha),घोडा मर्चा ,Ghoda marcha,,
wfo-0000333308,"सिमली, इन्द्रायणी  (Simali, Indrayani)","सिमली, इन्द्रायणी ","Simali, Indrayani",,
wfo-0000333504,सिमली  (Simali),सिमली ,Simali,,
wfo-0001140026,पायकचावा  (Payakchawa),पायकचावा ,Payakchawa,,
wfo-0001140284,"मालती झार, ताप्रे झार  (Malati jhar, Tapre jhar)","मालती झार, ताप्रे झार ","Malati jhar, Tapre jhar",,
wfo-0001140070,"खस्रे बुटी, ताप्रे झार  (Khasre buti, Tapre jhar)","खस्रे बुटी, ताप्रे झार ","Khasre buti, Tapre jhar",,
wfo-0000270319,लदबदे घाँस  (Ladbade ghans),लदबदे घाँस ,Ladbade ghans,,
wfo-0000521508,आँकुरी बाँकुरी  (Ankuri bankuri),आँकुरी बाँकुरी ,Ankuri bankuri,,
wfo-0000594254,"दमुरा घाँस, गुम्टेओली  (Damura ghans, Gumteoli)","दमुरा घाँस, गुम्टेओली ","Damura ghans, Gumteoli",,
wfo-0001034478,"हरे, म्हेन्दोसान  (Hare, Mhendosan: Tibetan)","हरे, म्हेन्दोसान ","Hare, Mhendosan: Tibetan",,
wfo-0001140039,भेडी फूल  (Bhedi phool),भेडी फूल ,Bhedi phool,,
wfo-0001236292,"छरुवा झार, बाघमुखे घाँस  (Chharuwa jhar, Baghmukhe ghans)","छरुवा झार, बाघमुखे घाँस ","Chharuwa jhar, Baghmukhe ghans",,
wfo-0000388672,"थोक्रा झार, निल झार  (Thokra jhar, Nil jhar)","थोक्रा झार, निल झार ","Thokra jhar, Nil jhar",,
wfo-0000388524,थोक्रा झार  (Thokra jhar),थोक्रा झार ,Thokra jhar,,
wfo-0000470958,लुग्रु  (Lugru: Tibetan),लुग्रु ,Lugru: Tibetan,,
wfo-0001139797,"जुम्रे झार, सेर्सेनलुग्दु  (Jumre jhar, Sersenlugdu)","जुम्रे झार, सेर्सेनलुग्दु ","Jumre jhar, Sersenlugdu",,
wfo-0000471036,लुग्रु–मार्पो  (Lugru-marpo: Tibetan),लुग्रु–मार्पो ,Lugru-marpo: Tibetan,,
wfo-0000475119,"पोँकी, मुगेरुडोलु  (Ponki, Mugerudolu)","पोँकी, मुगेरुडोलु ","Ponki, Mugerudolu",,
wfo-0001138476,साल्चा  (Salcha),साल्चा ,Salcha,,
wfo-0001089314,"झोमसिन, उगुसिङ  (Jhomasin, Ugusing: Tibetan)","झोमसिन, उगुसिङ ","Jhomasin, Ugusing: Tibetan",,
wfo-0000729370,"सेतो खस्रु, लेक चुत्रो, लिसो   (Seto khasru, Lek chutro, Liso)","सेतो खस्रु, लेक चुत्रो, लिसो  ","Seto khasru, Lek chutro, Liso",,
wfo-0001219422,"निर स्याउल, पुवाले, भोक्रे  (Nir syaul, Puwale, Bhokre)","निर स्याउल, पुवाले, भोक्रे ","Nir syaul, Puwale, Bhokre",,
wfo-0000729434,ठूलो खराने  (Thulo kharane),ठूलो खराने ,Thulo kharane,,
wfo-0000729457,गुर्बे  (Gurbe),गुर्बे ,Gurbe,,
wfo-0000729531,लिसे  (Lise),लिसे ,Lise,,
wfo-0000827939,चोली म्हेन्दो  (Choli mhendo: Tibetan),चोली म्हेन्दो ,Choli mhendo: Tibetan,,
wfo-0000828038,"गानो बुटी, मन्जरी  (Gano buti, Manjari)","गानो बुटी, मन्जरी ","Gano buti, Manjari",,
wfo-0000830788,निरबिषी  (Nirbisi),निरबिषी ,Nirbisi,,
wfo-1200027140,एक्लेबिर  (Eklebir),एक्लेबिर ,Eklebir,,
wfo-0000815753,निलो घोडताप्रे  (Nilo ghodtapre),निलो घोडताप्रे ,Nilo ghodtapre,,
wfo-0000815003,एक्लेबिर  (Eklebir),एक्लेबिर ,Eklebir,,
wfo-0000817986,काली मुन्टे  (Kali munte),काली मुन्टे ,Kali munte,,
wfo-0001341908,न्यि–बा  (Nyi-ba: Tibetan),न्यि–बा ,Nyi-ba: Tibetan,,
wfo-0000819728,निलो टिके  (Nilo tike),निलो टिके ,Nilo tike,,
wfo-0000130521,फूली झार  (Fuli jhar),फूली झार ,Fuli jhar,,
wfo-0000046195,"जङ जुर्बी, मरठी  (Jang jurbi, Marathi)","जङ जुर्बी, मरठी ","Jang jurbi, Marathi",,
wfo-0000134003,"मरेठो, लाटो घाँस  (Maretho, Lato ghans)","मरेठो, लाटो घाँस ","Maretho, Lato ghans",,
wfo-0000003501,ग्नालेप  (Gnalep: Tibetan),ग्नालेप ,Gnalep: Tibetan,,
wfo-0000055607,रातो डाँठे घाँस  (Rato danthe ghans),रातो डाँठे घाँस ,Rato danthe ghans,,
wfo-0000022875,"बनमारा, काली झार  (Banmara, Kali jhar)","बनमारा, काली झार ","Banmara, Kali jhar",,
wfo-0000014938,"गन्धे झार, बोके घाँस, गन्हाउने झार  (Gandhe jhar, Boke ghans, Ganhaune jhar)","गन्धे झार, बोके घाँस, गन्हाउने झार ","Gandhe jhar, Boke ghans, Ganhaune jhar",,
wfo-0000017628,निलो गन्धे  (Nilo gandhe),निलो गन्धे ,Nilo gandhe,,
wfo-0000121925,"तितो बुटी, सहदेव सहदेवि  (Tito buti, Sahadev sahadevi)","तितो बुटी, सहदेव सहदेवि ","Tito buti, Sahadev sahadevi",,
wfo-0000132513,सहदेव सहदेवि  (Sahadev sahadevi),सहदेव सहदेवि ,Sahadev sahadevi,,
wfo-0000129969,"सुन फूल, खाम्सान्, खाम्भा–लोप्सान  (Sun phool, Khamsan, Khamva-lopsan: Tibetan)","सुन फूल, खाम्सान्, खाम्भा–लोप्सान ","Sun phool, Khamsan, Khamva-lopsan: Tibetan",,
wfo-0000035001,गनेपोए  (Ganepoe: Tibetan),गनेपोए ,Ganepoe: Tibetan,,
wfo-0000024283,बुकी फूल  (Buki phool),बुकी फूल ,Buki phool,,
wfo-0000106879,"बुकी फूल, पान्सान  (Buki phool, Pansan)","बुकी फूल, पान्सान ","Buki phool, Pansan",,
wfo-0000092746,टिम्मु स्वाँ  (Timmu swan: Newari),टिम्मु स्वाँ ,Timmu swan: Newari,,
wfo-0000030109,"बुकी फूल, फोसोरोसान्  (Buki phool, Fosorosan)","बुकी फूल, फोसोरोसान् ","Buki phool, Fosorosan",,
wfo-0000125603,झुलो  (Jhulo),झुलो ,Jhulo,,
wfo-0000095986,"कुर्या, कुरो  (Kurya, Kuro)","कुर्या, कुरो ","Kurya, Kuro",,
wfo-0000100620,तितेपाती  (Titepati),तितेपाती ,Titepati,,
wfo-0000046487,पाती  (Pati),पाती ,Pati,,
wfo-0000747726,तितेपाती  (Titepati),तितेपाती ,Titepati,,
wfo-0000078296,तितेपाती  (Titepati),तितेपाती ,Titepati,,
wfo-0000062685,पाती  (Pati),पाती ,Pati,,
wfo-0000081609,"गुह्य पाती, दामना  (Guhya pati, Damana)","गुह्य पाती, दामना ","Guhya pati, Damana",,
wfo-0000011731,टिमुरे पाती  (Timure pati),टिमुरे पाती ,Timure pati,,
wfo-0000073812,लुगमिक  (Lugmik: Tibetan),लुगमिक ,Lugmik: Tibetan,,
wfo-0000086616,म्हेन्दो  (Mhendo: Tamang),म्हेन्दो ,Mhendo: Tamang,,
wfo-0000026882,आँखे फूल  (Ankhe phool),आँखे फूल ,Ankhe phool,,
wfo-1200027096,तारे फूल  (Tare phool),तारे फूल ,Tare phool,,
wfo-0000080094,मेतोग–लुगमिक  (Metog-lugmik: Tibetan),मेतोग–लुगमिक ,Metog-lugmik: Tibetan,,
wfo-0000080578,मेतोग–लुगमिक  (Metog-lugmik: Tibetan),मेतोग–लुगमिक ,Metog-lugmik: Tibetan,,
wfo-0000116561,लुगमिक  (Lugmik: Tibetan),लुगमिक ,Lugmik: Tibetan,,
wfo-0000040743,आँखे फूल  (Ankhe phool),आँखे फूल ,Ankhe phool,,
wfo-0000029049,म्हेन्दोसान  (Mhendosan),म्हेन्दोसान ,Mhendosan,,
wfo-0000058984,"घुलिनगारो, भुलिनगारो  (Ghulingaro, Bhulingaro)","घुलिनगारो, भुलिनगारो ","Ghulingaro, Bhulingaro",,
wfo-0000012342,सौराज  (Sauraj),सौराज ,Sauraj,,
wfo-0000023376,कुरो  (Kuro),कुरो ,Kuro,,
wfo-0000115943,"तिखे कुरो, कालो कुरो  (Tikhe kuro, Kalo kuro)","तिखे कुरो, कालो कुरो ","Tikhe kuro, Kalo kuro",,
wfo-0000002804,"निरमुन्डी, गाई तिहारे  (Nirmundi, Gai tihare)","निरमुन्डी, गाई तिहारे ","Nirmundi, Gai tihare",,
wfo-0000068991,तोरिभुटि  (Toribhuti: Tharu),तोरिभुटि ,Toribhuti: Tharu,,
wfo-0000044299,सहस्रबुटी  (Sahasrabuti),सहस्रबुटी ,Sahasrabuti,,
wfo-0000095644,"कुकुरे, कोपिले झार  (Kukure, Kopile jhar)","कुकुरे, कोपिले झार ","Kukure, Kopile jhar",,
wfo-0000046552,"थुक झार, गलफूले  (Thuk jhar, Galphule)","थुक झार, गलफूले ","Thuk jhar, Galphule",,
wfo-0000131852,चिल्लेटी  (Chilleti),चिल्लेटी ,Chilleti,,
wfo-0000097536,पड्के घाँस  (Padke ghans),पड्के घाँस ,Padke ghans,,
wfo-0000022191,गाई तिहारे  (Gai tihare),गाई तिहारे ,Gai tihare,,
wfo-0000113861,"छिउँके झार, हाछ्युँ झार  (Chhiunke jhar, Hachyun jhar)","छिउँके झार, हाछ्युँ झार ","Chhiunke jhar, Hachyun jhar",,
wfo-0000067484,औले बनमारा  (Aule banmara),औले बनमारा ,Aule banmara,,
wfo-0000127241,थाकल  (Thakal),थाकल ,Thakal,,
wfo-0000006870,"थाकल, भद्र काँटा, गैँडा काँडे  (Thakal, Bhadra kanta, Gainda kande)","थाकल, भद्र काँटा, गैँडा काँडे ","Thakal, Bhadra kanta, Gainda kande",,
wfo-0000138171,गिद्ध प्वाँखे  (Giddha pwankhe),गिद्ध प्वाँखे ,Giddha pwankhe,,
wfo-0000114870,"थाकल, सुँगुरे काँडा  (Thakal, Sungure kanda)","थाकल, सुँगुरे काँडा ","Thakal, Sungure kanda",,
wfo-0000053146,थाकल  (Thakal),थाकल ,Thakal,,
wfo-0000100111,सुँगुरे काँडा  (Sungure kanda),सुँगुरे काँडा ,Sungure kanda,,
wfo-0000041150,बुइमाली स्वाँ  (Buimali swan: Newari),बुइमाली स्वाँ ,Buimali swan: Newari,,
wfo-0001316047,थाँगसिङ  (Thangsing: Tamang),थाँगसिङ ,Thangsing: Tamang,,
wfo-0000113010,"गलफूले, गन्धा मदिनी  (Galphule, Gandha madini)","गलफूले, गन्धा मदिनी ","Galphule, Gandha madini",,
wfo-0000133716,अनिकाले झार  (Anikale jhar),अनिकाले झार ,Anikale jhar,,
wfo-0000059891,गोथुइ–सेर्पो  (Gothui-serpo: Tibetan),गोथुइ–सेर्पो ,Gothui-serpo: Tibetan,,
wfo-0000059773,गोथुइ–सेर्पो  (Gothui-serpo: Tibetan),गोथुइ–सेर्पो ,Gothui-serpo: Tibetan,,
wfo-0000035364,न्यागन–सेल्बो  (Ngyagan-selbo: Tibetan),न्यागन–सेल्बो ,Ngyagan-selbo: Tibetan,,
wfo-0000051035,"मल्चा झार, झुर् झुरे  (Malcha jhar, Jhur jhure)","मल्चा झार, झुर् झुरे ","Malcha jhar, Jhur jhure",,
wfo-0000046322,"गलफूले, धबल रोमा  (Galphule, Dhabal roma)","गलफूले, धबल रोमा ","Galphule, Dhabal roma",,
wfo-0000027211,छिउँके झार  (Chhiunke jhar),छिउँके झार ,Chhiunke jhar,,
wfo-0000054881,"हाछ्युँ झार, हाचितु  (Hachyun jhar, Hachitu)","हाछ्युँ झार, हाचितु ","Hachyun jhar, Hachitu",,
wfo-0000050952,"धुप, धुप जडी  (Dhup, Dhup jadee)","धुप, धुप जडी ","Dhup, Dhup jadee",,
wfo-0000113210,"गाई तिहारे, कानपाते  (Gai tihare, Kanpate)","गाई तिहारे, कानपाते ","Gai tihare, Kanpate",,
wfo-0000108811,भृङ्गराज  (Bhringaraj),भृङ्गराज ,Bhringaraj,,
wfo-0000016774,"सहस्रबुटी, भेँडे कुरो  (Sahasrabuti, Bhende kuro)","सहस्रबुटी, भेँडे कुरो ","Sahasrabuti, Bhende kuro",,
wfo-0000017704,"चौलाने झार, मुलापाते  (Chaulane jhar, Mulapate)","चौलाने झार, मुलापाते ","Chaulane jhar, Mulapate",,
wfo-0000075344,गन्हिया  (Ganhiya: Danuwar),गन्हिया ,Ganhiya: Danuwar,,
wfo-0000005955,फूले झार  (Fule jhar),फूले झार ,Fule jhar,,
wfo-0000121978,सलह झार  (Salaha jhar),सलह झार ,Salaha jhar,,
wfo-0001332517,सलह झार  (Salaha jhar),सलह झार ,Salaha jhar,,
wfo-0000135891,बनमारा  (Banmara),बनमारा ,Banmara,,
wfo-0000135740,चितलाङ्गे झार  (Chitlange jhar),चितलाङ्गे झार ,Chitlange jhar,,
wfo-0000114677,झुसे चितलाङ्गे  (Jhuse chitlange),झुसे चितलाङ्गे ,Jhuse chitlange,,
wfo-0000075760,"बोकी झार, बोके फूल  (Boki jhar, Boke phool)","बोकी झार, बोके फूल ","Boki jhar, Boke phool",,
wfo-0000075063,"गोब्रे झार, माक्सी–पर्ण  (Gobre jhar, Maksi-parna)","गोब्रे झार, माक्सी–पर्ण ","Gobre jhar, Maksi-parna",,
wfo-0000002422,कुसिम्बु स्वाँ  (Cusimbu swan: Newari),कुसिम्बु स्वाँ ,Cusimbu swan: Newari,,
wfo-0000067917,माङधोङ  (Mangdhong: Tamang),माङधोङ ,Mangdhong: Tamang,,
wfo-0000122698,मिङचेन–नाक्पो  (Mingchen-nakpo: Tibetan),मिङचेन–नाक्पो ,Mingchen-nakpo: Tibetan,,
wfo-0000040248,भुकुर  (Bhukur),भुकुर ,Bhukur,,
wfo-0000072287,"बाएजरी, नर्कली  (Bayejari, Narkali)","बाएजरी, नर्कली ","Bayejari, Narkali",,
wfo-0000036444,पुश्कर मुल  (Pushkar mul),पुश्कर मुल ,Pushkar mul,,
wfo-0000116474,मुली बुटी  (Muli buti),मुली बुटी ,Muli buti,,
wfo-0000089788,मनाग्रे झार  (Managre jhar),मनाग्रे झार ,Managre jhar,,
wfo-0000010720,"दुधे झार, नाकी झार  (Dudhe jhar, Naki jhar)","दुधे झार, नाकी झार ","Dudhe jhar, Naki jhar",,
wfo-0000026949,दुधे झार  (Dudhe jhar),दुधे झार ,Dudhe jhar,,
wfo-0000087645,चाउले झार  (Chaule jhar),चाउले झार ,Chaule jhar,,
wfo-0000030537,बुके फूल  (Buke phool),बुके फूल ,Buke phool,,
wfo-0000127902,बुके फूल  (Buke phool),बुके फूल ,Buke phool,,
wfo-0000115730,झुलो  (Jhulo),झुलो ,Jhulo,,
