taxonID,vernacularName,identifier,source,language,,,,,,,,,,,,,,,
wfo-0000290650,"Emory oak, bellota",9BBAC002-317C-41FC-BC2D-4E8FD0F4D541,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000290660,Engelmann oak,2163CCED-0701-4473-A33D-6017388036F1,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000290742,"Southern red oak, Spanish oak, chêne rouge",A06501AA-45F9-4349-9110-8AAD9EA043FB,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000290856,Texas live oak,716B60F4-E54F-46C9-B038-5EAB0A451A07,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000290863,Gambel oak,11F8F842-534D-4299-9481-C84EF09E63F5,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000290875,"Oregon white oak, Garry oak",4BF33C2B-4EEB-4FAF-B988-F203B03AFCA6,,,,,,,,,,,,,,2004-05-21,,,2004-01-23
wfo-0000290887,Sand live oak,09EE137B-6769-4BA1-B8D4-BFBAC0424334,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000290897,Georgia oak,53DF7E9E-D350-4743-99C0-05781E28F87C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000290989,Chisos oak,174BEB4E-5690-4B82-A14B-F16FEC83C8ED,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291016,"Graves oak, Chisos red oak",4EFCD25D-1663-411A-8401-0B89E6AE7EEE,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291024,Gray oak,82C46F17-9EAC-4979-9AFF-ED9BB15FE787,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291071,Havard oak,6070F921-8EBB-4B7C-A5C7-25094E3818B6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291083,"Laurel oak, Darlington oak",D3D719A2-9BA8-49D7-82E5-2FD33B19DEAC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291105,Hinckley oak,348EDFC3-DBF6-4252-AE2C-A230C4AE9C08,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291183,Silverleaf oak,BAB44137-5487-4D8E-A91F-8E3F764C52C1,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291321,"Bear oak, scrub oak",BE07848B-913C-4620-BC07-EA200DC3D136,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291331,Shingle oak,B87B7EEC-0CFC-4952-A58C-86EF63EA2884,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000291346,Bluejack oak,F51BB602-FA09-4B48-B31E-EC48A5205806,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291404,Intricate oak,E2A3EFB8-1207-453C-A447-544157FD7DF0,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291439,"Tucker oak, desert scrub oak",8705E380-97C8-4A2F-A898-D486AE8FEE3D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291463,California black oak,68E69A9D-F76F-416B-9742-A330E6A9644F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291517,Turkey oak,5B931990-7593-416D-9A46-BAE3070D40F0,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291630,Swamp laurel oak,418FF5FB-FB12-474A-BA48-F9C233646DA3,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000291724,Valley oak,223BC77B-E3E5-4CCD-B10C-58E2E2B8981A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291850,Overcup oak,55CF35C2-C19E-43D2-8A69-D858BF24A59A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291872,"Bur oak, burr oak, mossy-cup oak, chêne à gros fruits",775F2DB1-CDC7-4B49-B17D-FC5FF2BDFAAA,,,,,,,,,,,,,,2004-05-21,,,2016-02-25
wfo-0000291923,"Sand post oak, dwarf post oak",DF6AAC82-625E-4DB5-AF77-B77191ADA0BF,,,,,,,,,,,,,,2004-05-21,,,2007-10-17
wfo-0000291931,Blackjack oak,C631EA4F-FACB-4909-AD35-BD9B102CD488,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000291993,"Basket oak, cow oak, swamp chestnut oak",43A15BD2-5838-4E2C-95A9-06A644B60E72,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292012,Minimal oak,C0730D4A-4A59-4A3F-950B-47CDE731261C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292040,Mohr oak,C703D7D1-9B3B-479C-B3EF-350053A99E6B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292068,"Mountain chestnut oak, rock chestnut oak",915D775C-5D16-4E77-A622-90C5B0019B46,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292105,Myrtle oak,76AF0056-06BE-4923-8758-CC199CB639EA,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292146,"Water oak, chêne gris",98E6E69D-C2D0-4598-9500-7C4369770458,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000292213,Sonoran blue oak,B36182D8-0147-45E8-9467-66F4C2999408,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292252,Oglethorpe oak,5CF345D2-B8F6-4F27-A6D3-463FB9FAF113,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109416,"Variable maiden fern, St. John's shield fern",4668D95D-36DE-4E8D-9DDE-FD2EFFD3EA7F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109418,"Hottentot fern, Willdenow's fern, spready tri-vein fern",AAA00FD1-04CA-4A5C-8CBC-9A5B93C6B497,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109419,"Widespread maiden fern, southern shield fern",D3B2751E-43F6-472A-A232-1B26AC70601F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109424,Nevada marsh fern,3704AC0C-33FA-460C-9B44-94FC19A26BDE,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109425,"New York fern, thélyptéride de new york, fougère de New York",E271477B-9A9E-4801-BED9-B40BC76967B5,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109428,Ovate maiden fern,3F0F8CCF-8F3F-4362-94C3-1A21BCEA5A6A,,,,,,,,,,,,,,2004-05-21,,,2004-01-23
wfo-0001109429,Lindheimer's maiden fern,173E3555-0C1E-4FD1-A918-99AEBE12F5D6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109430,Grid-scale maiden fern,BCCE835D-0880-47F7-B3AD-A024D1BD9D53,,,,,,,,,,,,,,2004-05-21,,,2004-01-23
wfo-0001109435,Streak-sorus fern,1EA54895-56ED-4D62-83F3-D8340E88379D,,,,,,,,,,,,,,2004-05-21,,,2004-01-23
wfo-0001110893,Alabama streak-sorus fern,12BE1DA1-0DE8-42A3-B180-355F7741CF74,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109438,Creeping star-hair fern,618162EF-3DDF-4812-97F0-1D3A4948D732,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109439,"Glandular maiden fern, wax-dot maiden fern",17C3B638-2CBD-40E9-AA07-7AEE46472675,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109440,Lattice-vein fern,D0E48561-0802-4CD0-86BA-AEECB93BD2C8,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109442,Stiff star-hair fern,6EDDB415-CF5A-4A55-8478-AEB6C0C212E7,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109444,Dentate lattice-vein fern,7DD276EF-1309-4FAB-A4BE-318A02B1EF03,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109445,"Massachusetts fern, thélyptère simulatrice",40558CEC-5A13-48FB-8D6D-55897CB8DB86,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001110463,Free-tip star-hair fern,FA584745-5D48-4108-A90E-43CA0BAF2F8E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000409017,"California torreya, California-nutmeg",27DC3DE0-68C3-475B-BB1C-CCB9B045D491,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001129479,"False bugbane, tassel-rue",D77E2D21-272B-46B1-A0D4-F0095117AB9F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001143151,West Indian trema,B6C7E832-3ABE-438B-82A2-23DF4479B29F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001108972,Entire-winged bristle fern,1ED4ED4F-BAE3-4500-B1DF-341381667179,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001114514,"Appalachian trichomanes, weft fern",1EDB92E9-28D6-4965-8D07-C46BE8DF8FB9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001108973,Kraus's bristle fern,6F3BF23B-EE18-4A92-9F2C-BBD6908DEFA2,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001108974,Lined bristle fern,169791D3-4B54-44B3-BF82-DBB680652F10,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109609,Scale-edged bristle fern,68D512FE-62A4-419E-A9CD-2A2F7CF27749,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0001129711,White globe-flower,6F02E2B2-D2DC-4744-9AF1-EA4D84DABB82,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001129481,"Spreading globe-flower, American globe-flower",17DEA41C-3161-4F78-8061-D0E0FCD1F431,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000456302,"Eastern hemlock, pruche du Canada",7A00151A-0C86-4840-8008-B4341B4F1F7A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000456345,Carolina hemlock,5EC46A8F-AD09-47D5-9B41-06E19A1534C0,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000456392,"Western hemlock, pruche de l'ouest",9DBA006D-D458-466B-8545-8A9C88DB70F8,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000456459,"Mountain hemlock, pruche de Patton",14DD1A64-4056-43A2-94F2-0105DDD8D4FC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001143138,"Winged elm, wahoo",5DAA1154-A08D-4805-B97C-382EB05A983F,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000417596,"American elm, orme d'Amérique",FBE0C830-A8DD-40C0-B55A-71BF72422808,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0001143152,Cedar elm,987BE605-815B-46A1-A037-9530FDCCA620,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000416717,"Scotch elm, wych elm, broad-leaved elm",D233DF74-A380-4733-93F6-36DE49337385,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000416816,"English elm, English cork elm",6451F468-9D83-4474-A2F3-60E23C4DB422,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000416800,"Slippery elm, orme rouge",96686F82-3390-4814-BC14-5CE0309208EC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001143144,"September elm, red elm",14EB439A-0398-4892-8781-99C98E2389B6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000416829,"Rock elm, orme de Thomas",CFF5E3C3-185F-4BC1-AA3A-8E40E40C96EB,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000416948,"Dog nettle, burning nettle",316DD116-E1BD-4283-ABFD-640527DA8961,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0001146471,"Siskiyou inside-out flower, golden inside-out flower",7E562D29-81F6-4431-84DB-498C3571F8BD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001146472,Northern inside-out flower,FC7B66CD-1D8F-44D1-835B-6A7964644FB1,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001146492,"Redwood-ivy, redwood inside-out flower",3601A00C-82CF-47C0-8553-563F0B55DF04,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001114691,"Appalachian shoestring fern, Appalachian vittaria",9FE3BB5B-8960-4970-A502-A743EC5B286D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109452,Grass fern,BFA6EF83-53F0-4ABA-B62D-937E8FE4819A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109457,"Alpine cliff fern, woodsie alpine",044250AE-0E4C-4032-AD40-0F9CE2F74778,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001114422,Cochise cliff fern,CA4998F9-9B69-4431-A40A-2EE88D1C34CA,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292305,Cherrybark oak,6A41B4F5-42DC-487E-B3FA-317C376940D9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292318,Palmer oak,C8F1884A-9238-4F56-A522-43384F39D3BC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292491,Willow oak,BD7F5216-D74F-4427-B329-A714A7BECD52,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000292580,Net-leaf white oak,7485B667-4B80-43A8-83C7-F716F3D961AE,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292605,"Dwarf chinkapin oak, scrub chestnut oak",910A4FCF-82FE-41C5-BD1C-FFEFE9493CFE,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292720,Runner oak,257E5C4E-D43E-4532-BD5A-B42B0C3869D6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000292723,Pungent oak,E06FADE9-24A6-47E5-9EB6-ABB6472F2A96,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293006,"Northern red oak, chêne rouge",93550DC8-AC15-4863-919E-E03E97431450,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000293040,Netleaf oak,151B5F9B-A679-47DA-868C-22E02C12CD8D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293271,Shumard oak,3533BAD4-0B89-47AD-BF08-F148CFD07619,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293296,Swamp post oak,03D6C6BC-1AF9-4A4A-8EE4-1EB2AA85CC57,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293303,"Bastard oak, bastard white oak, Durand oak",3F79C7EE-AF23-4930-B10D-26A4FDBAA91E,,,,,,,,,,,,,,2004-05-21,,,2004-01-23
wfo-0000293374,Post oak,16A6767E-F8BB-4CA9-826F-14AA6F7FC83A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293569,Lateleaf oak,6BCE011E-4C2E-4078-AB95-764EEBCFFA0D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293605,"Texas red oak, Nuttall's oak",0CA047D1-DE4D-405A-9D2A-DDCD7B097DB9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293651,Channel Island oak,FFDD75B0-DC0F-43C0-AA5D-6615E17E690F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293673,Toumey oak,F424F430-C669-46B0-9479-5625676C0A4A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293743,Sonoran scrub oak,CC83DF0B-25FA-4948-A56A-C1F87EF3F2F2,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293825,Vasey oak,A9BF18D0-6DEA-4929-A136-7DD598EADF29,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293828,Black oak,765AF576-2865-4CB4-827A-92C5C864FC82,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000293884,Southern live oak,8DD74B1D-012F-4C47-9B02-94B56CE7F956,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000459983,Autumn buttercup,DD9C5145-7AA7-42FB-9FDF-3AEEB1C6187C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000461396,"Renoncule âcre, bouton d'or",F8063406-3473-4DBF-8B69-6400477C51F2,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000738397,"Feather-bells, feather-fleece",6CF57786-26BD-4A27-B8E9-30F4DFE67CAC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000738398,"Bronze-bells, mountain-bells",7530B9BB-E49C-4D03-8401-F6635C45EDF2,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000748699,"White featherling, white false asphodel",778551DC-2F72-4D52-B502-16673FBE990D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000747925,"Sticky false asphodel, tofieldie glutineuse",CA0A515C-E6CC-4A3D-86D7-6E1BE9F9089F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000747896,Coastal false asphodel,0E0AE83E-0C3D-4970-B088-FF8331F054F2,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750240,White toadshade,6990C273-B870-443E-BDBB-145E1A669C69,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750367,Narrow-petaled trillium,BC9D4F20-8518-41AB-A80D-604C0B3EF93A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750330,"Catesby’s trillium, bashful trillium",7ED3B845-82EC-4C33-A341-8557E8A59FC0,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000751083,Deceiving trillium,EA20F13B-C7B2-422B-AB1E-61D82B32CE62,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000751057,"Stinking trillium, fetid trillium",BE902888-CB18-4496-928D-7CF19E2F6176,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000751102,"Slender trillium, graceful trillium",369A6D27-9851-4216-86CA-F99A03CE98BD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750711,"Snow trillium, dwarf white trillium",E64935C4-D025-44AB-9405-0F33AA68264D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750666,"Western white trillium, white trillium",F177E4DE-9E7A-4763-BC93-72F2D61409E3,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000750654,Small-flowered trillium,1ACAB919-6FF8-498C-B228-0BCF6F5CD1E9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750686,"Long-petioled trillium, purple trillium, round-leaved trillium",435D81C6-23F5-479D-8ABE-4C05DBBEC80E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001114429,New Mexican cliff fern,A21F22B1-A6E5-4391-B775-6B59F8E3003F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001114430,Phillips's cliff fern,2F061C97-B6FF-4902-9B8D-B96EB2CD4FFD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001109465,Plummer's cliff fern,80A1D006-2C8F-4B9D-8C04-346E732B1251,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001111079,Giant chain fern,3EE05EAE-74CC-47EC-9161-AC10BB139879,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000429999,"Coontie, Florida arrowroot, conti hateka (Seminole)",32600FD7-FCFC-4D0A-8CE3-05116A7B19DF,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000393961,"Cinnamon vine, Chinese yam",55812237-2AC5-4673-9C58-84F807CBC961,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000595198,Céraiste dressé,88634AF0-1224-4BA9-8692-A024397A0596,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000595373,"Starwort mouse-ear chickweed, céraiste à trois styles",24159D69-0C17-4BD6-8E98-7205582744AC,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000595550,"Common mouse-ear chickweed, céraiste commun",866FA3E2-C771-4EF8-9F56-266A8DA38547,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000595603,"Sticky mouse-ear chickweed, céraiste aggloméré",C79F4F5B-DBE4-45D6-A91C-996868BD87FC,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000595836,Great mouse-ear chickweed,20125A48-4529-4979-B009-C8E1F3FFCF4F,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000644141,Northern pink,23FA5A4C-4908-49E2-AC0A-2574CCAABD34,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000713608,"Cushion or low baby's-breath, gypsophile de murs",B64D07E9-6076-49D1-ADF7-DD724A3264D8,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000713641,"Perennial or tall baby's-breath, gypsophile paniculée, oeillet d'amour",D66DC719-7765-4263-879F-5068C57982CB,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000375581,Arctic stitchwort or sandwort,A37CD615-F8F2-449E-BA13-93400A006C46,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000375572,"Mountain stitchwort or sandwort, minuartie à deux fleurs",32B58518-BAEA-481E-BDDE-4CC81C45D4D2,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000374592,Three-nerved sandwort,2FCFD4D3-B6EE-4FC9-8DE1-E10A3BA609DE,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000438489,Sagine des alpes,0FE86E01-548A-4901-9675-F620E0CA5B37,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000438904,"Sweet-William catchfly, silène arméria",2CEE3AFF-8A60-47DF-B98D-9F1EB775593D,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000440842,"White campion or cockle, silène blanc",6D3C6A6B-681E-4BFA-94DB-C58C74F25AE2,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000440809,"Night-flowering catchfly, silène noctiflore",039DD9B6-7477-4972-8FD1-6B0E4C00D46A,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000439758,Drooping catchfly,5B3D5CC0-3D10-4E4B-A27D-6BB339194878,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000440200,"Bladder campion, silène enflé",CF558273-2456-4B9B-831E-10A2B81083FC,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000436482,Alkali sand-spurrey,4C5436B0-5F8A-4E6A-8920-A6CCDD22BF2A,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000439919,"Greater sea-spurrey, spergulaire moyenne, spergulaire marginée",E413D262-BA9D-4E8D-A990-8A1B09F90351,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000436296,Thick-leaved starwort,4A7FAAAE-638B-47BD-ABF7-83A917AB77BC,,,,,,,,,,,,,,2005-04-06,,,2012-02-03
wfo-0000436380,"Common or grass-leaved stitchwort or starwort, mouron des champs",49438333-AF6B-4B44-AA1E-AF017F40CEE3,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0001292284,Altai chickweed or starwort,24014042-CE18-4225-9917-0BC0F1AC2A25,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000436331,"Long-leaved starwort, stellaire à longues feuilles",CEAB8E5E-9C15-4239-9D44-731D15AA2871,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000436807,Greater chickweed,5EC4DBE2-7E24-409A-A792-241231D321B5,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000436821,Lesser chickweed,21CBC2DA-4DA5-40D6-89EF-579FB5169BF2,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0001268479,Marsh stitchwort,050E1E84-138D-4EC9-818B-1FE678DFB25F,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000421686,"Cowherb, cowcockle, saponaire des vaches",9248D30C-BF5C-4BB7-B8EF-698A18C53D65,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000555884,Four-wing saltbush,0662CC21-AD1C-40A1-9691-EAF545D9A65A,,,,,,,,,,,,,,2004-05-21,,,2004-03-19
wfo-0000566203,Alpine bistort,741ED902-0135-4C8B-982E-77F009D92D7E,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000601534,"Sowbane, nettle-leaf goosefoot",A5DD5C54-DBEB-4B47-92ED-D2C2EBA12954,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000667147,"Doublegee, southern threecornerjack, spiny emex",4A799E49-72FF-4ECC-A7A4-B89D407F8933,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000685779,"Bukhara fleeceflower, mile-a-minute vine",48481704-F83B-47E4-B397-44FC6469B00F,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000685786,Black bindweed,13D56BB2-9217-4DC8-82C7-2088B67E0D1A,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000685794,"Copse-bindweed, renouée des haies",797A23CB-B8B0-4DD4-8D92-32FE851D7950,,,,,,,,,,,,,,2005-04-06,,,2014-02-03
wfo-0001101180,"Water smartweed, r enouée amphibie",8FA3AA22-47A1-466C-BB9C-5B50DD6B6BD0,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000490463,Pink-head knotweed,8380BACF-B3AB-4B02-B8C9-6E792E4D74E5,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0001245503,Chinese knotweed,FE551868-7467-4649-8C34-D57ECFCE63B7,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000488415,Smooth smartweed,6E471FD0-BB69-49FA-92A7-DF21BBBCB82A,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0001245275,"Marsh-pepper smartweed , water-pepper , renouée poivre-d'eau",4D3002A5-FFC8-446F-A322-5AB16C196603,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000488400,"Pale smartweed , renouée à feuilles de patience",0A545DEC-3B4C-4AF5-84D6-28028CDC0B2E,,,,,,,,,,,,,,2005-04-06,,,2005-04-06
wfo-0000750906,"Prairie trillium, toadshade, bloody noses",AAD2DCF7-9ADB-4013-9AAB-029D08E5F900,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750896,Relict trillium,8CB1321E-3364-40F8-B201-D7E587229642,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750951,Brook wake-robin,BD4D5BEC-CAB0-4D3B-B20A-8112596574D3,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750834,Southern nodding trillium,FD27D477-082F-4F10-BD70-8C47387C6625,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000750807,"Sweet white trillium, confusing trillium",02EA5DF4-B918-48C3-AFCB-590CCF6D48FD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000745456,"Southern red trillium, Barksdale trillium",AFDE63F7-BADD-456F-B157-2767F2BF1C22,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000749542,Underwood’s trillium,61AE36C9-3129-4E11-9B60-75980F861556,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000749518,Green trillium,B836870E-4D00-4028-BBEF-97DA8E29BFBF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000749514,"Ozark green trillium, Ozark trillium",74D38439-269C-4B22-AC5A-CE6794C37006,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
