WFO-ID,Fl.Afr.centr.-ID,family,tribe/subfam.,genus,specificEpithet,infraspecificEpithet,scientificnameauthorship,taxonRank,taxon abbr. lookup,taxon abbr.,scientificnamelookup,scientificname,parentNameUsageID,typematerial,morphology,Classification,distribution,habitat,conservation,use,vernacular names,Notes/Observations,Key,Key as PDF,bibliographicCitation,other data,,,
wfo-0000298138,FAC048003003,Labiatae ,,Rotheca,bukobensis,,(Gürke) Verdc.,,,,Rotheca bukobensis,Rotheca bukobensis,FAC048003000,"Tanzanie, Bukoba, 25-III-1892, Stuhlmann 3657 (lecto- : B†).","Arbrisseau à arbuste ± sarmenteux (ou parfois grande liane ?) ; tige jeune courtement pubescente, un peu striée. Feuilles opposées ; pétiole nul ou jusqu’à 1 mm ; limbe obovale à elliptique-panduriforme, de 5–25 × 2–11,5 cm, contracté dans sa partie inférieure en un pseudopétiole ailé sur toute sa longueur, à base parfois subcordée, parfois seulement décurrente sur une partie du pétiole (les deux formes se rencontrant parfois sur les mêmes rameaux), acuminé à l’apex, à marge irrégulièrement et grossièrement dentée, parfois subentière, mince, subglabre à éparsement pubescent à la face supérieure, pubérulent sur les nervures à la face inférieure ; nervures secondaires 5 à 9 paires. Inflorescence : un thyrse terminal lâche, de (5–)10–17 × (3–)5–12 cm, avec 3 à 7 nœuds, à cymes avec 1 à 3(5) fleurs ; pédoncule des cymes inférieures de 2–7(–10) cm, étalé, pubescent ; bractées subsessiles, largement ovales-cordées, aiguës-acuminées, les inférieures jusqu’à 7 × 4 cm, de dimension rapidement décroissante vers le haut. Fleur : pédicelle de 2–5 mm, pubescent ; calice pubescent à la base, à tube campanulé long de ± 3 mm, à lobes semi-circulaires à ovales-triangulaires de ± 2 × 2,5–3 mm, écartés de la corolle à l’anthèse, ensuite étalés à récurvés ; corolle à tube long de ± 5–7 mm, à lobes glabres sur la face extérieure, courtement ciliés, l’inférieur spatulé, pourpre ou lilas, les latéraux obovales-elliptiques, de ± 8–12 × 6 mm, blanc-verdâtre ; étamines saillantes sur ± 3 cm ; anthère longue de ± 1,5 mm. Fruit de ± 7 × 11 mm, rougeâtre, sous-tendu par le calice étalé à lobes récurvés.",,"Dans le territoire de la Flore, connu de l’est de la République démocratique du Congo, du Rwanda et du Burundi ; ailleurs, connu de la Tanzanie et de l’Ouganda.","Forêts denses de montagne, forêts secondaires à Maesopsis eminii, rarement savanes ; dans le territoire de la Flore de 1200 à 2300 m d’altitude, ailleurs à partir de 1140 m.",Probablement Préoccupation mineure (LC) ; connu de plus de 20 localités.,Plante médicinale (Terashima & Ichikawa 2003) ; la pâte de racines réduites en poudre est utilisée en usage rectal pour soigner la diarrhée chez les enfants.,mulyanzwebe (en kindande) ; n’gyé (en kilendu) ; umukuzunyana (en kinyaruanda).,"Par la forme de ses feuilles, cette espèce ne peut, en principe, être confondue qu’avec R. quadrangulata (voir la clé pour les caractères distinctifs). Toutefois, certains spécimens ne montrent pas bien ce caractère diagnostique et se rapprochent alors de R. violacea (ex. : Bridson 425), dont R. bukobensis se distingue par les rameaux de l’inflorescence beaucoup plus grêles et les sépales plus petits. Les relations entre R. violacea et R. bukobensis doivent être réétudiées.",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298132,FAC048003004,Labiatae ,,Rotheca,alata,,(Gürke) Verdc.,,,,Rotheca alata,Rotheca alata,FAC048003000,"Ghasal-Quellengebiet [Sud-Soudan], bei Tuhami’s Seriba, 24-V-1870, Schweinfurth 3796 (lecto- : B† ; isolecto- : K).","Herbe ou sous-arbrisseau dressé, de 1–1,75 m de hauteur ; tige non ramifiée, raide, de 5–8 mm de diamètre en son milieu, munie de 4 ou 6 ailes étroites (feuilles décurrentes), glabre. Feuilles opposées ou ternées, dressées ; pétiole nul ou jusqu’à 2 mm ; limbe étroitement obovale-oblong à obovale-elliptique, de 6–20 × 2–6 cm, longuement atténué dans la moitié inférieure mais brusquement contracté en une base arrondie à subcordée, aigu à obtus à l’apex, à marge fortement et irrégulièrement dentée, étroitement récurvée, à dents acuminées, glabre sur les deux faces, brunâtre en herbier, densément ponctué à la face inférieure ; nervures secondaires 12 à 15 paires chez les plus grandes feuilles, à nombreuses nervures intercalaires plus courtes. Inflorescence : un thyrse terminal de 14–22 × 6–10 cm avec 4 à 10 nœuds ; rachis anguleux ; cymes longues de 2,5–11 cm, avec 5 à 15 fleurs, à pédoncule de 1–5,5 cm, formant un angle aigu avec le rachis ; bractées ovales, à marge dentée, les inférieures de ± 3 × 1,5 cm, décroissant distalement. Fleur : bouton de ± 4–6 mm de diamètre, glabre ; pédicelle de 1–2(–5) mm ; calice zygomorphe, glabre, à tube cupuliforme long de 1–2 mm, à lobes dressés, ovales, obtus, le supérieur de ± 3 × 1,5 mm, les autres de 1,5–2 × 1 mm ; corolle à tube long de ± 5 mm, à 5 lobes de ± 8,5 × 3,5–4,5 mm, les latéraux blanc violacé, l’inférieur violet ; anthère longue de ± 1 mm. Fruit de ± 5 × 8 mm, noir.",,"Dans le territoire de la Flore, connu du nord de la République démocratique du Congo ; ailleurs, connu des pays suivants : Burkina Faso, Côte d’Ivoire, Bénin, Nigéria, Cameroun, Tchad, République centrafricaine, Soudan, Éthiopie et Tanzanie.","Savanes ; dans le territoire de la Flore à env. 900 m d’altitude, ailleurs de 100 à 1400 m.","Probablement Préoccupation mineure (LC) ; espèce largement répandue, connue de très nombreuses localités.",Les racines râpées sont frottées sur les jambes pour soigner le rhumatisme.,gbakanda (dans la Garamba).,,,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298205,FAC048003005,Labiatae ,,Rotheca,violacea,,(Gürke) Verdc.,,,,Rotheca violacea,Rotheca violacea,FAC048003000,"Cameroun, Yaúnde, 19-VI-1897, Zenker 1428 (holo- : B† ; iso- : E, G, HBG, K, L, LE, M, P, S, WAG).",,,,,,,,,,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298207,FAC048003006,Labiatae ,,Rotheca,violacea,violacea,,subspecies,subsp.,subsp.,Rotheca violacea subsp. violacea,Rotheca violacea subsp. violacea,FAC048003005,,"Liane atteignant 10(–20) m de longueur, parfois rampante (parfois arbuste sarmenteux ?), malodorante ; tige principale défeuillée, nettement quadrangulaire, atteignant 1 cm de diamètre, pubérulente, lenticellée ; rameaux latéraux à entrenœuds plus courts, pubérulents à pubescents ou parfois tomentelleux. Feuilles opposées ; pétiole de (2–)5–35(–40) mm, glabre ou pubescent ; limbe largement ovale à elliptique, de 3–15(–16) × 1,5–8(–12) cm, arrondi à obtus ou cunéé à la base et courtement décurrent sur le pétiole, acuminé à obtus ou arrondi à l’apex, mince, à marge entière ou rarement un peu crénelée-dentée, glabre à pubescent sur les deux faces ; nervures secondaires 4 à 7 paires. Inflorescence : un thyrse pyramidal très lâche à l’extrémité des rameaux latéraux ou de la tige principale, à 5 à 7 nœuds, longue de 8–20 cm ; cymes de 1 à 5 fleurs, à pédoncule jusqu’à 8 cm, pubérulent à pubescence fauve pâle ; bractées subsessiles, les inférieures et moyennes largement ovales, de ± 2–5 × 1,5–3 cm, subcordées à la base, les supérieures étroitement elliptiques, de 5–10 × 1–2 mm. Fleur : bouton de 7–8 mm de diamètre ; pédicelle de 3–7 mm ; calice de 7–9 mm de diamètre à l’anthèse, légèrement pubescent à poils apprimés, à tube en soucoupe ou en cloche, à lobes très largement ovales à obovales, de (2–)3–5 × (2–)3–5 mm, ayant leur plus grande largeur au-dessus de la base et se recouvrant un peu par les bords, étalés dès le stade du bouton floral, glanduleux à la face supérieure, à réseau de nervures généralement bien visible, à marge pourpre violacé ; corolle à tube long de 6–10 mm, à lobes de ± 8–16 × 5–8 mm, glabres, ciliés ou non, l’inférieur mauve violacé, les latéraux vert pâle lavé de violet ou blanc verdâtre ; étamines exsertes sur 10–35 mm, anthère longue de 1–2 mm ; style exsert sur ± 3 cm. Fruit de ± 12 × 7–10 mm, rouge violacé à noirâtre.",,"Dans le territoire de la Flore, connu de la République démocratique du Congo et du Rwanda ; ailleurs, connu des pays suivants : Guinée, Sierra Leone, Libéria, Ghana, Nigéria, Cameroun, Gabon, République du Congo, Zambie, Mozambique, Zimbabwe et Afrique du Sud (KwaZulu-Natal).","Forêts marécageuses, forêts secondaires, jachères, recrus forestiers, galeries ; de 100 à 2300 m d’altitude.","Probablement Préoccupation mineure (LC) ; largement répandu, connu de plus de 200 localités.",Utilisé comme remède contre le mal de dents (la cendre mélangée à de l’huile de palme est appliquée sur la gencive).,"bonsolo (en bosanga) ; dileko (en bangala) ; disihu (en tshiluba) ; disulusulu (en lulua) ; eteta la madidi (en babua) ; ifonge (en lokundu), mbambake, mbambake boliki (en turumbu) ; mbondo ea ngonda (à Bokuma) ; muharamba (en mashi) ; ndandoko (en ngwaka) ; tukelekele (en kitembo).","1. L’espèce est variable pour la pubescence et la forme des feuilles ; les deux pôles de la variation sont, d’une part, des formes à feuilles elliptiques longuement atténuées à la base et acuminées au sommet, presque entièrement glabres ; cette forme correspond au type de Clerodendrum violaceum Gürke et de Clerodendrum variifolium var. scandens De Wild. (ex. : Bequaert 6643, Christiaensen 1908, 1935, 2067, J. Laurent 518, Pierlot 151, Troupin 6339) ; d’autre part, une forme à feuilles largement ovales, obtuses à arrondies à la base, souvent obtuses au sommet, pubescentes surtout à la face inférieure ; cette forme correspond au type de Clerodendrum carnosulum Baker et de Clerodendrum cabrae De Wild. (Achten 526b, Bequaert 4113, Bujo 643, Bujo & al. 823, Delhaye 254, De Witte 4577, Gilbert 14099, 14536, Gillardin 387, Homblé 733, Liben 3566, Louis 869, Luxen 507, Troupin 9803, Vermoesen 274) ; néanmoins, la variation est à peu près continue et il nous semble difficile de maintenir deux taxons, même au rang variétal ; nous suivons donc Pollard (2022) et considérons Clerondendrum carnosulum Baker comme synonyme de R. violacea. 
2. Verdcourt (1992) a décrit de l’Ouganda R. violaceum subsp. kigeziense Verdc., qui ne semble pas exister dans le territoire de la Flore.
3. En herbier, R. violacea peut être difficile à distinguer de R. sansibarensis et R. bukobensis et certains spécimens sont ambigus (ex. : Lebrun 6259, A. Léonard 1805). Le caractère souvent utilisé pour les distinguer [liane (R. violacea) ou arbuste (R. sansibarensis et R. bukobensis)] n’est généralement pas utilisable en herbier et sa valeur reste d’ailleurs à démontrer. Les notes des récolteurs ne sont pas toujours fiables, car le port lianescent de R. violacea peut passer inaperçu ; en effet, la tige principale défeuillée peut être longuement rampante, et la floraison a lieu alors sur des rameaux latéraux dressés, ce qui peut conduire les récolteurs à croire qu’il s’agit d’une plante dressée de taille réduite.
4. Ceci représente une nouvelle signalisation pour le Rwanda. 
5. L’espèce a été mentionnée au Burundi par Plants of the World Online, probablement par erreur.",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298140,FAC048003007,Labiatae ,,Rotheca,commiphoroides,,(Verdc.) Steane & Mabb.,species,,,Rotheca commiphoroides,Rotheca commiphoroides,FAC048003000,"Tanzanie, Iringa Dist., 55 km on Mafinga-Madibira road, 27-I-1991, Bidgood & al. 1297 (holo- : K ; iso- : K).","Arbrisseau ou arbuste de 1–3,6 m de hauteur ; tronc très ramifié ; tige glabre sauf les jeunes pousses parfois à pubescence roussâtre ; rameaux latéraux courts, à entrenœuds très réduits. Feuilles fasciculées par 3 à 5 sur les rameaux latéraux courts ; pétiole nul ou jusqu’à 1 mm ; limbe obovale à obtriangulaire, de 1,2–2,5(–6) × 0,5–0,8(–2,2) cm, cunéé à la base, aigu à arrondi à l’apex, à marge avec 1 ou 2(3) fortes dents de chaque côté dans la moitié supérieure, face supérieure glabre, face inférieure glabre ou un peu pubescente sur les nervures, ponctuée de petites glandes. Inflorescence paraissant terminale sur les rameaux latéraux courts, en réalité à l’aisselle des feuilles, formée de cymes grêles de 1 à 3 fleurs, longues de 2,5–4,5 cm, glabres ; bractées étroitement elliptiques, de 1,5–2,5(–5) × 1–2 mm. Fleur : pédicelle de 2–7 mm ; calice glabre, à tube long de 2–3 mm, à lobes de ± 1 × 2 mm, arrondis ; corolle verdâtre pâle à l’extérieur, blanchâtre à l’intérieur, sauf le lobe inférieur pourpre bleuâtre pâle, à tube long de ± 10 mm, à lobes atteignant 15 × 5 mm, glabres à l’extérieur ; étamines exsertes sur ± 2 mm, anthère non observée. Fruit lobé, de 7 × 10–15 mm, noir.",,"Dans le territoire de la Flore, connu du sud-est de la République démocratique du Congo où il est rare ; ailleurs, connu de la Tanzanie et de la Zambie.","Forêt claire sur sol rocailleux ; dans le territoire de la Flore à 1240 m d’altitude, ailleurs de 1200 à 1500 m.","Probablement Quasi Menacé (NT) ; connu d’environ 12 localités dont certaines ne sont pas protégées. R. commiphoroides a fait l’objet d’une évaluation comme « En danger » (Matheka 2021), mais sans tenir compte des localités de la Zambie, jadis rapportées à R. myricoides var. capiriensis.",,,"1. Ceci représente la première signalisation de ce taxon pour la République démocratique du Congo. 
2. Le spécimen-type de Clerodendrum myricoides var. capiriensis présente les mêmes caractères diagnostiques que R. commiphoroides ; le taxon est bien caractérisé à la fois par la phyllotaxie, les dimensions et la forme des feuilles et l’inflorescence très grêle, ce qui justifie amplement une reconnaissance au rang d’espèce comme le proposait déjà Verdcourt (1992).",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298141,FAC048003008,Labiatae ,,Rotheca,cyanea,,(R.Fern.) R.Fern.,species,,,Rotheca cyanea,Rotheca cyanea,FAC048003000,"Zambie, Mbala [Abercorn], Sumbawanga road, 7-IX-1956, Richards 6132 (holo- : K).","Arbrisseau atteignant 3 m de hauteur ; tige anguleuse à sillonnée-cannelée (en herbier), luisante, glabre, brun pâle ou grisâtre, à lenticelles saillantes ; jeunes rameaux à pilosité très fugace de fins poils crépus beige à fauve pâle. Feuilles opposées, celles des rameaux florifères rapprochées en rosette sous l’inflorescence ; pétiole souvent mal délimité du limbe, de ± 5–12 mm, canaliculé, à fins poils crépus fauves fugaces ; limbe elliptique, rarement suborbiculaire, de 4–10(–13) × 1–5(–8) cm, atténué en pétiole à la base, aigu à obtus ou parfois arrondi-échancré à l’apex, à marge entière ou ± crénelée, récurvée, coriace, glabre, face inférieure ponctuée ; nervures secondaires 4 ou 5 paires, à réseau vert foncé généralement bien visible. Inflorescence en thyrse terminal paniculiforme lâche, jusque 16 × 10 cm, avec 1 à 3(5) nœuds, parois accompagné de cymes axillaires, glabre sauf les nœuds munis de très fins poils crépus fauve pâle fugaces ; cymes de 1 à 3 fleurs, à pédoncules étalés de 3–5(–8) cm ; bractées largement ovales, jusqu’à 4 × 2,8 cm. Fleur : bouton à extrémité globuleuse, large de 7 mm, glabre sauf la marge des lobes courtement ciliée ; pédicelle anguleux, de 1–6 mm, glabre, formant souvent un angle droit avec le pédoncule ; calice teinté de pourpre ou à marge violette, à tube largement campanulé, long de 2–5 mm, à lobes de forme variable dans la même inflorescence, souvent arrondis et plus larges que longs, à bords un peu recouvrants, de 1–2(–3) × 2–4 mm, à marge ondulée, parfois ciliée, certains étalés à récurvés, glanduleux à la face interne ; corolle à tube long de 7–10 mm ; étamines exsertes sur ± 20 mm, anthère longue de ± 2 mm. Fruit de 8–10 × 6–7 mm.",,"Dans le territoire de la Flore, connu du sud-est de la République démocratique du Congo ; ailleurs, connu de l’Angola et de la Zambie.","Galeries forestières étroites, spécialement des hauts plateaux ; dans le territoire de la Flore de 1000 à 1600 m d’altitude, ailleurs jusqu’ à 1760 m.","Probablement Préoccupation mineure (LC) ; connu de plus de 20 localités, toutefois, l’espèce est liée à un habitat en forte régression (galeries forestières) et pourrait déjà être quasi menacée (NT).",,mufukanunka (en kitwaba) ; mununkanunka (en kibemba).,"1. Ceci représente la première signalisation de ce taxon pour la République démocratique du Congo.
2. Le spécimen De Witte 548 se rapproche de R. cyanea, mais ses feuilles sont beaucoup plus espacées et le calice et le pédicelle portent quelques poils glanduleux ; il pourrait s’agir d’un taxon distinct, mais davantage de matériel est nécessaire.",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298156,FAC048003009,Labiatae ,,Rotheca,myricoides,,(Hochst.) Steane & Mabb.,species,,,Rotheca myricoides,Rotheca myricoides,FAC048003000,"Abyssinie [Éthiopie], Scholoda, 3-X-1837, Schimper 330 (lecto- : TUB ; isolecto- : BM, BR, G, HBG, LG, M, P).",,,,,,,,"1. Dans la conception actuelle de ce nom, Rotheca myricoides est un complexe très polymorphe de microtaxons reliés par des intermédiaires. L’opinion des auteurs varie fortement concernant le nombre de taxons à reconnaître, le rang auquel ils doivent être traités et la manière de les regrouper (Moldenke 1980, Verdcourt 1992, Fernandes 1998, 2005, 2006, Thomas 1936). Selon le caractère auquel on donne la priorité (forme des feuilles, phyllotaxie, calice, pilosité, …), le système auquel on aboutit est sensiblement différent. La taxonomie d’herbier atteint ici ses limites, mais le groupe n’a été que très peu étudié avec des marqueurs moléculaires (Steane & al. 1999). Un certain nombre de taxons infraspécifiques peuvent être reconnus dans le territoire de la Flore ; d’autres pourraient y être présents également, mais ils nous ont paru plus mal délimités et/ou ne sont représentés que par un très petit nombre de spécimens (parfois un seul) ; dans ces cas, nous adoptons une position prudente et ils sont simplement cités dans les observations, sous les taxons dont ils se rapprochent le plus.
2. De nombreux duplicatas du matériel original (Schimper 330) ont été distribués ; Verdcourt (1992) mentionne par erreur comme holotype un spécimen déposé à TUB, ce qui peut être considéré comme une lectotypification par inadvertance.",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298174,FAC048003010,Labiatae ,,Rotheca,myricoides,myricoides,,subspecies,subsp.,subsp.,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,FAC048003009,,,,,,,,,,,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-1200113353,FAC048003011,Labiatae ,,Rotheca,myricoides,myricoides,,variety,var.,var.,Rotheca myricoides var. myricoides,Rotheca myricoides var. myricoides,FAC048003010,,"Arbuste ou sous-arbuste ; tronc généralement ramifié ; tige anguleuse ou striée, glabre à pubescente, beige à fauve, souvent lenticellée. Feuilles opposées ou verticillées par 3 ou 4 ; pétiole nul ou jusqu’à 5(–15) mm ; limbe généralement elliptique à obovale-elliptique, de 1,5–8(–10) × 0,4–4 cm, cunéé à la base, aigu à acuminé à l’apex, à marge entière à crénelée ou dentée, glabre ou légèrement pubescent sur les nervures de la face inférieure, concolore à peu discolore, ponctué de glandes. Inflorescence en thyrse terminal lâche, généralement irrégulier, à l’extrémité des rameaux ou sur des rameaux latéraux, long de 6,5–15 cm, composé de cymes dichasiales (longues jusqu’à 9 cm, pédoncule compris) ; axes grêles, glabres à pubescents. Fleur : pédicelle de 3–5 mm ; calice souvent pourpre ou à marge pourpre, glabre à pubescent (poils généralement apprimés), à tube obconique à cupulaire, long de 1,5–3 mm, à lobes généralement semi-circulaires à ovales-triangulaires, longs de 1,2–2 mm ; corolle à tube long de 5–7 mm, à lobes inégaux, de 10–19 × 3–7 mm, glabres sur la face extérieure, ciliés, l’inférieur spatulé, plus vivement coloré, bleu à violacé, les latéraux oblongs, blanchâtres à mauve très pâle ; étamines longuement exsertes, arquées au-dessus de la corolle, anthère longue de ± 1,5 mm. Fruit subglobuleux, à 4 lobes bien marqués, de 5–6 × 8–10 mm, noir.",,"Dans le territoire de la Flore, connu de la République démocratique du Congo, du Rwanda et du Burundi ; ailleurs, répandu en Afrique tropicale orientale, centrale et australe, connu des pays suivants : Soudan et Soudan du Sud, Érythrée, Djibouti, Éthiopie, Somalie, Ouganda, Kenya, Tanzanie, Angola, Zambie, Malawi, Mozambique, Zimbabwe, Namibie, Botswana, Afrique du Sud (KwaZulu-Natal) et Eswatini.","Fourrés littoraux, savanes, savanes boisées, forêts claires, recrus forestiers, jachères, galeries ; dans le territoire de la Flore de 0 à 2000 m d’altitude; ailleurs jusqu’à 2400 m.",Probablement Préoccupation mineure (LC) ; connu de plusieurs centaines de localités.,"Plante médicinale à usages multiples, soignant notamment les maux d’intestin (Baerts & Lehmann 1989).","cats whiskers (angl.), dikuba di mbu (dans le Mayombe) ; kilenga-mbobo (à Boma) ; lembapongu (dans le Kwilu) ; lidzimba (en bangala) ; makuzanyana, mukuzanyena (en mashi, en tshiragaga) ; matsudi (à Gimbi) ; mukusanieno (en mashi) ; umpfubya, umulelabana (en kirundi) ; umukuzaniama, umukuzanyana (en kinyarwanda) ; vumba (à Luki).","1. Cette variété est très polymorphe ; les noms mis en synonymie représentent des variations mineures, reliées par des intermédiaires.
2. La plante est décrite comme ayant une odeur agréable ou désagréable, selon les récolteurs.
3. Le spécimen Malaisse 6029 s’approche de R. myricoides subsp. mafiensis (Verdc.) Verdc. de la Tanzanie (petites feuilles groupées en rosettes à l’extrémité des rameaux vite lignifiés).
4. Le spécimen Bittremieux 249 s’approche de R. reflexa (H.Pearson) R.Fern. de la Zambie, du Zimbabwe et du Botswana (limbe rhombique, profondément denté).",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000298164,FAC048003012,Labiatae ,,Rotheca,myricoides,discolor,(Klotzsch) Verdc.,variety,var.,var.,Rotheca myricoides var. discolor,Rotheca myricoides var. discolor,FAC048003010,"Mozambique, Rios de Sena, Peters s.n. (holo- : B†).","Comme la var. myricoides, mais : Plante à jeune tige tomenteuse. Feuille à limbe davantage pubescent, courtement tomenteux à la face inférieure, spécialement sur les nervures. Inflorescence à axes tomenteux. Fleur : corolle à lobes parfois tomenteux à l’extérieur.",,"Dans le territoire de la Flore, connu du sud et de l’est de la République démocratique du Congo, du Rwanda et du Burundi ; ailleurs, connu des pays suivants : Éthiopie, Ouganda, Kenya, Tanzanie, Zambie, Mozambique et Zimbabwe.","Savanes, forêts claires, galeries forestières ; dans le territoire de la Flore de 900 à 2000 m d’altitude, ailleurs jusqu’à 2400 m.",Probablement Préoccupation mineure (LC) ; connu de plus de 100 localités.,"Dans la région d’Abok (Lac Albert), la plante est utilisée comme sortilège dans un rite de réconciliation avec des ennemis : la plante est brûlée et la cendre est soufflée au vent. Au Rwanda, elle est utilisée contre la blennorragie et les maux de ventre.",achwinpodo (en kilur) ; atsinputu (à Nioka) ; basindjukwa (en kilendu) ; kibushibushi (en tshiluba) ; nunka (dans les Marungu) ; somilo (en kakwa) ; umukuzaniana (au Rwanda) ; umuombusa (en kirundi).,"1. Bien que très proches, la var. discolor et la var. myricoides sont généralement faciles à distinguer ; des spécimens à pubescence intermédiaire entre les deux variétés se rencontrent parfois, spécialement au Rwanda et au Burundi (ex. : Lewalle 4149). Les deux variétés ont des aires de distribution en partie différentes dans le territoire de la Flore : la var. discolor est restreinte au sud et à l’est du territoire, tandis que la var. myricoides est largement répandue, sauf au Katanga et dans le district Forestier Central. 
2. Des spécimens plus ou moins intermédiaires avec R. luembensis (ex. : Germain 5918) existent dans la plaine de la Rusizi.
3. Un spécimen de la République démocratique du Congo (Haut-Katanga ; Salésiens 976) se rapproche de R. suffruticosa Verdc. (= Clerodendrum discolor var. verbascifolium Moldenke). Celle-ci se distingue par le limbe foliaire largement elliptique, de 10–14 × 5–7 cm, aigu-acuminé, coriace, fortement denté, tomenteux sur les deux faces. 
4. Il existe des spécimens à corolle pubescente extérieurement (Quarré 4810, Schmitz 4391) que Verdcourt (1992) reconnaissait comme « var. kilimandscharense Verdc. », mais Fernandes (2005) l’inclut dans la var. discolor, position que nous suivons ici en raison de l’existence d’intermédiaires (ex. : Quarré 7058). 
5. Il existe des intermédiaires avec R. sansibarica (ex. : Michel 6032).",,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-1200095880,FAC048003013,Labiatae ,,Rotheca,myricoides,macrocalyx,(Moldenke) Meerts,variety,var.,var.,Rotheca myricoides var. macrocalyx,Rotheca myricoides var. macrocalyx,FAC048003010,"République démocratique du Congo, Haut-Katanga, Munama, VIII-1929, Quarré 1872 (holo- : BR).","Diffère de la variété-type par : Arbrisseau à rameaux d’un an épais (jusqu’à 6 mm de diamètre), vite lignifiés et subérisés, munis de cicatrices foliaires saillantes. Feuilles groupées en rosette sous l’inflorescence, à la base des pousses de l’année. Inflorescence en cymes à l’aisselle des feuilles sur des rameaux feuillés courts. Fleur : calice largement obconique à campanulé, de ± 5–9 mm de diamètre, pubescent-tomenteux, à lobes dressés à étalés, semi-circulaires à circulaires, de ± 2–3 × 2–3 mm, à marge rouge, ondulée.",,,,,,,,,,"Meerts P. (2023). Labiatae - Sous-famille III. Ajugoideae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
