WFOID,measurementValue,measurementID,measurementType,measurementRemarks
wfo-0001014839,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000983164,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000983687,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000987930,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001008298,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000994975,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000984236,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001018161,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001004321,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001017421,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001006828,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001014557,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001002631,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000998621,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001131910,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001006360,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001003088,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000988010,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929250,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929270,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929315,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001036068,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929170,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928582,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928458,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928835,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928895,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928703,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928675,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928773,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929877,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000931007,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000931096,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000930357,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000930396,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000930214,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001133508,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000930268,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929372,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929353,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000928969,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929149,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000930408,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000929391,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000439308,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000439333,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001012054,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000984424,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000997542,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000493112,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000818704,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000458614,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000459447,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000459419,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000422953,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0000421166,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
wfo-0001042041,Shrub,"Shrub	""Bartha, D. (2021). An Annotated And Updated Checklist Of The Hungarian Dendroflora. Acta Botanica Hungarica 63(3–4), pp. 227–284, 2021. https://doi.org/10.1556/034.63.2021.3-4.1""	https://creativecommons.org/licenses/by/4.0/	Attribution 4.0 International (CC BY 4.0)",http://kew.org/wcs/terms/lifeform,
