WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn,rights,license,bibliographicCitation,compiler
 wfo-0000628338,"काग चुच्चे, कालो सरिवा, गाई सिङ्गे  (Kag chuchche, Kalo sariwa, Gai singe)","काग चुच्चे, कालो सरिवा, गाई सिङ्गे ","Kag chuchche, Kalo sariwa, Gai singe",Cryptolepis dubia (Burm.f.) M.R.Almeida,Fl. Maharashtra 3A: 221. 2001.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001347017,"चौटाजोर, जिवन्ती  (Chautajor, Jiwanti)","चौटाजोर, जिवन्ती ","Chautajor, Jiwanti",Cynanchum annularium (Roxb.) Liede & Khanum,Taxon 65(3): 477. 2016.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000651616,"औले हड्चुर, थिर्जो  (Aule hadchur, Thirjo)","औले हड्चुर, थिर्जो ","Aule hadchur, Thirjo",Dischidia bengalensis Colebr. ,"Trans. Linn. Soc. London 12: 357, t. 15. 1818.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000982782,"वन खिर्रो, इन्द्रजौ, मदिसे खिर्रो  (Ban khirro, Indrajau, Madise khirro)","वन खिर्रो, इन्द्रजौ, मदिसे खिर्रो ","Ban khirro, Indrajau, Madise khirro",Holarrhena pubescens Wall. ex G.Don ,Gen. Hist. 4: 78. 1837.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000725319,कुरकुरे झार  (Kurkure jhar),कुरकुरे झार ,Kurkure jhar,Hoya lanceolata Wall. ex D.Don,Prodr. Fl. Nepal. 130. 1825.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000217289,"दुधे लहरा, बाख्रे लहरा  (Dudhe lahara, Bakhre lahara)","दुधे लहरा, बाख्रे लहरा ","Dudhe lahara, Bakhre lahara",Ichnocarpus frutescens (L.) W.T.Aiton ,Hortus Kew. 2: 69. 1811.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001102163,दोदी साग  (Dodee sag),दोदी साग ,Dodee sag,Leptadenia reticulata (Retz.) Wight & Arn. ,Contr. Bot. India 47. 1834. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000371764,झराङ्ग  (Jharang: Chepang),झराङ्ग ,Jharang: Chepang,Marsdenia lucida Edgew. ex Madden ,J. Asiat. Soc. Bengal 17(1): 370. 1848.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001102198,दुधे लहरा  (Dudhe lahara),दुधे लहरा ,Dudhe lahara,Marsdenia roylei Wight ,Contr. Bot. India 40. 1834.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001102203,काली लहरा  (Kali lahara),काली लहरा ,Kali lahara,Marsdenia tinctoria R.Br. ,Mem. Wern. Nat. Hist. Soc. 1: 28. 1810.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001104832,अनारसिङ्गे लहरो  (Anarsinge laharo),अनारसिङ्गे लहरो ,Anarsinge laharo,Oxystelma esculentum (L.f.) Sm. ,Cycl. 25: (unnumbered). 1813.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000392217,"दुरे, बीचकाने लहरो  (Dure, Bichkane laharo)","दुरे, बीचकाने लहरो ","Dure, Bichkane laharo",Pergularia daemia (Forssk.) Chiov. ,Result. Sci. Miss. Stefan.-Paoli Somal. Ital. 1: 115. 1916. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001102782,सिकारी लहरा  (Sikari lahara),सिकारी लहरा ,Sikari lahara,Periploca calophylla (Wight) Falc. ,Proc. Linn. Soc. London 1: 115. 1841.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001104825,सिकारी लहरा  (Sikari lahara),सिकारी लहरा ,Sikari lahara,Periploca forrestii Schltr. ,Notes Roy. Bot. Gard. Edinburgh 8(36): 15. 1913. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000295174,"चाँद मरुवा, सर्पगन्धा  (Chand maruwa, Sarpagandha)","चाँद मरुवा, सर्पगन्धा ","Chand maruwa, Sarpagandha",Rauvolfia serpentina (L.) Benth. ex Kurz ,Forest Fl. Burma 2: 171. 1877.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000319835,"चाँदनी, कागते पूmल  (Chandani, Kagate phool)","चाँदनी, कागते पूmल ","Chandani, Kagate phool",Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult. ,Syst. Veg. 4: 427. 1819. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001103974,असारे पूmल  (Asare phool),असारे पूmल ,Asare phool,Telosma pallida (Roxb.) Craib ,Bull. Misc. Inform. Kew 1911(10): 418. 1911. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000326483,"द्वारी लहरा, दुधे लहरा  (Dwari lahara, Dudhe lahara)","द्वारी लहरा, दुधे लहरा ","Dwari lahara, Dudhe lahara",Trachelospermum lucidum (D.Don) Schum. ,Nat. Pflanzenfam. 4(2): 173. 1895.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000330951,"दुधे लहरा, दुधे बेलो  (Dudhe lahara, Dudhe belo)","दुधे लहरा, दुधे बेलो ","Dudhe lahara, Dudhe belo",Vallaris solanacea (Roth) Kuntze ,Revis. Gen. Pl. 2: 417. 1891.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001103090,"लाटी कोसेली, काली कोसा  (Lati koseli, Kali kosa)","लाटी कोसेली, काली कोसा ","Lati koseli, Kali kosa",Vincetoxicum auriculatum (Royle ex Wight) Kuntze,Revis. Gen. Pl. 2: 424. 1891.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001104302,लाटी कोसेली  (Lati koseli),लाटी कोसेली ,Lati koseli,Vincetoxicum glaucum (Wall. ex Wight) Rech. f.,Fl. Iranica 73: 13. 1970. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000421721,अन्तमुल  (Antamul),अन्तमुल ,Antamul,Vincetoxicum hirsutum (Wall.) Kuntze,Revis. Gen. Pl. 2: 424. 1891.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000334509,"रानी खिर्रो, करिँगी  (Rani khirro, Karingi)","रानी खिर्रो, करिँगी ","Rani khirro, Karingi",Wrightia arborea (Dennst.) Mabb. ,Taxon 26(5-6): 533. 1977.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000549455,"महारङ्गी, उल्टे भूतकेश  (Maharangi, Ulte bhutkesh)","महारङ्गी, उल्टे भूतकेश ","Maharangi, Ulte bhutkesh",Arnebia benthamii (Wall. ex G.Don) I.M.Johnst. ,J. Arnold Arbor. 35: 56. 1954. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000620417,बोहोरी  (Bohori),बोहोरी ,Bohori,Cordia dichotoma G.Forst. ,"Fl. Ins. Austr. 18, n. 110. 1786.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000634273,बोको(तिनाती  (Boko-tinati: Tamang),बोको(तिनाती ,Boko-tinati: Tamang,Cynoglossum wallichii G.Don ,Gen. Hist. 4: 354. 1837.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000634282,कनिके कुरो  (Kanike kuro),कनिके कुरो ,Kanike kuro,Cynoglossum zeylanicum (Sw. ex Lehm.) Thunb. ex Brand.,Repert. Spec. Nov. Regni Veg. 13: 546. 1915.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000663323,चिल्ले  (Chille),चिल्ले ,Chille,Ehretia acuminata R.Br.,Prodr. Fl. Nov. Holland. 497. 1810.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000663343,दातिन्गल  (Datingal),दातिन्गल ,Datingal,Ehretia aspera Willd.,Phytographia 4. 1794.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000663477,"सेतो लोधो, ठूलो लोधो  (Seto lodho, Thulo lodho)","सेतो लोधो, ठूलो लोधो ","Seto lodho, Thulo lodho",Ehretia macrophylla Wall.,Fl. Ind. 2: 343. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000676288,धम्ना धुम्थी  (Dhamna dhumthi: Tibetan),धम्ना धुम्थी ,Dhamna dhumthi: Tibetan,Eritrichium canum (Benth.) Kitam. ,Acta Phytotax. Geobot. 19: 103. 1963.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000682807,मृगराज  (Mrigaraj),मृगराज ,Mrigaraj,Euploca strigosa (Willd.) Diane & Hilger,Bot. Jahrb. Syst. 125(1): 49. 2003. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000714107,नेमा–जर्मा  (Nema-jarma: Tibetan),नेमा–जर्मा ,Nema-jarma: Tibetan,Hackelia uncinata (Royle ex Benth.) C.E.C.Fisch. ,Bull. Misc. Inform. Kew 1932(6): 298. 1932. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000718658,हात्ती सुँडे झार  (Hatti sunde jhar),हात्ती सुँडे झार ,Hatti sunde jhar,Heliotropium indicum L. ,Sp. Pl. 1: 130. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001283709,देवा–युचुँग  (Dewa-yuchung: Tibetan),देवा–युचुँग ,Dewa-yuchung: Tibetan,Lindelofia longiflora (A.DC.) Baill. ,Hist. Pl. 10: 378. 1890.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001216122,"झुस्के, महारङ्गी  (Jhuske, Maharangi)","झुस्के, महारङ्गी ","Jhuske, Maharangi",Maharanga bicolor (Wall. ex G.Don) A.DC. ,Prodr. 10: 71. 1846. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001216120,महारङ्गी  (Maharangi),महारङ्गी ,Maharangi,Maharanga emodi (Wall.) DC. ,Prodr. 10: 71. 1846. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001216245,नेमा–जर्मा  (Nema-jarma: Tibetan),नेमा–जर्मा ,Nema-jarma: Tibetan,Microula sikkimensis (C.B.Clarke) Hemsl. ,Hooker's Icon. Pl. 26: sub t. 2562. 1898. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000386428,महारङ्गी  (Maharangi),महारङ्गी ,Maharangi,Onosma bracteata Wall. ,Fl. Ind. 2: 13. 1824. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-1200027129,महारङ्गी  (Maharangi),महारङ्गी ,Maharangi,Onosma hookeri C.B.Clarke var. longiflorum (Duthie) A.V.Duthie ex Stapf ,Bot. Mag. 155: pl. 9254. 1931. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000155259,सुनतिकी  (Suntiki),सुनतिकी ,Suntiki,Argyreia hookeri C.B.Clarke,Fl. Brit. India 4: 185. 1883.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296633,"हलिँखुर, तोँबे  (Halinkhur, Tonbe)","हलिँखुर, तोँबे ","Halinkhur, Tonbe",Convolvulus arvensis L. ,Sp. Pl. 1: 153. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001426142,"अमरलता, सति  (Amarlata, Sati)","अमरलता, सति ","Amarlata, Sati",Cuscuta europaea L.,Sp. Pl. 1: 124. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001299188,"आकाश बेली, अमरलता  (Akash beli, Amarlata)","आकाश बेली, अमरलता ","Akash beli, Amarlata",Cuscuta reflexa Roxb.,"Pl. Coromandel 2: 3, pl. 104. 1798.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001298929,"शङ्ख पुष्पि, अन्कुरी पूmल  (Shankha puspi, Ankuri phul)","शङ्ख पुष्पि, अन्कुरी पूmल ","Shankha puspi, Ankuri phul",Evolvulus alsinoides (L.) L. ,Sp. Pl. (ed. 2) 1: 392. 1762.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001297240,दिन घुम्नी पूmल  (Din ghumni phul),दिन घुम्नी पूmल ,Din ghumni phul,Evolvulus nummularius (L.) L. ,Sp. Pl. (ed. 2) 1: 391. 1762.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001297242,चन्द्रकली  (Chandrakali),चन्द्रकली ,Chandrakali,Ipomoea alba L. ,Sp. Pl. 1: 161. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296661,"पानी साग, कलमी साग  (Pani sag, Kalami sag)","पानी साग, कलमी साग ","Pani sag, Kalami sag",Ipomoea aquatica Forssk. ,Fl. Aegypt.-Arab. 44. 1775.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001297246,सखर खण्ड  (Sakhar khand),सखर खण्ड ,Sakhar khand,Ipomoea batatas (L.) Lam. ,Tabl. Encycl. 1: 465. 1793.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001364315,बेसरम  (Besaram),बेसरम ,Besaram,Ipomoea carnea subsp. fistulosa (Mart. ex Choisy) D.F.Austin ,Taxon 26(2-3): 237. 1977. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296668,ठूलो जयन्ती पूmल  (Thulo jayanti phool),ठूलो जयन्ती पूmल ,Thulo jayanti phool,Ipomoea hederifolia L. ,Syst. Nat. (ed. 10) 2: 925. 1759.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296671,लहरे साग  (Lahare sag),लहरे साग ,Lahare sag,Ipomoea muricata (L.) Jacq. ,Pl. Rar. Hort. Schoenbr. 3: 40. 1798.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000747940,"सियुँरी, स्युँडे लहरा  (Siyunri, Syunde lahara)","सियुँरी, स्युँडे लहरा ","Siyunri, Syunde lahara",Ipomoea nil (L.) Roth ,Catal. Bot. 1: 36. 1797. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296677,जयन्ती  (Jayanti),जयन्ती ,Jayanti,Ipomoea quamoclit L. ,Sp. Pl. 1: 159. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001296688,निसोथ  (Nisoth),निसोथ ,Nisoth,Operculina turpethum (L.) Silva Manso ,Enum. Subst. Braz. 16. 1836.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001298948,"कुभिन्डे लहरा, सिँगाने लहरा  (Kubhinde lahara, Singane lahara)","कुभिन्डे लहरा, सिँगाने लहरा ","Kubhinde lahara, Singane lahara",Poranopsis paniculata (Roxb.) Roberty ,Candollea 14: 26. 1953. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
