taxonID,"Erect shrub to 4m. Twigs cylindrical, 3.5–5mm in diameter, scaly when young, rough with scale bases after the scales have fallen, whitish–green. Leaves in tight pseudowhorls of 6–8 together. Blade 60–100 x 30–55mm, mostly elliptic, occasionally ovate to o",type,language,Contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographic_citation,url
wfo-0000399918,"Shrub, c.3m; young shoots densely rufous–tomentose. Leaves elliptic to oblanceolate, 6–11 x 2–3.5cm, c.3x as long as broad, apex shortly cuspidate, base ± cuneate, upper surface shortly stipitate–glandular and rufous–tomentose when young, indumentum composed of flagellate hairs and restricted to the midrib by maturity, lower surface with lamina glabrous when mature although with midrib rufous–tomentose; petioles 1–1.5cm, densely rufous–tomentose. Inflorescence dense, 4–6–flowered; rhachis minute, to 2mm; pedicels 15–20mm, densely stipitate–glandular. Calyx 6–10mm, stipitate–glandular, lobes Ungulate. Corolla open–campanulate, rose–pink, 40–45mm. Ovary and lower half of style stipitate–glandular. Capsule not known.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0001229381,"Erect shrub, young shoots densely clothed with adpressed flattened hairs. Leaves dimorphic, sub–persistent, chartaceous; spring leaves ovate to ovate–lanceolate, 1–3 x 0.5–1.5cm, 1.7–2 x as long as broad, apex acute, base cuneate, margin entire, upper surface sparsely strigose, lower surface densely strigose, especially on midrib and veins; summer leaves up to 10 x 6mm, otherwise as for spring leaves; petioles 1–2mm, strigose. Inflorescence 1–3–flowered; pedicels c.l2mm, stout, densely clothed with shining adpressed rufous hairs. Calyx indumentum as for pedicels, lobes c.2mm, acute. Corolla funne1–shaped, scarlet, c.30mm; tube c.20mm. Stamens 9–10, included within tube, sparsely pilose towards base. Ovary densely pilose; style glabrous. Capsule pubescent, 8–15mm long.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001220144,"Shrub or small tree, 1–10m. Leaves obianceolate, 5–11 x 1.5–3cm,c.3.3 x as long as broad, apex cuspidate, glabrous above, with a felted to compacted, fawn to brownish indumentum beneath, intermixed with a few stipitate glands; petioles clem, narrowly winged, floccose to ± glabrescent. Inflorescence lax, 8–15–flowered; rhachis c.l0mm; pedicels 20–30mm, floccose and sparsely stipitate–glandular. Calyx 1–2mm, floccose, lobes triangular, minute. Corolla funne1–campanulate, pinkish to pale purple, with darker flecks, 30–35mm. Ovary rufous–tomentose and glandular; style glabrous. Capsule 20–25mm, cylindrical and curved.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,3,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. & Rae, S.J. (1990). A revision of Rhododendron. IV. Subgenus Tustsusi. Edinburgh Journal of Botany. 47(2) 89-200.",https://doi.org/10.1017/S096042860000319X
wfo-0001048936,"Leaves with a thicker, more spongy, felted indumentum.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001229483,"Shrub, 0.5–2 m. Young growth sparsely lepidote and usually puberulent. Leaves obovate or oblong–obovate, 35–52 x 9–15 mm, acute at the apex, tapered to the base, lower surface pale green with distant, unequal, golden and brown scales with broad rims, upper surface sparsely but persistently lepidote, puberulent along the main vein. Inflorescences (1–)3–flowered, pedicels lepidote and puberulent, 10–15 mm. Calyx lobes narrowly triangular, obtuse, up to 3–5 mm, fringed with scales, tube lepidote and slightly puberulent. Corolla white, narrowly funne1–shaped or funne1–campanulate, c. 20 mm, tube 12 mm, glabrous and elepidote outside, pilose within at the base of the tube. Stamens 10, filaments pilose towards the base, much exserted from the corolla. Ovary lepidote and puberulent at the apex, style impressed, glabrous, much exserted from the corolla. Capsule lepidote, broadly cylindric, c. 6 mm",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0001230689,"Shrub; young shoots covered with adpressed strigose hairs. Leaves dimorphic, coriaceous; spring leaves lanceolate to oblong–lanceolate, 4.5–5.5 x 1.2–1.6cm, c.3.5 x as long as broad, apex acute, base narrowly cuneate, margin entire, revolute, upper surface sparsely strigose, lower surface with a felted red–brown strigose indumentum; summer leaves 15–20 x 5~7mm, otherwise as for spring leaves; petioles c.6mm, densely strigose. Inflorescence 4–5–flowered; pedicels c.8mm, strigose. Calyx densely strigose, lobes triangular, c. 1.5mm. Corolla tubular–campanulate, pale reddish–purple, c.35mm; tube 18–25 x 3mm at base, widening to 7mm below lobes, hairy within. Stamens 5, puberulent in lower half. Ovary covered with reddish–brown strigose hairs; style strigose at base. Mature capsule not known.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0001229874,"Shrub or small tree to 10m, often with long unbranched stems. Twigs 5–10mm in diameter, green but covered in pale brown lobed scales, round; internodes 4–100cm. Leaves evenly spirally arranged along the stems, rarely in pseudowhorls of 4–6 leaves. Blade 100–200 x 45–100mm, broadly elliptic to elliptic, sub–obovate or broadly ovate; apex obtuse, to rounded; margin entire, flat, often slightly irregularly wavy; base broadly rounded to cordate; initially very densely scaly on both sides, glabrescent above, more persistently scaly below. Scales stellate, irregularly lobed with broad flanges and small centres, not or shallowly impressed. Mid–vein broad, raised in the proximal ½ on the upper side of the leaf, not raised below; lateral veins 9–15 per side, broadly spreading, with distinct reticulation which is smooth above and below. Petiole 5–22 x 4–8mm, ungrooved and rounded on the upper side, distinctly flattened below, scaly, green sometimes flushed with red. Flower buds to 60 x 40mm, smooth with the bracts appressed, ovoid–conical, pale green. Outer bracts ovate, obtuse, often splitting to become emarginate, inner ones ovate, shortly acuminate, innermost ones obovate, obtuse, all membranous, glabrous and shiny outside. Bracteoles 30 x 2mm, linear below, sub–spathulate distally. Inflorescence a full umbel, 8–15–flowered, flowers erect to horizontal. Pedicels 20–50 x 2–4mm, laxly sub–stellately scaly, without hairs, yellow or flushed with red or orange. Calyx 5–6mm in diameter, a low wavy ring or obscurely 5–lobed, sub–glabrous. Corolla 60–110 x 70–80mm, funne1–shaped (wax–like when fresh), yellow or orange, sometimes flushed with orange or pink, scentless or delicately scented, glabrous outside; tube 30–35 x 6–8 x 12–15mm, straight; lobes 35–56 x 40–50mm, spreading to slightly reflexed, broadly obovate, sometimes retuse, overlapping 1?3–½. Stamens usually all on the lower side of the flower, somewhat irregular, exserted to c.15mm; filaments linear, long hairy in the proximal 1?3, sub–filiform and glabrous above; anthers c.6 x 2mm, cream, curved, with the pores turned upwards and with minute basal appendages. Disc thick, very prominent, glabrous or shortly hairy on the upper margin. Ovary 12 x 5.5mm, columnar, but tapering more gradually proximally than distally, covered with white hairs and densely scaly, although most scales are hidden by hairs; style 20–25mm, thick, glabrous, or with some hairs at the base; stigma 3–8mm in diameter, obtusely lobed. Fruit 30–80 x 8–12mm, fusiform, shortly hairy to glabrescent, with scattered, minute, elliptic–oblong, lentice1–like warts. Seeds 5–6mm, without tails c.1mm, the longest tail c.2.2mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,3,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. & Rae, S.J. (1990). A revision of Rhododendron. IV. Subgenus Tustsusi. Edinburgh Journal of Botany. 47(2) 89-200.",https://doi.org/10.1017/S096042860000319X
wfo-0000399930,"Small, creeping shrublet up to 25 cm. Stems loriform–setose and filiform–acicular pubescent. Leaves deciduous, thin, narrowly elliptic to oblanceolate, rounded at the mucronate apex, tapered to the base, 15–25 x 6–11 mm, margins slightly crenate and loriform–ciliate, upper surface dark green and filiform–acicular pubescent, very sparsely lepidote with dried–out scales, lower surface pale green, lepidote with distant, yellow scales with broad, translucent margins. Inflorescence 1–2–flowered, pedicels 15–20 mm, somewhat accrescent and rigid in fruit, usually loriform–setose and sparsely lepidote. Calyx lobes oblong–ovate, rounded, greenish or reddish, sparsely lepidote, loriform and filiform–acicular ciliate, 2–5–3–5 mm. Corolla yellow, sometimes spotted or streaked with red, 13–15 mm, outside of the tube sparsely to densely lepidote. Ovary lepidote. Capsule cylindric, sparsely lepidote, c. 5 mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0000399931,"Small, spreading shrub to 0.3 m. Young growth lepidote with somewhat stalked scales, glabrous. Leaves 15–16 x 9–10 mm, broadly obovate or oblong–obovate, very obtuse at the apex, rounded to the base, margins crenate, lower surface pale green or brownish with prominent venation and distant, brown, flat, rather narrowly rimmed scales. Inflorescence 1–flowered, pedicels 15–20 mm in flower, lepidote. Calyx with conspicuous, oblong, rounded, lepidote and sparsely filiform–acicular–ciliate lobes, c. 7 mm. Corolla yellow, drying greenish yellow, sometimes with red spots inside the tube, 20–23 mm, tube c. 14 mm, broadly funne1–campanulate to almost bow1–shaped, densely pubescent and lepidote all over the outer surface. Stamens 10, filaments pubescent towards the base. Ovary lepidote, style impressed, glabrous, exceeding the stamens. Capsule unknown.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0001048749,"Free–growing shrub to 1.5 m. Young branches not loriform–setose. Leaves obovate, rounded at the apex, tapered to the base, 30–70 x 15–35 mm, upper surface brownish green, lower surface lepidote with rather dense, but not overlapping, brownish scales; petiole sometimes loriform–ciliate. Inflorescence 2–3–flowered, pedicel lepidote and minutely puberulous. Calyx very small, disc–like, obscurely lobed, margins loriform–ciliate. Corolla funne1–campanulate, white and pink, c. 65 mm, tube c. 33 mm, sparsely pubescent over most of the surface, the lobes lepidote. Stamens 10, filaments pubescent towards the base. Ovary lepidote, tapered into the style which is lepidote and minutely pubescent in the lower third. Capsule unknown.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0000399928,"Shrub or small tree, 1–7.5m. Leaves coriaceous, elliptic to oblanceolate, 8–16.5 x 3–5.2cm, 2.5–4 x as long as broad, apex acuminate, base ± cuneate, margin undulate, lower surface of mature leaves glabrous except for numerous red punctate glands overlying the veins; petioles 1–1.8cm, glabrous. Inflorescence 6–15–flowered; rhachis 5–10mm; pedicels c.l0mm, sparsely stellate–tomentose, eglandular. Calyx c.2mm, sparsely ciliate. Corolla tubular–campanulate, glabrous within, pale to deep magenta rose, darker on the lobe margins, with purple flecks and usually a basal blotch, 40–45mm. Ovary glabrous to sparsely rufous–tomentose; style glabrous. Capsule 19–27 x 3–5mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0001220767,"Very similar to R. glaucophyllum var. glaucophyllum, differing as follows: leaves elliptic, obtuse at the apex, not or scarcely lepidote above, sparsely so beneath, calyx lobes rounded at the apex, not loriform–ciliate and without a tuft or hairs inside at the apex; corolla campanulate, bright, clear yellow, 20–22 mm, tube c. 12 mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0000399983,"Straggling shrub up to 6 m, with grey bark. Leaves sometimes subdeciduous, lanceolate or ± oblong, apex acuminate into a long and conspicuous drip–tip, base rounded, margins somewhat distantly crenulate, 50–90 x 13–26(–37) mm, upper surface variably lepidote, midrib usually glabrous, lower surface with large, distant, broadly rimmed, golden scales. Inflorescences mostly axillary, terminal inflorescence often lacking, pedicels 6–15 mm, lepidote and sometimes puberulent at the base. Calyx undulate or obscurely 5–lobed, lepidote, sometimes loriform–ciliate. Corolla pale yellow with greenish spots on the inside of the upper lobes, 18–25 mm, tube up to 11 mm, pubescent outside with retrorse hairs, their density variable. Stamens 10, filaments densely pubescent towards the base. Ovary lepidote, often pubescent at apex. Style glabrous or pubescent at base. Capsule lepidote, narrowly cylindric, 9–11 mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0001048159,"Shrub or small tree to 2m tall, usually non–rhizomatous; young twigs red–brown, rarely yellow–brown, densely covered with unicellular hairs and multicellular gland–tipped hairs, rarely also with multicellular eglandular hairs, or with only multicellular gland–tipped and eglandular hairs. Vegetative bud scales glabrous, rarely sparsely covered with unicellular hairs abaxially; margin glandular ciliate. Leaf blade membranaceous, ovate or obovate to elliptic, (6.4–)7.6–12.0(–14.6) x (1.6–)2.1–3.4(–4.2)cm; base acute to oblique; apex acute to obtuse, often mucronate; adaxial surface sparsely to densely covered with multicellular gland–tipped hairs, or rarely with multicellular eglandular hairs, the midvein densely covered with unicellular hairs; abaxial surface glabrous, occasionally glaucous, the veins raised and prominent beneath, rarely sparsely to densely covered with unicellular hairs, or with multicellular gland–tipped and eglandular hairs, or all three types of hairs, the midvein sparsely to densely covered with unicellular and multicellular gland–tipped hairs, rarely lacking the unicellular hairs; margin entire, ciliate with multicellular eglandular hairs above and gland–tipped hairs below; petiole 0.3–0.6(–0.8)cm long, densely covered with unicellular hairs and multicellular gland–tipped hairs, rarely with multicellular eglandular and glandular hairs. Flower bud scales chestnut brown; abaxial surface glabrous, occasionally sparsely to densely covered with unicellular hairs; margin glandular. Flowers appearing before or with the leaves; inflorescence a shortened raceme of 9 to 17 flowers. Pedicels (0.8–)0.9–1.8(–2.4)cm long, densely covered with multicellular gland–tipped hairs, occasionally with unicellular hairs and multicellular gland–tipped hairs. Sepals less than 0.1–0.4(–0.7)cm long, varying in length on the same flower; margins glandular–fimbriate; abaxial surface sparsely covered with multicellular gland–tipped hairs, occasionally with unicellular hairs, rarely glabrous. Corolla yellow with a darker yellow blotch on the upper corolla lobe, fragrance sweet, the tube longer than the limb and gradually expanding into it; upper corolla lobe (1.3–)1.4–2.0(–2.4) x (0.8–)0.9–1.5(–2.0)cm wide; lateral lobes (1.3–)1.6–2.2(–2.5) x (0.5–)0.7–l.l(–1.2)cm; corolla tube (1.2–)1.3–2.0(–2.4)cm long, 0.2–0.4(–0.5)cm wide at base; outer surface of corolla sparsely to densely covered with multicellular gland–tipped hairs, or also with unicellular hairs, the gland–tipped hairs continuing up the corolla lobes; inner surface of corolla glabrous, rarely sparsely covered with unicellular hairs. Stamens (3.2–)3.4–4.4(–5.0)cm long, with dense terete or flattened unicellular hairs on proximal (1.6–)1.7–2.3(–2.5)cm of filament, exserted (1.4–)1.8–2.7(–3.0)cm beyond throat of corolla. Style (3.5–)3.7–5.0(–5.4)cm long, exserted (2.2–)2.4–3.8(–4.2)cm beyond throat of corolla, with dense unicellular hairs on proximal 0.2–0.6(–l .0)cm of style; stigma 0. 1–0.2cm wide. Ovary (0.2–)0.3–0.4cm long, (0. 1–)0.2–0.3cm wide at the base, sparsely covered with multicellular hairs, often with flattened or terete unicellular hairs in a tuft at the apex. Capsules (1.3–)1.5–2.1(–2.2) x 0.4–0.7(–0.8)cm, broadly ovate, sparsely covered with unicellular hairs and sparsely to moderately covered with multicellular gland–tipped hairs. Seeds pale to dark chestnut brown, ovate or effiptic to fusiform, (2.4–)2.8–3.8(–4.8) x (0.5–)0.7–l .2(–l .5)mm, body (1.1–) 1.3–1.8(–2.0) x (0.3–)0.4–0.6(–0.7)mm; testa expanded and dorsiventrally flattened, surrounding the body, the cells elongate, with tapered end–walls",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0000399990,"Shrub to 2 m. Young shoots loriform–setose, the setae persistent for at least one year. Leaves narrowly obovate, 70–80 x 25–30 mm, tapering to the base, bluntly acute at the apex, lower surface brown with dense but not contiguous scales. Inflorescence (2–)3–4–flowered. Calyx obscurely lobed or undulate, persistently loriform–setose. Corolla white, funne1–campanulate, c. 55 mm, tube c. 30 mm, pilose at the base, the whole surface sparingly lepidote. Capsule ± cylindric, tapering, lepidote, c. 25 mm",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,6,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Kron, K.A. (1993). A revision of Rhododendron section Pentanthera. Edinburgh Journal of Botany. 50:249-364.",https://doi.org/10.1017/S0960428600001633
wfo-0001048072,"Tree, up to 15m. Leaves broadly ovate to broadly elliptic, 14–25 x 9– 18.5cm, 1.3–1.8 x as long as broad, apex rounded to retuse, sometimes also minutely apiculate, base rounded (in cultivation leaves up to 31 x 13cm, 2.3 x as long as broad, base cuneate), upper surface glabrous when mature, reticulate with impressed veins, lower surface with a dense bistrate indumentum, the lower layer compacted, whitish, the upper lanate–tomentose, composed of largely rosulate though with some ramiform hairs; petioles 2–2.5cm, terete, slightly winged, floccose–tomentose, especially below. Inflorescence dense, 15–25–flowered; rhachis to c.35mm; pedicels 25–40mm, densely whitish–felted tomentose. Calyx c.lmm, tomentose, lobes triangular. Corolla 8–lobed, tubular–to narrowly funne1–campanulate, lemon yellow with a purple blotch in the throat, c.50mm. Stamens 16. Ovary densely rufous–tomentose. Capsule 20–40 x c.8mm, curved.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,4,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Cullen, J. (1980) Revision of Rhododendron. I. subgenus Rhododendron sections Rhododendron and Pogonanthum. Notes from the Royal Botanic Garden Edinburgh. 39:1-207.",https://doi.org/10.24823/nrbge.1980.3250
wfo-0000399988,"Shrub or tree to 15m. Twigs 2–4mm in diameter, rounded, sparsely scaly, quickly glabrescent; internodes 2–10cm. Leaves 3–7 together in tight pseudowhorls. Blade 40–140 x 25–50mm, elliptic, ovate–elliptic, or obovate–elliptic; apex shortly acuminate, acute or obtuse to rounded; margin entire, flat or weakly and narrowly revolute; base tapering to broadly tapering, laxly scaly and quickly glabrescent above; laxly to sub–densely scaly below. Scales rounded to weakly sub–stellately lobed, flat, with a broad margin and small slightly impressed centre. Mid–vein narrowly impressed above, weakly to strongly raised below; lateral veins 4–10 per side, spreading at 45–90°, curving before the margin, minutely impressed above, and smooth to weakly raised below, reticulation obscure to faintly visible on both sides. Petiole 5–12mm, grooved above, scaly. Flower buds to 15 x 12mm, spherical, often with an outer collarette of narrow subulate spreading or reflexed bracts, these often disappearing near maturity so that the bud is then smooth. Outer bracts ovate, inner ones sub–circular, obovate to spathulate with rounded or apiculate apices, all laxly scaly and minutely hairy outside and fringed with scales. Bracteoles to 15 x 1mm, linear to filiform, sub–spathulate distally, very laxly hairy or glabrous. Inflorescence of 5–15 flowers in a complete umbel. Pedicels 25–50 x c.1mm, slender, sparsely scaly, normally without hairs, but sometimes laxly covered with very fine, short hairs. Calyx 2–3mm in diameter, oblique, rounded, the lobes indistinct, margin often scaly. Corolla 10–25 x 20–30mm, shortly tubular or tubular–campanulate, light yellow to orange or yellow at the tube and/or centre, reddish orange at the lobes, variable in size, mostly scentless; tube 10–12 x 3–5 x 4–6mm, straight, 5–angular, lobed at the base, laxly scaly outside, densely hairy inside; lobes 12–20 x 8–14mm, broadly obovate–spathulate, laxly scaly outside, glabrous inside. Stamens strongly exserted to 15mm, spreading around the mouth of the flower, unequal; filaments linear and densely covered with spreading hairs in the proximal ½, glabrous and narrower distally; anthers 2.5–3.2 x c.1mm. Disc with thick lobes, mostly glabrous, rarely shortly hairy in the upper ½. Ovary c.4 x 1.8mm, elongate–conical, densely covered with sub–appressed hairs, which completely cover scales, tapering distally; style 10–15mm, densely to laxly hairy and scaly in the proximal ½, glabrous distally; stigma rounded to distinctly lobed. Fruit 35–45 x 3–5mm, fusiform, often slightly curved, strongly 5–ribbed, hairy and scaly. Seeds c.4mm including the long tail at both ends.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0000399989,"Shrub, 2–4m; young shoots soon ± glabrous. Leaves broadly elliptic, (6.5–)8.5–12(–17) x 3–5.2(–7.5)cm, 2.5–2.8 x as long as broad, apex acute to minutely apiculate, base cuneate, upper and lower surfaces glabrous when mature; petioles 1–2(–3)cm, glabrous. Inflorescence 10–20–flowered; rhachis 15–30mm; pedicels glabrous, 30–60mm in flower, hardly elongating in fruit. Calyx c.lmm, glabrous. Corolla broadly campanulate, white to pink with yellowish flecks, 30–40mm. Ovary densely rufous–pilose; style glabrous. Capsule c.25 x 7mm.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,1,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Argent, G. (2006). Rhododendrons of subgenus Vireya. Royal Horticultural Society, London.",
wfo-0001047073,"Low shrub, 0.3–lm; young shoots covered with greyish spreading–pilose, sometimes glandular hairs, also with a few bristles. Leaves dimorphic, ± deciduous, chartaceous; spring leaves ovate–elliptic, 2.5–7 x 1.5–2.5cm, 1.7–2.5 x as long as broad, apex acute, base cuneate, margin entire, upper surface sparsely glandular–pilose, lower surface more densely pilose, with a few setose hairs on midrib and main veins; summer leaves oblanceolate, 12–20 x 3–6mm, otherwise as for spring leaves; petioles c.5mm, densely pilose, also with a few flattened spreading setae. Inflorescence 2–10–flowered; pedicels 10–25mm, covered with long spreading pilose, partly glandular hairs. Calyx glandular–pilose, lobes lanceolate to broadly oblong, 15–30mm. Corolla broadly funne1–shaped, lilac–pink to rose–purple, with purple flecks on upper lobe, 35–50mm; tube 15–20mm, glabrous. Stamens 5(–7), slightly shorter than corolla, filaments pubescent below middle. Ovary glandular–setose, style glabrous. Capsule ovoid, c.l0mm, setose.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,2,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. (1982). A revision of Rhododendron. II. Subgenus Hymenanthes. Notes from the Royal Botanic Garden Edinburgh. 39:209-486.",https://doi.org/10.24823/nrbge.1982.3252
wfo-0000399977,"Shrub to 4m. Twigs thick, scaly, often white; internodes 6–9cm. Leaves 4–5 together in pseudowhorls. Blade 70–100 x 40–60mm, obovate–elliptic; apex broad to very broadly obtuse to rounded, sometimes apiculate; margin entire, flat; base tapering, slightly decurrent, glabrescent above with age, densely scaly beneath. Scales minute, the thin silvery, fragile marginal zone variously stellately lobed; centre thick, small, deeply impressed, flat. Mid–vein narrowly impressed above; beneath as thick as the petiole and very prominent proximally, decreasing upwards; lateral veins 6–7 per side, irregular, with shorter ones between them, all spreading and anastomosing, strongly impressed above, hardly raised beneath, reticulation faintly impressed above, slightly prominent or sometimes obscure beneath. Petiole 20–25 x c.3mm, grooved above, densely scaly, semi–rounded. Inner bracts elongate–spathulate, hairy on both sides, up to 30mm. Bracteoles linear, glabrous, up to 25mm. Inflorescence 8–10–flowered. Pedicels 40–80 x c.1.5mm, very densely scaly. Calyx 5–6mm in diameter, obliquely disc–shaped, irregularly 5–lobed, densely scaly outside. Corolla tubular below, abruptly expanded to the lobes, white; tube 60–70 x 5–6 x 10–15mm, sub–densely or laxly scaly outside and with dense appressed white retrorse hairs inside; lobes 25–30 x 25–30mm, sub–spathulate–obovate or sub–circular. Stamens exserted to 15mm; filaments linear, and densely covered with retrorse hairs proximally, more laxly hairy and slender upwards, glabrous and filiform for the distal 15mm; anthers 7–8 x 1.5mm, elongate–oblong, each cell narrowed into a distinct basal apiculus to c.1mm. Disc thick, 10–lobed, more densely hairy at, than between, the lobes. Ovary c.15 x 3mm, cylindrical, densely covered with coarse yellowish, distally directed hairs which cover scales, gradually tapering distally; style 1.5–2mm diameter proximally, gradually narrowing upwards, hairy for the proximal 2/3, more laxly hairy and scaly distally, glabrous for the ultimate 10mm; stigma c.2mm in diameter, globose, with thick lobes.",morphology,English,,,Royal Botanic Garden Edinburgh,25/03/2020,Royal Botanic Garden Edinburgh,3,Attribution-NonCommercial-ShareAlike,CC BY-NC-SA,"Chamberlain, D.F. & Rae, S.J. (1990). A revision of Rhododendron. IV. Subgenus Tustsusi. Edinburgh Journal of Botany. 47(2) 89-200.",https://doi.org/10.1017/S096042860000319X
