wfo_id,description,citation,language
wfo-0000094664,"Morphology: Mehrjährige, polsterig wachsende Pflanze, manchmal mit Ausläufern, bis 25 cm hoch. Blätter wechselständig (mit Ausnahme der ersten), meist basal rosettig gehäuft, obovat bis schmal obovat, bisweilen undeutlich gestielt, entweder breiter und kürzer 30 x 8 bis 10 x 2 mm, dann meist weiss seidig behaart, oder 25 x 6 bis 30 x 3 mm und unterschiedlich stark behaart, oder länger 40 x 5 bis 20 x 1.5 mm mit meist kurz borstiger und drüsiger Behaarung, bei allen Formen selten schwach gezähnte Blattränder. Köpfchen einzeln an bis zu 13 cm langen, meist blattlosen, selten mit sehr schmalen Hochblättern besetzten Pedunkeln. Involucrum zweireihig bis 7 mm im Durchmesser. Hüllblätter 5 mm lang, die äusseren lanzettlich, 1.5 mm breit, langhaarig bis borstig-drüsig, die inneren schmal obovat, bis 2 mm breit, hautrandig und lockerhaarig. Etwa 20 Zungenblüten, Ligula 10 x 3 mm, blau. Scheibenblüten zahlreich, Krone 3 mm lang, gelb. Pappusborsten zahlreich, 2-3 mm lang, weiss gezähnt, abfallend. Achänen obovat, 2.5 x 1.1 mm, feinschuppig, mit bis zu 0.1 mm langen Haaren, schwarz, mit oft hellerem Randwulst.
Diagnostic: F. bellidioides ist eine sehr variable Art, die in ihren typischen Exemplaren durch die dichte weiss-seidige Behaarung leicht zu erkennen ist. Wie auch bei F. amoena ist aber das Merkmal der Behaarung sehr schwankend und zur alleinigen Charakterisierung einer Sippe nur ungenügend zu gebrauchen. Zur mehr im Landesinneren orientierten ssp. foliata existieren Übergangsformen, wie auch in gewissem Ausmass zu F. cymbalarioides. Diese letzteren Formen sind nur aus dem Gebiet von Stellenbosch bekannt und deuten vielleicht auf eine Einkreuzung von F. cymbalarioides aus der Kaphalbinsel hin. Die Pflanzen von Stellenbosch sind kräftiger und die Blätter bisweilen stärker gezähnt. Die Achänen entsprechen dem Normaltyp. Da die Übergangsformen auf diese eine Population beschränkt sind, scheint es mir doch möglich die beiden Sippen als getrennte Arten beizubehailten.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000094687,"Morphology: Bis 1 m hoher, verzweigter Strauch. Spross aufrecht bis aufsteigend, borstig bis wollhaarig, dicht beblättert. Seitenzweige oft auf gleicher Höhe abzweigend. Blätter wechselständig, einnervig, oblong bis elliptisch (bis 10 x 4 mm), mit breiter Basis sitzend, oberes Drittel meist zurückgekrümmt, seitlich borstig gezähnt, starr, glänzend, kahl oder wenige Borsten auf der Oberseite. Köpfchen einzeln an den Seitenzweigen, kurz gestielt bis sitzend. Involucrum 3-reihig, bis 12 mm im Durchmesser; Hüllblätter lanzettlich, einnervig, bis 8 x 2.5 mm, kahl oder mit wenigen starken mehrzelligen anliegenden Borsten. Die inneren Hüllblätter an der Spitze zurückgekrümmt. Zungen bis 10 x 2 mm, weiss, unterseits purpurrosa getönt, Röhre behaart. Scheibenblüten bis 3 mm, männlich, behaart, gelb, Griffel ohne Narben. Pappus gelblich weiss, bis 3 mm lang, abfallend, gezähnt. Achänen elliptisch, bis 4 x 2 mm, flach, mit Randwulst und aufgesetztem hornigen 0.8 mm hohen Ring, kahl, gelbbraun.","Grau, HRJ. 1970. Die Gattung Polyarrhena Cass. (Asteraceae - Asterinae). Mitt. Bot. Staatssamml. München 7: 347-368. [All rights reserved]",German
wfo-0000095684,"Morphology: Aufrechte, mehrjährige, bis 30 cm hohe, höchstens basal schwach verholzte Pflanze, im unteren Teil meist reicher verzweigt. Stengel im beblätterten Teil dicht weiss abstehend borsthaarig. Blätter bis auf kleine Hochblätter gegenständig, bis 40 x 8 mm, lanzettlich bis schwach obovat, graugrün, ± dicht lang borstenhaarig, einnervig, Rand nach unten schwach umgerollt. Köpfchen relativ gross, an langen (-14 cm), weitgehend hochblattfreien Pedunkeln, diese besonders oben langhaarig oder drüsig. Involucrum 2-reihig, bis 1.5 cm im Durchmesser. Hüllschuppen 5 x 1 mm (aussen), 5 x 1.5 mm (innen), lanzettlich, einnervig; die inneren trockenrandig. Ca. 25 Zungenblüten. Ligula bis 20 x 3.5 mm, weiss-elfenbein. Scheibenblüten zahlreich, Krone 5 mm lang, gelb. Pappusborsten zahlreich, abfallend, bis 5 mm lang, weiss, schwach gezähnt. Achänen relativ klein, bis 2 x 1 mm, schwarz, ohne Randsaum, gleichmässig kurzhaarig, Epidermis glatt.
Diagnostic: Zweifellos bestehen Beziehungen zu F. elongata, von der sie sich jedoch durch deutliche konstante Merkmale unterscheidet. Es sind dies die elfenbeinfarbenen Zungenblüten, die in allen Einzelheiten kleineren Köpfchen, die kleineren Achänen und die stärkere Behaarung.
Distribution: Die Art ist in den Cederbergen konzentriert, vereinzelte Vorkommen finden sich bei Nieuwoudtville und im Namaqualand.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000096998,"Morphology: Ein- oder mehrjähriges Kraut. Wenige Zentimeter grosse bis grössere, dann stark verzweigte und Matten bildende, zarte, kriechende, an den Knoten wurzelnde bis aufsteigende Pflanze. Sprosse verkahlend. Blätter wechselständig, 15-35 mm lang, halb-stengelumfassend; fleischig, im Querschnitt 0.5-1.5 mm, fast rund, stumpf. Köpfchen einzeln auf fast nackten, blattachselständigen, bis 3 cm langen, schwach drüsigen Pedunkeln, ca. 5 mm im Durchmesser. Involucrum 3-reihig, mit oblongen bis oblong-lanzettlichen, in der Mitte fleischigen, 1-3 x 0.5-1 mm grossen Hüllschuppen. Zungenblüten ca. 15, Zungen weiss, 3.5 x 1.5 mm. Röhrenblüten ca. 25, gelb, 3 mm lang. Pappus aus ca. 8, hinfälligen, weissen, kurz gezähnten Borsten bestehend. Achänen braun, gewölbt, relativ dicht kurz behaart, glatt, ca. 1 x 0.5 mm.Köpfchenboden bisweilen (GUTHRIE 2403) mit zarten, relativ langen (1.5 mm), weissen, kurz gezähnten Schuppen besetzt.
Distribution: Kaphalbinsel bis Bredasdorp.","Grau, HRJ. 1977. Poecilolepis - eine neue gattung der Asteraceae-Astereae. Mitt. Bot. Staatssamml. München 13: 243-254. [All rights reserved]",German
wfo-0000097238,"Morphology: Aufrechter, bis 30 cm hoher, verzweigter Strauch. Blätter gegenständig, sehr selten an Langtrieben wechselständig, obovat, 7 x 3 mm bis 20 x 6 mm, undeutlich spitz, Rand nach unten eingerollt, dicht gleichmässig langhaarig. Köpfchen einzeln, an bis zu 9 cm langen Pedunkeln, diese oben dicht abstehend borstig bis wollhaarig. Involucrum zweireihig, bis 7 mm im Durchmesser. Die äusseren Hüllblätter lanzettlich, 5 x 1 mm, gleichmässig borstig, die inneren obovat, 5 x 2 mm, breit hautrandig, mit locker borstiger Mittelrippe. Etwa 12 Zungenblüten, Ligula 10 x 2 mm, blau, mit behaarter Röhre. Scheibenblüten zahlreich, Krone bis 3 mm lang, gelb, mit dreieckigen bis 0.2 mm langen Griffelanhängseln. Pappusborsten zahlreich, bis 3 mm lang, weiss, deutlich gezähnt, abfallend. Achänen obovat, 3 x 1.5 mm, dunkelbraun, glatt, gleichmässig kurz behaart, mit deutlichem Randwulst.
Diagnostic: Sie stellt eine Sonderentwicklung aus dem Bereich von F. amoena dar. Sie ist ein echt strauchiger Vertreter dieser Verwandschaft, bei dem die Blattstellung nahezu obligatorisch gegenständig geworden ist.
Distribution: Auf den Formosa Peak der Tsitsikamaberge.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000097552,"Morphology: Mittelgrosser, 60-150 cm hoher, meist stark verzweigter und verholzter, weitgehend kahler Strauch. Rinde dunkel-schwarzbraun, oft leicht abfasernd. Blätter wechselständig, an Kurztrieben gehäuft oder gleichmässig an Langtrieben angeordnet, kahl bis auf innen (= Blattoberseite) wollige Blattbasis, dünn nadelig, ± sukkulent, linealisch, 8-30 x 0.5 mm, meist mit deutlich kalloser Spitze, ± runzelig, im Inneren mit Harzgefässen. Köpfchen seitenständig an Kurztrieben und/oder endständig an Langtrieben, mittelgross, sitzend bis lang pedunkulat (bis 10 cm lange Pedunkeln). Involucrum 3-4-reihig, 0.6 bis 0.8 cm im Durchmesser. Hüllblätter dachig, die äusseren 1.5 x 0.5 mm, die mittleren 3 x 1 mm, die inneren 5 x 0.5 mm, lanzettlich, kahl, gelbbraun bis grünlich, die Spitze oft rot, der Rand trockenhäutig ± bewimpert. Zungenblüten 10-15, Ligulae 10 x 1.5 mm, hell- oder mittelviolett, seltener weiss. Scheibenblüten zahlreich, Krone 4-6 mm lang, gelb, bisweilen die freien Kronzipfel rot überlaufen, Griffelanhängsel länglich dreieckig. Pappusborsten zahlreich, gelblich weiss, persistent, verschieden lang aber nicht in zwei Reihen, die längeren 5-7 mm, gezähnt, die kürzeren 0.5-1 mm, schuppig. Achänen obovat bis elliptisch, 4 x 1.5 mm, gleichmässig lang seidig behaart, mit brauner, im ausgereiften Zustand schuppiger Fläche und mit hellerem ockerfarbenem Randwulst.
Diagnostic: F. filifolia steht besonders in ihrer Typusunterart in enger Beziehung zu F. fruticosa. Die Konstanz der an sich nicht sehr auffälligen Unterschiede (immer linealische Blätter, grössere kurze Pappusschuppen, die Tendenz zur Unterdrückung der Kurztriebe) sowie das Fehlen von Übergangsformen rechtfertigt eine spezifische Trennung. In ihrem nordöstlichen Areal erinnert die üppiger werdende ssp. filifolia stärker an F. fruticosa, die dort aber ausschliesslich durch ihre breiterblättrige ssp. brevipedunculata vertreten ist, so dass auch dort die Trennung nicht schwierig ist.
Distribution: Die Typusunterart hat eine sehr weite Verbreitung. Am häufigsten ist sie im Osten Südafrikas, wo sie im Norden bei ca. 25° südl. Breite beginnt. Die Nordgrenze zieht nach Westen etwa bis auf die Höhe von Kuruman, überschreitet im Landesinneren 22° östl. Länge nicht, sondern zieht sich entlang der Küste bis ins Kapgebiet und strahlt von dort vereinzelt noch nach Norden aus.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000097642,"Morphology: Zweijähriges (-mehrjähriges?) aufrechtes bis 25 cm hohes, meist üppig verzweigtes, basal bisweilen etwas verholztes Kraut. Verzweigungen oft basal gehäuft, Seitenäste dann bogig aufsteigend, die dem Boden aufliegenden Abschnitte gerne wurzelnd. Blätter zwischen gegenständig und alternierend abwechselnd; im basalen Bereich zunächst streng gegenständig, nach oben hin dann wechselständig, nach jeder Verzweigung wiederum mit gegenständigen (meist allerdings weniger, nur 1-2 Blattpaare) beginnend. Blattgrösse je nach Lebensumständen stark wechselnd, bis 40 x 2.5 mm, linealisch bis lanzettlich, borstig bis verkahlend, dicklich, mit nach unten eingerolltem Rand. Köpfchen einzeln an bis zu 12 cm langen, blattfreien, oben dicht filzig behaarten Pedunkeln, diese an den Stengelenden meist zu dritt. Involucrum zweireihig, bis 7 mm im Durchmesser. Hüllschuppen lanzettlich linealisch, an der Spitze pinselig-borstig, die äusseren 5 x 0.5 mm, borstig, gewölbt, die inneren 5 x 0.6 mm, schwach borstig, mit hervortretender Mittelrippe. Zungenblüten zahlreich (bis 25), Ligula 12 x 2 mm, dunkelblau. Scheibenblüten zahlreich, Krone gelb, bis 3 mm lang, Griffelanhängsel dreieckig. Pappusborsten zahlreich, bis 3 mm lang, weiss, kurz gezähnt, abfallend. Achänen obovat, 2.5 x 1.2 mm, schwarzbraun, mit deutlichem Randwulst, ± schuppig, mit kurzen, oben stumpf zweispitzigen Haaren.
Diagnostic: Felicia amoena ist einer der vielgestaltigsten Arten der ganzen Gattung. Zahlreiche lokale Formen bilden in meist standortsbedingten Abweichungen ein zunächst verwirrendes Bild der Vielfalt. Aus dieser Mannigfaltigkeit fällt die einheitlichere Typusunterart gut gekennzeichnet durch ihre schmaleren Blätter und Achänen heraus.
Habitat: Sandige Standorte.
Distribution: Felicia amoena ist auf sandige Standorte im Umkreis der Kaphalbinsel beschränkt.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000098672,"Morphology: Niedriger, bis 30 cm hoher, basal relativ stark verholzter, verzweigter Strauch. Stengel im unteren Teil sekundär blattlos, mit graubrauner Rinde, im oberen Teil abstehend lang behaart. Blätter wechselständig, dicht am Stengel nach oben gerichtet anliegend, sitzend, schmal obovat, bis 11 x 3 mm, ganzrandig, dicklich, einnervig, oberseits kahl, unterseits locker langhaarig, mit schwach nach oben eingerolltem Rand. Köpfchen gross, einzeln, an bis zu 1 cm langen, dicht lang wollhaarigen Pedunkeln. Involucrum 3-4-reihig, bis 15 mm im Durchmesser. Hüllblätter lanzettlich, unterschiedlich gross, 7 x 2 mm (innere) bis 14 x 2 mm (äussere), einnervig, die äusseren langhaarig, die inneren verkahlend. Zungenblüten ca. 30, Ligulae bis 15 x 2 mm, blau, im oberen Teil des röhrigen Abschnittes behaart. Röhrenblüten zahlreich, Krone bis 6 mm lang, im mittleren Teil behaart. Griffelanhängsel schmal dreieckig. Pappusborsten zahlreich, gleichlang, bis 6 mm, gezähnt, gelblich-weiss ± abfallend. Achänen elliptisch, etwa 3.5 x 2 mm, flach zusammengedrückt mit Randwulst, gelblich braun bis rötlich. Achänen der Zungenblüten kahl, die der Scheibenblüten kurzhaarig.
Diagnostic: Habituell besitzt sie einige Ähnlichkeit mit Polyarrhena imbricata (DC.) Grau, mit der sie daher auch mehrfach verwechselt worden ist. Die Art ist charakterisiert durch die starke steife bis dicht wollige Behaarung besonders der oberen Stengelteile und die sehr grossen inneren Hüllschuppen.
Distribution: F. nordenstamii ist ein Endemit des Bredasdorper Kalkgebietes.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000099961,"Morphology: Die ssp. glabra unterscheidet sich von der Typusunterart durch den kräftigeren Wuchs (bis 60 cm) und die weitgehend kahlen Blätter. Am Rand der unteren Blätter sind einige Borsten zu finden, am Rand der oberen besonders an deren Basis zwei Reihen dicht stehender mehrzelliger Drüsen. Der Stengel ist geringer behaart und die Hüllblätter bis auf die randliche Bewimperung kahl.
Diagnostic: Die ssp. glabra unterscheidet sich von der Typusunterart durch den kräftigeren Wuchs (bis 60 cm) und die weitgehend kahlen Blätter. Am Rand der unteren Blätter sind einige Borsten zu finden, am Rand der oberen besonders an deren Basis zwei Reihen dicht stehender mehrzelliger Drüsen. Der Stengel ist geringer behaart und die Hüllblätter bis auf die randliche Bewimperung kahl. Übergangsformen zeigen die sicherlich sehr nahen Beziehungen beider Sippen.
Distribution: Das Areal der ssp. glabra ist gegenüber der Typusunterart etwas nach Norden verschoben (Namaqualand bis Malmesbury), deckt sich damit aber doch in weiten Teilen.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000100721,"Morphology: Aufrechter, bis 60 cm hoher, reich verzweigter Strauch. Stengel im unteren Teil verholzt und blassbraun, im oberen Teil krautig, grün, angepresst behaart oder besonders ganz oben drüsig und dann abstehend borstig. Blätter wechselständig, lanzettlich bis oblanzeolat, 10 x 1 mm bis 35 x 3.5 mm, einnervig, flach, angepresst borstig oder drüsig und dann abstehend borstig, sitzend. Köpfchen einzeln, undeutlich gestielt. Pedunkeln bis etwa 2 cm lang, beblättert, meist drüsig und abstehend borstig. Involucrum 3-4-reihig, bis 5 mm im Durchmesser; Hüllschuppen dachig, lanzettlich bis oblanzeolat, grünlich, die äusseren 2 x 0.5 mm, borstig und meist auch drüsig, die inneren 3.5 x 0.8 mm, verkahlend und undeutlich hautrandig. Zungenblüten etwa 25, Ligula 5.5 x 1 mm, blass-violett. Scheibenblüten zahlreich, Krone gelb, bis 3 mm lang; Griffelanhängsel dreieckig. Pappusborsten gleichlang, bis 3 mm, weiss, gezähnt ± abfallend. Achänen obovat, bis 2.5 x 1 mm, gelbbraun, schuppig, berandet, mit kurzen, oben plötzlich kopfig verdickten Haaren.
Diagnostic: Von F. hyssopifolia unterscheidet sie sich durch den reich verzweigten Wuchs, die unterschiedliche Behaarung und besonders die auffallenden, stumpfen, oben kopfig verbreiterten Achänenhaare. Völlig drüsige Pflanzen finden sich lediglich im Süden Südwestafrikas. Nach Nordwesten und Südwesten nimmt die Bedrüsung kontinuierlich ab und fehlt im äussersten Nordwesten Südwestafrikas völlig. Im Südosten ist eine Reduktion der Drüsen in den unteren Pflanzenteilen zu beobachten, jedoch ist der Prozentsatz drüsiger Blätter hier immer noch recht hoch. Die nördlich zerstreut in Botswana vorkommenden Pflanzen sind völlig drüsenlos und leiten sich damit wohl nicht von der südlichen her sondern dürften vom Nordosten Südwestafrikas ihren Ausgang genommen haben. An das Areal der Typusunterart schliesst sich dann das Gebiet der drüsenlosen ssp. transvaalensis an, die sich möglicherweise aus den östlichen Formen der ssp. clavipilosa entwickelt hat.
Distribution: Das Areal der Typusunterart zieht sich von Südwestafrika durch Botswana in den Norden der Kapprovinz. Im Nordosten existiert in Sambia ein abgetrenntes Teilareal mit Pflanzen, die undeutlich noch hierherzurechnen sind, jedoch auch schon Beziehungen zu F. abyssinica zeigen.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000100767,"Morphology: Niedriger, reich verzweigter, bis 50 cm hoher, aufrechter Strauch. Stengel im älteren basalen Teil blattlos, braun, die jüngeren Zweige weissfilzig, dicht nach oben gerichtet beblättert. Blätter wechselständig, linealisch bis lanzettlich, unterschiedlich lang, nach oben hin kürzer werdend, 5-40 mm lang, 1-2 mm breit, weiss borstigfilzig (weniger dicht als die Zweige), einnervig, stumpflich. Köpfchen einzeln, mit unterschiedlich langen (3-8 cm) Pedunkeln. Involucrum 4 mm im Durchmesser, ca. 4-reihig. Hüllblätter unterschiedlich lang, die äusseren 1.5 x 0.3 mm, die mittleren 2 x 0.75 mm, die inneren 3.5 x 1 mm, breit lanzettlich bis oblanzeolat, die äusseren noch weissborstig, die inneren verkahlend und nur randlich wimperig behaart, dafür nach innen mit zunehmend deutlich werdender harziger Mittelrippe. Zungenblüten ca. 25, Ligulae 5 x 1.5 mm, blass-violett. Scheibenblüten zahlreich, Krone gelb, oben bisweilen rötlich überlaufen, bis 3 mm, Griffelanhängsel kurz dreieckig. Pappusborsten zahlreich, gleichlang, bis 2.5 mm, weiss, kurz gleichmässig gezähnt, oben etwas verbreitert, abfallend. Achänen schmal elliptisch, 2.5 x 0.8 mm, braun, mit hellerem Rand, Epidermis glatt, locker mit 0.2 mm langen, vorne nicht verbreiterten Haaren.
Diagnostic: In Piquetberg existieren Übergangsformen zur ssp. glabra. Von dieser ist die Typusunterart hauptsächlich durch die borstig-filzig behaarten Blätter ohne randliche Drüsen getrennt. Sehr häufig wird in Herbarien F. hyssopifolia mit F. clavipilosa verwechselt. Diese nördlichere, weiter verbreitete Art unterscheidet sich neben Behaarung, Blattform und Habitus durch die keuligen Achänenhaare.
Distribution: Das lockere Areal erstreckt sich von Clanwilliam bis zur Kaphalbinsel.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000101352,"Morphology: Zartes mehrjähriges, basal schwach verholztes Kraut, liegend, aufsteigend bis herabhängend-aufsteigend, Zweige bis 30 cm lang. Stengel abstehend steifhaarig, gegenständig beblättert (mit Ausnahme weniger Hochblätter). Blätter gestielt, breit eiförmig bis schwach herzförmig, bis 6 x 4.5 cm ohne Stiel, unterschiedlich stark grob gezähnt bis spitz gelappt, netznervig, locker oder stärker mit zarten, relativ langen Haaren besetzt, schwach drüsig, an der Basis fast zottig. Köpfchen einzeln endständig an bis zu 8 cm langen Pedunkeln. Involucrum bis 0.7 cm im Durchmesser, undeutlich 3-reihig. Hüllblätter verschieden lang, aussen 2.5 x 0.5 mm, wenige, innen in zwei Reihen, relativ gleichgestaltet, ca. 4.5 x 0.5-1 mm gross, borstig und drüsig bis kahl und trockenhautrandig. Ca. 16 Zungenblüten, Ligula bis 6 x 1.5 mm, weiss, röhriger Teil drüsig behaart. Scheibenblüten zahlreich, Krone bis 4 mm lang, gelb, mit drüsiger Röhre; Griffelanhängsel dreieckig, Pappusborsten zahlreich, ca. 3 mm lang, abfallend, weiss, überall (auch an der Basis) abstehend gezähnt. Achänen schmal obovat bis 2.5 x 1 mm, braunschwarz mit hellem Randwulst, mittelstark mit kurzen (-0.1 mm langen) breiten Haaren besetzt, Epidermis glatt bis schwach schuppig.
Distribution: Die ssp. cymbalariae strahlt von der Kaphalbinsel nach Norden und Osten bis etwa Piquetberg, Ceres und Worcester aus.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
wfo-0000104484,"Morphology: Ein ein-bis mehrstengeliger, ± aufrechter, oft hochgabelig verzweigter Halbstrauch von 10-45 cm Gröβe. Stengel regelmäβig dicht beblättert, ± rotbraun überlaufen. Blätter lanzettlich, selten länglich, zugespitzt, (5 x 1) bis (38 x 12) mm, basale Blätter breiter und kürzer, nach oben oft schon in groβer Entfernung vom Köpfchen in Hochblätter übergehend, 1-nervig, Blattbasis deutlich und weit am Stengel herablaufend (basal fast sitzend), ganzrandig, Rand mit stark kutinisierten Drüsenhaaren besetzt, ± nach unten gebogen, unterseits spinnwebig-filzig, am Mittelnerv zusätzlich drüsig behaart. Köpfchen ein bis mehrere (8), am Ende des Stengels bzw. an ± hochgabeligen Zweigen. Involucrum trichter- bis becherförmig, 8-13 mm hoch, 7 bis 9-reihig, Die äuβeren Hüllschuppen schmal eiförmig, zugespitzt, nach innen hin lanzettlich-linealisch, die äuβersten (2.4-3.85) x (0.5-0.8) mm, die mittleren (7.2-9.3) x (0.5-0.96) mm, die innersten (6.24-8.32) x (0.32-0.72) mm, alle ziemlich weit herab rostbraun überlaufen, strohig, aber ziemlich weich. Zungenblüten 15-36, Liqula schmal elliptisch bis verkehrt eiförmig, weiβ oder rosarot, 4-nervig, ± drüsig behaart. Scheibenblüten 54-237, Krone 5.6-6.3 mm lang, gelb, ± drüsig behaart. Pappus 10-15, 5.12-6.08 mm lange, subbarbellate Borstenhaare alternierend mit bis 0.75 mm langen äuβeren Schuppen. Achänen länglich, im Querschnitt rundlich, 4 bis 6-kantig, mahagonibraun, bis auf basalen Kranz borstiger Zwillingshaare ± verkahlend.
Diagnostic: A. heterophylla subsp. heterophylla zeichnet sich durch dicht stehende, lanzettliche, gelegentlich längliche, aber stets mit der Basis am Stengel herablaufende Blätter sowie durch einen ‘heteromorphen’ Pappus aus. Die hier. vorgenommene Teilung in zwei Subspezies, - vor allem nach Blattform und Blattansatz -, wird auch durch die geographische Gliederung unterstützt.
Habitat: A. heterophylla subsp. heterophylla wächst im sandigen und steinigen Grasland.
Distribution: Die subsp. heterophylla ist auf die westliche Hälfte des eigentlichen Kap-Gebietes beschränkt. Die Übergangszone zur anderen Subspezies im Osten liegt um Knysna, von woher die meisten Zwischenformen beider Subspezies stammen.","Kroner, G. 1980. Systematische studien im umkreis von Athrixia Ker-Gawler (Asteraceae). Mitt. Bot. Staatssamml. München 16: 1-268. [http://www.biodiversitylibrary.org/item/52055#page/17/mode/1up] [All rights reserved]",German
wfo-0000105547,"Morphology: Niedriger (bis 25 cm hoher), niederliegender bis aufsteigender, stark verzweigter, zarter Zwergstrauch. Blätter immer gegenständig, lanzettlich bis obovat, bis 8 x 3 mm, graugrün, einnervig, dicht mit abstehenden mehrzelligen weissen Haaren besetzt, undeutlich spitz, Blattrand nach unten eingerollt. Köpfchen klein, an bis 10 cm langen Pedunkeln, diese abstehend haarig-borstig und drüsig. Involucrum zweireihig, bis ca. 5 mm im Durchmesser. Hüllblätter 3.5 mm lang, die äusseren lanzettlich, bis 0.4 mm breit, die inneren obovat bis 1 mm breit, schmal obovat, breit hautrandig, einrippig, alle borstig-haarig. Selten mehr als 6 weisse oder blassblaue Zungenblüten, Ligula 6 x 1 mm. Scheibenblüten zahlreich, Krone 3 mm lang, gelb, mit dreieckigen Griffelanhängseln. Pappusborsten der Zungenblüten normalerweise fehlend, die der Scheibenblüten zahlreich, bis 2.5 mm lang, weiss, gezähnt, an der Basis jedoch glatt, abfallend. Achänen undeutlich obovat, 2.5 x 1 mm, mit Randwulst, zerstreut mit kurzen dicklichen Haaren.
Diagnostic: Die Art ist charakterisiert durch den niederliegenden bis aufsteigenden Wuchs, die immer gegenständigen Blätter sowie durch die geringe Anzahl der Zungenblüten denen der Pappus fast immer fehlt.
Distribution: Bisher war nur die Typusaufsammlung bekannt, deren Ortsangabe mit Hinblick auf das rezente ausschliessliche Vorkommen in Clanwilliam etwas zweifelhaft erscheint.","Grau, HRJ. 1973. Revision der gattung Felicia (Asteraceae). Mitt. Bot. Staatssamml. München 9: 195-705. [All rights reserved]",German
