"taxonID","Identifier","bibliographicCitation"
"wfo-0000780365","72609","Rusby, Henry H. 1927. Descriptions of New Genera and Species of Plants Collected on the Mulford Biological Exploration of the Amazon Valley 1921-1922. Mem. New York Bot. Gard. 7: 205-387."
"wfo-0000778098","478219","Ebinger, John E. 1964. Taxonomy of the Subgenus Pterodes, Genus Luzula. Mem. New York Bot. Gard. 10 (5): 279-304."
"wfo-0000778071","478219","Ebinger, John E. 1964. Taxonomy of the Subgenus Pterodes, Genus Luzula. Mem. New York Bot. Gard. 10 (5): 279-304."
"wfo-0000777577","478219","Ebinger, John E. 1964. Taxonomy of the Subgenus Pterodes, Genus Luzula. Mem. New York Bot. Gard. 10 (5): 279-304."
"wfo-4000003347","123942","Mickel, John T. & Smith, Alan R. 2004. The pteridophytes of Mexico. Mem. New York Bot. Gard. 88: 1-1054."
"wfo-0000729607","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000729544","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000729185","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558588","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558554","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558554","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558425","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558425","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558350","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000558350","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000295786","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000740085","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000740085","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000738022","311341","Bogin, Clifford. 1955. Revision of the genus Sagittaria (Alismataceae). Mem. New York Bot. Gard. 9 (2): 179-233."
"wfo-0000736998","311341","Bogin, Clifford. 1955. Revision of the genus Sagittaria (Alismataceae). Mem. New York Bot. Gard. 9 (2): 179-233."
"wfo-0000736963","311341","Bogin, Clifford. 1955. Revision of the genus Sagittaria (Alismataceae). Mem. New York Bot. Gard. 9 (2): 179-233."
"wfo-0000736839","311341","Bogin, Clifford. 1955. Revision of the genus Sagittaria (Alismataceae). Mem. New York Bot. Gard. 9 (2): 179-233."
"wfo-0000736828","311341","Bogin, Clifford. 1955. Revision of the genus Sagittaria (Alismataceae). Mem. New York Bot. Gard. 9 (2): 179-233."
"wfo-0000736772","311341","Bogin, Clifford. 1955. Revision of the genus Sagittaria (Alismataceae). Mem. New York Bot. Gard. 9 (2): 179-233."
"wfo-0000729369","400189","Maguire, Bassett & Wurdack, John J. 1961. The botany of the Guayana Highland--part IV (2). Mem. New York Bot. Gard. 10: 1-87."
"wfo-0000721413","380818","Maguire, Bassett. 1978. The botany of the Guayana Highland--part XI. Mem. New York Bot. Gard. 32: 1-391."
"wfo-0000737721","394287","Krukoff, Boris A. & Barneby, Rupert C. 1969. Supplementary notes on the American species of Strychnos. VIII. Mem. New York Bot. Gard. 20: 1-93, IX. 94-99."
"wfo-0001052749","312942","Cowan, Richard S. 1953. A taxonomic revision of the genus Macrolobium (Leguminosae-Caesalpinioideae). Mem. New York Bot. Gard. 8 (1): 257-342."
"wfo-4000003800","55488","Acevedo-Rodríguez, Pedro & collaborators. 1996. Flora of St. John, U.S. Virgin Islands. Mem. New York Bot. Gard. 78: 1-581."
"wfo-0000383075","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000383075","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0001196871","261822","Buck, William R. 1990. Contributions to the moss flora of Guyana. Mem. New York Bot. Gard. 64: 184-196."
"wfo-0001196871","261822","Buck, William R. 1990. Contributions to the moss flora of Guyana. Mem. New York Bot. Gard. 64: 184-196."
"wfo-0000365432","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000365432","477215","Maguire, Bassett. 1965. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 12 (3): 1-285."
"wfo-0000667981","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000667981","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000651893","168781","Mori, S. A. 1987. The Lecythidaceae of a lowland Neotropical Forest: La Fumée mountain, French Guiana. Mem. New York Bot. Gard. 44: 1-190."
"wfo-0000651890","168781","Mori, S. A. 1987. The Lecythidaceae of a lowland Neotropical Forest: La Fumée mountain, French Guiana. Mem. New York Bot. Gard. 44: 1-190."
"wfo-0000651888","168781","Mori, S. A. 1987. The Lecythidaceae of a lowland Neotropical Forest: La Fumée mountain, French Guiana. Mem. New York Bot. Gard. 44: 1-190."
"wfo-0000651877","168781","Mori, S. A. 1987. The Lecythidaceae of a lowland Neotropical Forest: La Fumée mountain, French Guiana. Mem. New York Bot. Gard. 44: 1-190."
"wfo-0000651867","168781","Mori, S. A. 1987. The Lecythidaceae of a lowland Neotropical Forest: La Fumée mountain, French Guiana. Mem. New York Bot. Gard. 44: 1-190."
"wfo-0000647682","329902","Isely, Duane. 1981. Leguminosae of the United States. III. Subfamily Papilionoideae: tribes Sophoreae, Podalyrieae, Loteae. Mem. New York Bot. Gard. 25 (3): 1-264."
"wfo-0001151590","477754","Sharp, Aaron J., et al. 1994. The Moss Flora of Mexico. Part Two: Orthotrichales to Polytrichales. Mem. New York Bot. Gard. 69 (2)"
"wfo-0000612418","400187","Maguire, Bassett & Wurdack, John J. 1958. The botany of the Guayana Highland--Part III. Mem. New York Bot. Gard. 10: 1-156."
"wfo-0000612143","400187","Maguire, Bassett & Wurdack, John J. 1958. The botany of the Guayana Highland--Part III. Mem. New York Bot. Gard. 10: 1-156."
"wfo-0000608234","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000608234","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000605767","72609","Rusby, Henry H. 1927. Descriptions of New Genera and Species of Plants Collected on the Mulford Biological Exploration of the Amazon Valley 1921-1922. Mem. New York Bot. Gard. 7: 205-387."
"wfo-0000603346","380818","Maguire, Bassett. 1978. The botany of the Guayana Highland--part XI. Mem. New York Bot. Gard. 32: 1-391."
"wfo-0001287446","332662","Leuenberger, Beat E. 1986. Pereskia (Cactaceae). Mem. New York Bot. Gard. 41: 1-140."
"wfo-4000033565","55488","Acevedo-Rodríguez, Pedro & collaborators. 1996. Flora of St. John, U.S. Virgin Islands. Mem. New York Bot. Gard. 78: 1-581."
"wfo-0000576755","380818","Maguire, Bassett. 1978. The botany of the Guayana Highland--part XI. Mem. New York Bot. Gard. 32: 1-391."
"wfo-0000575985","380818","Maguire, Bassett. 1978. The botany of the Guayana Highland--part XI. Mem. New York Bot. Gard. 32: 1-391."
"wfo-0001142582","380330","Maguire, Bassett. 1978. The botany of the Guayana Highland--part X. Mem. New York Bot. Gard. 29: 1-288."
"wfo-0000567386","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000567386","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000566906","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000566906","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000566582","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000566582","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000566255","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000566255","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000566219","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000566219","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000565820","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000564971","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000564971","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000564350","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000564350","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000564330","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000564330","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000563490","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000553244","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000552456","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000551836","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000551175","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000550426","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000548676","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000548604","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000548017","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000540061","72609","Rusby, Henry H. 1927. Descriptions of New Genera and Species of Plants Collected on the Mulford Biological Exploration of the Amazon Valley 1921-1922. Mem. New York Bot. Gard. 7: 205-387."
"wfo-0000539995","72609","Rusby, Henry H. 1927. Descriptions of New Genera and Species of Plants Collected on the Mulford Biological Exploration of the Amazon Valley 1921-1922. Mem. New York Bot. Gard. 7: 205-387."
"wfo-0000511653","393723","Barneby, Rupert C. & Krukoff, Boris A. 1971. Supplementary notes on American Menispermaceae. VIII. A generic survey of the American Tricilisisae and Anomospermeae. Mem. New York Bot. Gard. 22: 1-89."
"wfo-0000511624","393723","Barneby, Rupert C. & Krukoff, Boris A. 1971. Supplementary notes on American Menispermaceae. VIII. A generic survey of the American Tricilisisae and Anomospermeae. Mem. New York Bot. Gard. 22: 1-89."
"wfo-0000510365","72609","Rusby, Henry H. 1927. Descriptions of New Genera and Species of Plants Collected on the Mulford Biological Exploration of the Amazon Valley 1921-1922. Mem. New York Bot. Gard. 7: 205-387."
"wfo-0000510365","72609","Rusby, Henry H. 1927. Descriptions of New Genera and Species of Plants Collected on the Mulford Biological Exploration of the Amazon Valley 1921-1922. Mem. New York Bot. Gard. 7: 205-387."
"wfo-0000507788","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000502986","394287","Krukoff, Boris A. & Barneby, Rupert C. 1969. Supplementary notes on the American species of Strychnos. VIII. Mem. New York Bot. Gard. 20: 1-93, IX. 94-99."
"wfo-0000502760","394287","Krukoff, Boris A. & Barneby, Rupert C. 1969. Supplementary notes on the American species of Strychnos. VIII. Mem. New York Bot. Gard. 20: 1-93, IX. 94-99."
"wfo-0000495419","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000488442","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000488442","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000488004","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000488004","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000486476","400190","Maguire, Bassett & Wurdack, John J. 1964. The botany of the Guayana Highland--Part V. Mem. New York Bot. Gard. 10: 1-278."
"wfo-0000486476","400190","Maguire, Bassett & Wurdack, John J. 1964. The botany of the Guayana Highland--Part V. Mem. New York Bot. Gard. 10: 1-278."
"wfo-0000485719","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000485719","477952","Maguire, Bassett, et al. 1953. The Botany of the Guayana Highland. Mem. New York Bot. Gard. 8 (2): 87-160."
"wfo-0000485566","400190","Maguire, Bassett & Wurdack, John J. 1964. The botany of the Guayana Highland--Part V. Mem. New York Bot. Gard. 10: 1-278."
"wfo-0000485566","400190","Maguire, Bassett & Wurdack, John J. 1964. The botany of the Guayana Highland--Part V. Mem. New York Bot. Gard. 10: 1-278."
"wfo-0000485079","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000485079","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000484526","357523","Maguire, Bassett. 1972. The botany of the Guayana Highland--part IX. Mem. New York Bot. Gard. 23: 1-832."
"wfo-0000484304","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000484304","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000483858","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000483858","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000483217","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000483217","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000482394","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000482394","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000482387","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000482387","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000479706","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000479706","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000479283","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000479283","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000478865","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000478865","478229","Maguire, Bassett, et al. 1957. Botany of the Chimanta Massif - I Gran Sabana, Venezuela. Mem. New York Bot. Gard. 9 (3): 393-484."
"wfo-0000478337","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000478337","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000477492","400190","Maguire, Bassett & Wurdack, John J. 1964. The botany of the Guayana Highland--Part V. Mem. New York Bot. Gard. 10: 1-278."
"wfo-0000477492","400190","Maguire, Bassett & Wurdack, John J. 1964. The botany of the Guayana Highland--Part V. Mem. New York Bot. Gard. 10: 1-278."
"wfo-0000475750","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000466320","317680","Koyama, Tetsuo M. 1966. The systematic significance of leaf structure in the Cyperaceae-Mapanieae. Mem. New York Bot. Gard. 15: 136-159."
"wfo-0000466179","317680","Koyama, Tetsuo M. 1966. The systematic significance of leaf structure in the Cyperaceae-Mapanieae. Mem. New York Bot. Gard. 15: 136-159."
"wfo-0000465783","317680","Koyama, Tetsuo M. 1966. The systematic significance of leaf structure in the Cyperaceae-Mapanieae. Mem. New York Bot. Gard. 15: 136-159."
"wfo-0000465161","317671","Kopp, Lucille E. 1966. A tasonomic revision of the genus Persea in the Western Hemisphere (Perseae-Lauraceae). Mem. New York Bot. Gard. 14: 1-117."
"wfo-0000465080","317671","Kopp, Lucille E. 1966. A tasonomic revision of the genus Persea in the Western Hemisphere (Perseae-Lauraceae). Mem. New York Bot. Gard. 14: 1-117."
"wfo-4000013172","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000458344","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000458344","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000458188","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000458188","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000455891","380818","Maguire, Bassett. 1978. The botany of the Guayana Highland--part XI. Mem. New York Bot. Gard. 32: 1-391."
"wfo-0000451632","380330","Maguire, Bassett. 1978. The botany of the Guayana Highland--part X. Mem. New York Bot. Gard. 29: 1-288."
"wfo-0000445089","317680","Koyama, Tetsuo M. 1966. The systematic significance of leaf structure in the Cyperaceae-Mapanieae. Mem. New York Bot. Gard. 15: 136-159."
"wfo-0000445063","317680","Koyama, Tetsuo M. 1966. The systematic significance of leaf structure in the Cyperaceae-Mapanieae. Mem. New York Bot. Gard. 15: 136-159."
"wfo-0001107197","477432","Mickel, John T. & Beitel, Joseph M. 1988. Pteridophyte Flora of Oaxaca, Mexico. Mem. New York Bot. Gard. 46: 1-580."
"wfo-0000850532","357524","Maguire, Bassett. 1967. The botany of the Guayana Highland--Part VII. Mem. New York Bot. Gard. 17: 1-439."
"wfo-0000438465","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000438465","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000437715","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000437715","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000433485","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000433485","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000433366","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000433366","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000432477","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-4000003794","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000432345","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000431694","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000431694","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000875442","59075","Mori, S. A., et al. 1997. Guide to the vascular plants of central French Guiana: Part 1. Pteridophytes, gymnosperms, and monocotyledons. Mem. New York Bot. Gard. 76: 1-422."
"wfo-0000415646","357524","Maguire, Bassett. 1967. The botany of the Guayana Highland--Part VII. Mem. New York Bot. Gard. 17: 1-439."
"wfo-0000415646","357524","Maguire, Bassett. 1967. The botany of the Guayana Highland--Part VII. Mem. New York Bot. Gard. 17: 1-439."
"wfo-4000017090","477406","Proctor, George R. 1989. Ferns of Puerto Rico and the Virgin Islands. Mem. New York Bot. Gard. 53: 1-389."
"wfo-0000409463","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000409463","478228","Maguire, Bassett & Wurdack, John J. 1957. The Botany of the Guiana Highland -- Part II. Mem. New York Bot. Gard. 9 (3): 235-392."
"wfo-0000407425","307643","Holmgren, Patricia K. 1971. A biosystematic study of North America Thlaspi montanum and its allies. Mem. New York Bot. Gard. 21: 1-106."
"wfo-0001109142","477406","Proctor, George R. 1989. Ferns of Puerto Rico and the Virgin Islands. Mem. New York Bot. Gard. 53: 1-389."
"wfo-0000403192","307193","Forero, Enrique. 1976. A revision of the American species of Rourea subgenus Rourea (Conaraceae). Mem. New York Bot. Gard. 26 (1): 1-119."
"wfo-0001116221","477406","Proctor, George R. 1989. Ferns of Puerto Rico and the Virgin Islands. Mem. New York Bot. Gard. 53: 1-389."
"wfo-0000399009","307193","Forero, Enrique. 1976. A revision of the American species of Rourea subgenus Rourea (Conaraceae). Mem. New York Bot. Gard. 26 (1): 1-119."
"wfo-0000398995","307193","Forero, Enrique. 1976. A revision of the American species of Rourea subgenus Rourea (Conaraceae). Mem. New York Bot. Gard. 26 (1): 1-119."
"wfo-0000398993","307193","Forero, Enrique. 1976. A revision of the American species of Rourea subgenus Rourea (Conaraceae). Mem. New York Bot. Gard. 26 (1): 1-119."
"wfo-0000398983","307193","Forero, Enrique. 1976. A revision of the American species of Rourea subgenus Rourea (Conaraceae). Mem. New York Bot. Gard. 26 (1): 1-119."
"wfo-0000398430","332662","Leuenberger, Beat E. 1986. Pereskia (Cactaceae). Mem. New York Bot. Gard. 41: 1-140."
"wfo-0000396895","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
"wfo-0000362767","329902","Isely, Duane. 1981. Leguminosae of the United States. III. Subfamily Papilionoideae: tribes Sophoreae, Podalyrieae, Loteae. Mem. New York Bot. Gard. 25 (3): 1-264."
"wfo-0000341057","307897","Koyama, Tetsuo M. 1967. The systematic significance of leaf structure in the tribe Sclerieae (Cyperaceae). Mem. New York Bot. Gard. 16: 46-70."
