WFOID,vernacularName,taxon,identifier,preferredName,source,language,countryCode,uri
wfo-0000647394,Digeatálas,Digitalis purpurea,1265,0,,ga,IE,
wfo-0000647394,Méaracán na mban sí,Digitalis purpurea,1266,0,,ga,IE,
wfo-0000647394,Sian-sleibhe,Digitalis purpurea,1267,0,,ga,IE,
wfo-0000647394,Maide méaracán,Digitalis purpurea,1268,0,,ga,IE,
wfo-0000647394,Meirinighe phúca,Digitalis purpurea,1269,0,,ga,IE,
wfo-0000647394,Mearacán sidhe,Digitalis purpurea,1270,0,,ga,IE,
wfo-0000651022,Leadán úcaire,Dipsacus fullonum,1772,1,,ga,IE,
wfo-0000651022,Leadán liosta,Dipsacus fullonum,1273,0,,ga,IE,
wfo-0000651022,Lus na leadán,Dipsacus fullonum,1274,0,,ga,IE,
wfo-0000651022,Lus an fhúcadóir,Dipsacus fullonum,1275,0,,ga,IE,
wfo-0000651022,Taga,Dipsacus fullonum,1276,0,,ga,IE,
wfo-0000651022,Líodán an ucaire,Dipsacus fullonum,1277,0,,ga,IE,
wfo-0000651022,Lus an úcaire (-cadóra),Dipsacus fullonum,1278,0,,ga,IE,
wfo-0000651022,Cnádán úcaire,Dipsacus fullonum,1279,0,,ga,IE,
wfo-0000651022,Liosta,Dipsacus fullonum,1280,0,,ga,IE,
wfo-0000655499,Araflasach,Draba incana,1282,1,,ga,IE,
wfo-0000945816,Cailís Mhuire mhór,Drosera anglica,1284,1,,ga,IE,
wfo-0000945816,Drúichtín móna,Drosera anglica,1285,0,,ga,IE,
wfo-0000945816,Rós an tsoluis,Drosera anglica,1286,0,,ga,IE,
wfo-0000945976,Cailís Mhuire,Drosera intermedia,1288,1,,ga,IE,
wfo-0000946157,Guller-na-gat,Drosera rotundifolia,1290,0,,ga,IE,
wfo-0000946157,Drúchtín móna,Drosera rotundifolia,1291,1,,ga,IE,
wfo-0000946157,Dealtruaidh,Drosera rotundifolia,1292,0,,ga,IE,
wfo-0000946157,Lus na fearnaighe,Drosera rotundifolia,1293,0,,ga,IE,
wfo-0000946157,Eil druich,Drosera rotundifolia,1294,0,,ga,IE,
wfo-0000946157,Drúichtín na móna,Drosera rotundifolia,1295,0,,ga,IE,
wfo-0000946157,Durachdín-móna,Drosera rotundifolia,1296,0,,ga,IE,
wfo-0000946157,Gealdruigh (-ghe),Drosera rotundifolia,1297,0,,ga,IE,
wfo-0000946157,Cailís Mhuire,Drosera rotundifolia,1298,0,,ga,IE,
wfo-0000946157,Rós an tsolais,Drosera rotundifolia,1299,0,,ga,IE,
wfo-0000996365,Machal sléibhe,Dryas octopetala,1301,0,,ga,IE,
wfo-0000996365,Leaithín,Dryas octopetala,1302,1,,ga,IE,
wfo-0000663145,Lus nathrach,Echium vulgare,1304,1,,ga,IE,
wfo-0000663145,Lus na teanga,Echium vulgare,1305,0,,ga,IE,
wfo-0000663145,Teanga na nathrach,Echium vulgare,1306,0,,ga,IE,
wfo-0000663145,Lus na nathrach,Echium vulgare,1307,0,,ga,IE,
wfo-0000663145,Lus nathrach,Echium vulgare,1308,0,,ga,IE,
wfo-0000665329,Bosán na díge,Elatine hexandra,1310,1,,ga,IE,
wfo-0000665333,Bosán te,Elatine hydropiper,1312,1,,ga,IE,
wfo-0000402534,Spícíneach ghéar,Eleocharis acicularis,1314,1,,ga,IE,
wfo-0000405300,Spícíneach thortógach,Eleocharis multicaulis,1316,1,,ga,IE,
wfo-0000405590,Cíb dhéise,Eleocharis palustris,1318,1,,ga,IE,
wfo-0000405590,Luchair shínte,Eleocharis palustris,1319,0,,ga,IE,
wfo-0000405697,Spícíneach bheag,Eleocharis parvula,1321,1,,ga,IE,
wfo-0000405846,Spícíneach na gcúig bhláth,Eleocharis quinqueflora,1323,1,,ga,IE,
wfo-0000406316,Spícíneach chaol,Eleocharis uniglumis,1325,1,,ga,IE,
wfo-0000406452,Brobh ar snámh,Eleogiton fluitans,1327,1,,ga,IE,
wfo-0000666485,Tím uisce,Elodea canadensis,1335,1,,ga,IE,
wfo-0000666485,Gorlús,Elodea canadensis,1336,0,,ga,IE,
wfo-0000866095,Broimfhéar colgach,Elymus caninus,1338,1,,ga,IE,
wfo-0000866095,Fiorthan,Elymus caninus,1339,0,,ga,IE,
wfo-0000866095,Aolfhér feusagach,Elymus caninus,1340,0,,ga,IE,
wfo-0000866924,Broimfhéar mara,Elytrigia atherica,1342,0,,ga,IE,
wfo-0000866998,Broimfhéar gainimh,Elytrigia juncea,1344,1,,ga,IE,
wfo-0000866998,Cruithneachd luachairamhuil,Elytrigia juncea,1345,0,,ga,IE,
wfo-0000867052,Broimfhéar,Elytrigia repens,1353,1,,ga,IE,
wfo-0000867052,Bruimfhéur (-éir),Elytrigia repens,1354,0,,ga,IE,
wfo-0000867052,Cruithneachd bruimsean,Elytrigia repens,1355,0,,ga,IE,
wfo-0000867052,Cruithneacht bhruimsean,Elytrigia repens,1356,0,,ga,IE,
wfo-0000867052,Féar gaoil,Elytrigia repens,1357,0,,ga,IE,
wfo-0000867052,Bruimsean,Elytrigia repens,1358,0,,ga,IE,
wfo-0000867052,Bruimfheur,Elytrigia repens,1359,0,,ga,IE,
wfo-0000867052,Fiothran,Elytrigia repens,1360,0,,ga,IE,
wfo-0000867052,Urin,Elytrigia repens,1361,0,,ga,IE,
wfo-0000667231,Lus na feannóige,Empetrum nigrum,1367,1,,ga,IE,
wfo-0000667231,Caor fionnóige,Empetrum nigrum,1368,0,,ga,IE,
wfo-0000667231,Fraoch na bhfraochóg,Empetrum nigrum,1369,0,,ga,IE,
wfo-0000667231,Fraochóg,Empetrum nigrum,1370,0,,ga,IE,
wfo-0000667231,Fraochán,Empetrum nigrum,1371,0,,ga,IE,
wfo-0000668718,Saileachán sléibhe,Epilobium alsinifolium,1373,1,,ga,IE,
wfo-0000668750,Lus na tine,Epilobium angustifolium,1378,1,,ga,IE,
wfo-0000668750,Rós saileóg na mbileóg chúmhang,Epilobium angustifolium,1379,0,,ga,IE,
wfo-0000668750,Saileachán francach,Epilobium angustifolium,1380,0,,ga,IE,
wfo-0000668861,Saileachán sraoilleach,Epilobium brunnescens,1382,1,,ga,IE,
wfo-0000669196,Lus na Tríoinóide,Epilobium hirsutum,1384,1,,ga,IE,
wfo-0000669196,Saileachán mór,Epilobium hirsutum,1385,0,,ga,IE,
wfo-0000669196,Rás mór saileog,Epilobium hirsutum,1386,0,,ga,IE,
wfo-0000669421,Saileachán leathan,Epilobium montanum,1388,1,,ga,IE,
wfo-0000669499,Sealeachán caol,Epilobium obscurum,1390,1,,ga,IE,
wfo-0000669541,Saileachán corraigh,Epilobium palustre,1392,1,,ga,IE,
wfo-0000669541,Luibh na liaithe buí(the),Epilobium palustre,1393,0,,ga,IE,
wfo-0000669577,Saileachán liath,Epilobium parviflorum,1395,1,,ga,IE,
wfo-0000669712,Saileachán gasach,Epilobium roseum,1397,1,,ga,IE,
wfo-0000951956,Cuaichín dearg,Epipactis atrorubens,1399,1,,ga,IE,
wfo-0000952061,Ealabairín,Epipactis helleborine,1401,1,,ga,IE,
wfo-0000952061,Magarlín cruadh-lus an leathan (,Epipactis helleborine,1402,0,,ga,IE,
wfo-0000952194,Cuaichín corraigh,Epipactis palustris,1404,1,,ga,IE,
wfo-0000952194,Magarlín cruadh-lus an churraigh,Epipactis palustris,1405,0,,ga,IE,
wfo-0000952209,Cuaichín glas,Epipactis phyllanthes,1407,1,,ga,IE,
wfo-0000671674,Fraoch frainseach,Erica ciliaris,1409,1,,ga,IE,
wfo-0000671681,Fraoch cloigíneach,Erica cinerea,1415,1,,ga,IE,
wfo-0000671681,Fraoch fireann,Erica cinerea,1416,0,,ga,IE,
wfo-0000671681,Fraoch an fhrínse,Erica cinerea,1417,0,,ga,IE,
wfo-0000671681,Fraoch Lochlannach,Erica cinerea,1418,0,,ga,IE,
wfo-0000671969,Fraoch camógach,Erica erigena,1421,1,,ga,IE,
wfo-0000672530,Fraoch Mhic Aoidh,Erica mackayana,1423,1,,ga,IE,
wfo-0000673399,Fraoch naoscaí,Erica tetralix,1425,1,,ga,IE,
wfo-0000673399,Fraoch an ruinnse,Erica tetralix,1426,0,,ga,IE,
wfo-0000673399,Fraoch naoscaighe,Erica tetralix,1427,0,,ga,IE,
wfo-0000673399,Het,Erica tetralix,1428,0,,ga,IE,
wfo-0000673518,Fraoch gallda,Erica vagans,1430,1,,ga,IE,
wfo-0000014783,Lus gorm na ndreancaidí,Erigeron acer,1432,1,,ga,IE,
wfo-0000014783,Lus gorm na ndeanathairtí,Erigeron acer,1433,0,,ga,IE,
wfo-0000408969,Píbín uisce,Eriocaulon aquaticum,1435,1,,ga,IE,
wfo-0000408969,Píbín allaidh,Eriocaulon aquaticum,1436,0,,ga,IE,
wfo-0000414886,Ceannbhán,Eriophorum angustifolium,1438,1,,ga,IE,
wfo-0000414886,Ceannabhán sléibhe,Eriophorum angustifolium,1439,0,,ga,IE,
wfo-0000414886,Bláth portaigh,Eriophorum angustifolium,1440,0,,ga,IE,
wfo-0000414996,Ceannbhán caol,Eriophorum gracile,1442,1,,ga,IE,
wfo-0000414996,Ceannbhán cumhang-dhuilleach,Eriophorum gracile,1443,0,,ga,IE,
wfo-0000415025,Ceannbhán leathan,Eriophorum latifolium,1445,1,,ga,IE,
wfo-0000415025,Cennabhán lethandhuillech,Eriophorum latifolium,1446,0,,ga,IE,
wfo-0000415025,Keanuan ban,Eriophorum latifolium,1447,0,,ga,IE,
wfo-0000415025,Scabog fiona,Eriophorum latifolium,1448,0,,ga,IE,
wfo-0000415025,Ceanabhan mona,Eriophorum latifolium,1449,0,,ga,IE,
wfo-0000415025,Ceanach na mona,Eriophorum latifolium,1450,0,,ga,IE,
wfo-0000415025,Sioda mona,Eriophorum latifolium,1451,0,,ga,IE,
wfo-0000415025,Siodha mona,Eriophorum latifolium,1452,0,,ga,IE,
wfo-0000415025,Sgathoga fiona,Eriophorum latifolium,1453,0,,ga,IE,
wfo-0000415166,Ceannbhán gaelach,Eriophorum vaginatum,1455,1,,ga,IE,
wfo-0000415166,Tóin fhionn,Eriophorum vaginatum,1456,0,,ga,IE,
wfo-0000676799,Creagach,Erodium cicutarium,1460,1,,ga,IE,
wfo-0000676969,Creagach mara,Erodium maritimum,1462,1,,ga,IE,
wfo-0000677261,Bosán anagair,Erophila verna,1464,1,,ga,IE,
wfo-0000677261,Biolar greagáin,Erophila verna,1465,0,,ga,IE,
wfo-0000678057,Cuileann trá,Eryngium maritimum,1467,1,,ga,IE,
wfo-0000678057,Cuileann duimhche,Eryngium maritimum,1468,0,,ga,IE,
wfo-0000678057,Cuileann trágha,Eryngium maritimum,1469,0,,ga,IE,
wfo-0000681728,Feoras,Euonymus europaeus,1471,1,,ga,IE,
wfo-0000681728,Oir (Oire),Euonymus europaeus,1472,0,,ga,IE,
wfo-0000681728,Donn réidh,Euonymus europaeus,1473,0,,ga,IE,
wfo-0000681728,Crann-feorais,Euonymus europaeus,1474,0,,ga,IE,
wfo-0000035116,Cnáib uisce,Eupatorium cannabinum,1477,1,,ga,IE,
wfo-0000035116,Scothóg Mhuire,Eupatorium cannabinum,1478,0,,ga,IE,
wfo-0000035116,Marbhdhraighean,Eupatorium cannabinum,1479,0,,ga,IE,
wfo-0000962471,Lus na bhfaithní,Euphorbia helioscopia,1486,1,,ga,IE,
wfo-0000962471,Bainne cích na n-éan,Euphorbia helioscopia,1487,0,,ga,IE,
wfo-0000962471,Fionneamh lus,Euphorbia helioscopia,1488,0,,ga,IE,
wfo-0000962471,Buí na n-iníon,Euphorbia helioscopia,1489,0,,ga,IE,
wfo-0000962639,Bainne caoin,Euphorbia hyberna,1492,1,,ga,IE,
wfo-0000962639,Buidhe na n-ingean,Euphorbia hyberna,1493,0,,ga,IE,
wfo-0000962639,Bainnicín,Euphorbia hyberna,1494,0,,ga,IE,
wfo-0000962639,Meacan buidhe an t-sleibhe,Euphorbia hyberna,1495,0,,ga,IE,
wfo-0000962639,Lasair léana,Euphorbia hyberna,1496,0,,ga,IE,
wfo-0000963826,Bainne léana,Euphorbia paralias,1499,1,,ga,IE,
wfo-0000963920,Gearr nimhe,Euphorbia peplus,1502,1,,ga,IE,
wfo-0000682538,Glanrosc,Euphrasia officinalis,1506,1,,ga,IE,
wfo-0000682538,Driofúr bhán,Euphrasia officinalis,1507,0,,ga,IE,
wfo-0000682538,Líon radharc,Euphrasia officinalis,1508,0,,ga,IE,
wfo-0000682538,Soillse na súl,Euphrasia officinalis,1509,0,,ga,IE,
wfo-0000682538,Lus na leac,Euphrasia officinalis,1510,0,,ga,IE,
wfo-0000682538,Radharcain (-aircín),Euphrasia officinalis,1511,0,,ga,IE,
wfo-0000682538,Caoimín,Euphrasia officinalis,1512,0,,ga,IE,
wfo-0000682538,Linradharc (-radhairc),Euphrasia officinalis,1513,0,,ga,IE,
wfo-0000682538,Lus an Phápa,Euphrasia officinalis,1514,0,,ga,IE,
wfo-0000682538,Rinn roisc,Euphrasia officinalis,1515,0,,ga,IE,
wfo-0001137335,Glanrosc gaelach,Euphrasia salisburgensis,1517,1,,ga,IE,
wfo-0001137335,Róisnín radhairc,Euphrasia salisburgensis,1518,0,,ga,IE,
wfo-0001137335,Lus na súl,Euphrasia salisburgensis,1519,0,,ga,IE,
wfo-0000685460,Lus na gcearc,Fagopyrum esculentum,1521,1,,ga,IE,
wfo-0000685460,Gluneagh romhan,Fagopyrum esculentum,1522,0,,ga,IE,
wfo-0000685460,Maol-chruithneacht,Fagopyrum esculentum,1523,0,,ga,IE,
wfo-0000685460,Ruadhan,Fagopyrum esculentum,1524,0,,ga,IE,
wfo-0000966507,Feá,Fagus sylvatica,1526,1,,ga,IE,
wfo-0000966507,Fáibhile,Fagus sylvatica,1527,0,,ga,IE,
wfo-0000966507,Feagha,Fagus sylvatica,1528,0,,ga,IE,
wfo-0000966507,Fáigh (-e),Fagus sylvatica,1529,0,,ga,IE,
wfo-0000966507,Fáidhbhile,Fagus sylvatica,1530,0,,ga,IE,
wfo-0000685786,Glúineach dhubh,Fallopia convolvulus,1533,1,,ga,IE,
wfo-0000685798,Glúineach bhiorach,Fallopia japonica,1536,1,,ga,IE,
wfo-0000869734,Feisciú coille,Festuca altissima,1538,1,,ga,IE,
wfo-0000869819,Feisciú ard,Festuca arundinacea,1540,1,,ga,IE,
wfo-0000869819,Fescufhér airde,Festuca arundinacea,1541,0,,ga,IE,
wfo-0000870561,Feisciú capaill,Festuca gigantea,1543,1,,ga,IE,
wfo-0000871222,Feisciú caorach,Festuca ovina,1545,1,,ga,IE,
wfo-0000871222,Feur caorach,Festuca ovina,1546,0,,ga,IE,
wfo-0000871222,Fescufheur caorach,Festuca ovina,1547,0,,ga,IE,
wfo-0000871222,Féar caorach,Festuca ovina,1548,0,,ga,IE,
wfo-0000871222,Fescufhér caorach,Festuca ovina,1549,0,,ga,IE,
wfo-0000871673,Feisciú móinéir,Festuca pratensis,1551,1,,ga,IE,
wfo-0000871673,Fescufheur leana,Festuca pratensis,1552,0,,ga,IE,
wfo-0000871673,Fescufhér léna,Festuca pratensis,1553,0,,ga,IE,
wfo-0000871854,Feisciú rua,Festuca rubra,1556,1,,ga,IE,
wfo-0000871854,Fescufhér cruan,Festuca rubra,1557,0,,ga,IE,
wfo-0000871854,Fescufhér cruadh,Festuca rubra,1558,0,,ga,IE,
wfo-0000871854,Fescufhér coilltemhuil,Festuca rubra,1559,0,,ga,IE,
wfo-0000872559,Feisciú beobhreitheach,Festuca vivipara,1561,1,,ga,IE,
wfo-0000872559,Féar caorach,Festuca vivipara,1562,0,,ga,IE,
wfo-0000872559,Fescufhér beothuismighthach,Festuca vivipara,1563,0,,ga,IE,
wfo-0000687184,Grán arcáin,Ficaria verna,1566,1,,ga,IE,
wfo-0000687184,Searraigh,Ficaria verna,1567,0,,ga,IE,
wfo-0000687184,Gráin arcáin,Ficaria verna,1568,0,,ga,IE,
wfo-0000687184,Na searraigh,Ficaria verna,1569,0,,ga,IE,
wfo-0000687184,Lus na gcnapán,Ficaria verna,1570,0,,ga,IE,
wfo-0000687690,Crann fíge (fíghis),Ficus carica,1572,0,,ga,IE,
wfo-0000687690,Cran-fíge,Ficus carica,1573,0,,ga,IE,
wfo-0000687690,Crann figí,Ficus carica,1574,0,,ga,IE,
wfo-0000136486,Gnamhlus corraigh,Filaginella uliginosa,1576,1,,ga,IE,
wfo-0000136486,Liathlus,Filaginella uliginosa,1577,0,,ga,IE,
wfo-0000117694,Cáithluibh bheag,Filago minima,1579,1,,ga,IE,
wfo-0000130120,Cáithluibh,Filago vulgaris,1581,1,,ga,IE,
wfo-0000130120,Cádhluibh,Filago vulgaris,1582,0,,ga,IE,
wfo-0000130120,Gnabhlus,Filago vulgaris,1583,0,,ga,IE,
wfo-0000130120,Liath lus roid,Filago vulgaris,1584,0,,ga,IE,
wfo-0000130120,Gnamh-lus,Filago vulgaris,1585,0,,ga,IE,
wfo-0000983427,Airgead luachra,Filipendula ulmaria,1591,1,,ga,IE,
wfo-0000983427,Lus cneas,Filipendula ulmaria,1592,0,,ga,IE,
wfo-0000983427,Crios chonchulainn,Filipendula ulmaria,1593,0,,ga,IE,
wfo-0000983427,Crios Chu-chulainn,Filipendula ulmaria,1594,0,,ga,IE,
wfo-0000983427,Airgiod luchra,Filipendula ulmaria,1595,0,,ga,IE,
wfo-0000983427,Airgid luchra,Filipendula ulmaria,1596,0,,ga,IE,
wfo-0000983427,Cubhar léana,Filipendula ulmaria,1597,0,,ga,IE,
wfo-0000983427,Airgidín na luachra,Filipendula ulmaria,1598,0,,ga,IE,
wfo-0000999867,Lus braonach,Filipendula vulgaris,1600,1,,ga,IE,
wfo-0000999867,Greabhán,Filipendula vulgaris,1601,0,,ga,IE,
wfo-0000691487,Finéal,Foeniculum vulgare,1603,1,,ga,IE,
wfo-0000691487,Macánleonta,Foeniculum vulgare,1604,0,,ga,IE,
wfo-0000691487,Lus an tsaoi,Foeniculum vulgare,1605,0,,ga,IE,
wfo-0000691487,Fineal chumhthra,Foeniculum vulgare,1606,0,,ga,IE,
wfo-0000691487,Finéal cumhra,Foeniculum vulgare,1607,0,,ga,IE,
wfo-0000691487,Lus na croiche,Foeniculum vulgare,1608,0,,ga,IE,
wfo-0000691487,Finéal mhuice,Foeniculum vulgare,1609,0,,ga,IE,
wfo-0000691487,Meacan an leonta,Foeniculum vulgare,1610,0,,ga,IE,
wfo-0000993770,Sú talún fiáin,Fragaria vesca,1612,1,,ga,IE,
wfo-0000993770,Súgh-thalmhan,Fragaria vesca,1613,0,,ga,IE,
wfo-0000993770,Tlachtshugh,Fragaria vesca,1614,0,,ga,IE,
wfo-0000993770,Súgh-láir,Fragaria vesca,1615,0,,ga,IE,
wfo-0000993770,Oighreóg,Fragaria vesca,1616,0,,ga,IE,
wfo-0000993770,Sobha talmhuin,Fragaria vesca,1617,0,,ga,IE,
wfo-0000691852,Draighean fearna,Frangula alnus,1620,1,,ga,IE,
wfo-0000691852,Ramhdhraighean mín,Frangula alnus,1621,0,,ga,IE,
wfo-0000832453,Fuinseog,Fraxinus excelsior,1624,1,,ga,IE,
wfo-0000832453,Nuin,Fraxinus excelsior,1625,0,,ga,IE,
wfo-0000832453,Uinseann (-sin),Fraxinus excelsior,1626,0,,ga,IE,
wfo-0000832453,Uimhseann,Fraxinus excelsior,1627,0,,ga,IE,
wfo-0000832453,Cran-fuinseóige,Fraxinus excelsior,1628,0,,ga,IE,
wfo-0000832453,Crann fuinnse(oige),Fraxinus excelsior,1629,0,,ga,IE,
wfo-0000832453,Uinneas (-nse),Fraxinus excelsior,1630,0,,ga,IE,
wfo-0000832453,Crann fuinseoige,Fraxinus excelsior,1631,0,,ga,IE,
wfo-0000832453,Fuinse,Fraxinus excelsior,1632,0,,ga,IE,
wfo-0000692791,Fiúise,Fuchsia magellanica,1634,1,,ga,IE,
wfo-0000692791,Deora dé,Fuchsia magellanica,1635,0,,ga,IE,
wfo-0000692791,Mileanna dearg,Fuchsia magellanica,1636,0,,ga,IE,
wfo-0000692791,Na fiúsaíos,Fuchsia magellanica,1637,0,,ga,IE,
wfo-0000692791,Siogairlíní,Fuchsia magellanica,1638,0,,ga,IE,
wfo-0000692791,Singirlín,Fuchsia magellanica,1639,0,,ga,IE,
wfo-0000693355,Camán searraigh díge,Fumaria officinalis,1641,1,,ga,IE,
wfo-0000693355,Dearg talmhan,Fumaria officinalis,1642,0,,ga,IE,
wfo-0000693355,Gidiríam,Fumaria officinalis,1643,0,,ga,IE,
wfo-0000967942,Ga corcra,Galeopsis angustifolia,1645,1,,ga,IE,
wfo-0000968061,Ga buí,Galeopsis tetrahit,1647,1,,ga,IE,
wfo-0000968061,Gath bhuidhe,Galeopsis tetrahit,1648,0,,ga,IE,
wfo-0000968296,Garbhlus,Galium aparine,1659,1,,ga,IE,
wfo-0000968296,Garbh(l)ach,Galium aparine,1660,0,,ga,IE,
wfo-0000968296,Uirlis chríonna,Galium aparine,1661,0,,ga,IE,
wfo-0000968296,Lus garbh,Galium aparine,1662,0,,ga,IE,
wfo-0000968296,Briosclán(-áin)(-cán),Galium aparine,1663,0,,ga,IE,
wfo-0000968296,Caol-fhail,Galium aparine,1664,0,,ga,IE,
wfo-0000968464,Rúcrua,Galium boreale,1666,1,,ga,IE,
wfo-0000969693,Lus moileas,Galium odoratum,1669,1,,ga,IE,
wfo-0000969693,Lus molach,Galium odoratum,1670,0,,ga,IE,
wfo-0000969693,Moleas,Galium odoratum,1671,0,,ga,IE,
wfo-0000969740,Rú corraigh,Galium palustre,1673,1,,ga,IE,
wfo-0000970124,Luibh na bhfear gonta,Galium saxatile,1675,1,,ga,IE,
wfo-0000970124,Lus na bhfear mbeag,Galium saxatile,1676,0,,ga,IE,
wfo-0000970124,Madar fraoigh,Galium saxatile,1677,0,,ga,IE,
wfo-0000970124,Luibh na bhfear ngonta,Galium saxatile,1678,0,,ga,IE,
wfo-0000970264,Rú beag,Galium sterneri,1680,1,,ga,IE,
wfo-0000970490,Rough bog bedstraw,Galium uliginosum,1682,1,,ga,IE,
wfo-0000970490,Rú eanaigh,Galium uliginosum,1683,0,,ga,IE,
wfo-0000970562,Boladh cnis,Galium verum,1685,1,,ga,IE,
wfo-0000970562,Rú Mhuire,Galium verum,1686,0,,ga,IE,
wfo-0000970562,Baladh chnis,Galium verum,1687,0,,ga,IE,
wfo-0000970562,Madadh (-aidh) fraoigh,Galium verum,1688,0,,ga,IE,
wfo-0000970562,Rú,Galium verum,1689,0,,ga,IE,
wfo-0000698901,Ceadharlach Bealtaine,Gentiana verna,1691,1,,ga,IE,
wfo-0000698901,Bláth (Pabhsaer) Mhuire,Gentiana verna,1692,0,,ga,IE,
wfo-0000698901,Lus an chrúbáin,Gentiana verna,1693,0,,ga,IE,
wfo-0000699019,Muilcheann,Gentianella amarella,1696,1,,ga,IE,
wfo-0000699114,Lus an chrúbáin,Gentianella campestris,1698,1,,ga,IE,
wfo-0000700265,Crobh coilm,Geranium columbinum,1700,1,,ga,IE,
wfo-0000700265,Crobh colaim,Geranium columbinum,1701,0,,ga,IE,
wfo-0000700265,Crobh an colúr,Geranium columbinum,1702,0,,ga,IE,
wfo-0000700368,Crobh giobach,Geranium dissectum,1704,1,,ga,IE,
wfo-0000700368,Luibh an neorbhais,Geranium dissectum,1705,0,,ga,IE,
wfo-0000700368,Crobh choluim,Geranium dissectum,1706,0,,ga,IE,
wfo-0000700368,Creagrach,Geranium dissectum,1707,0,,ga,IE,
wfo-0000700368,Crobh gioblach,Geranium dissectum,1708,0,,ga,IE,
wfo-0000700774,Crobh geal,Geranium lucidum,1710,1,,ga,IE,
wfo-0000700868,Crobh bog,Geranium molle,1712,1,,ga,IE,
wfo-0000701108,Crobh gorm,Geranium pratense,1714,1,,ga,IE,
wfo-0000701154,Eireaball rí,Geranium purpureum,1716,1,,ga,IE,
wfo-0000701157,Crobh beag,Geranium pusillum,1718,1,,ga,IE,
wfo-0000701246,Ruithéal rí,Geranium robertianum,1725,1,,ga,IE,
wfo-0000701246,Luibh an chreatha,Geranium robertianum,1726,0,,ga,IE,
wfo-0000701246,Crobhdearg,Geranium robertianum,1727,0,,ga,IE,
wfo-0000701246,Ruithéal ríog,Geranium robertianum,1728,0,,ga,IE,
wfo-0000701246,Rian ríogh,Geranium robertianum,1729,0,,ga,IE,
wfo-0000701246,Earball rí,Geranium robertianum,1730,0,,ga,IE,
wfo-0000701246,Righeal cuil,Geranium robertianum,1731,0,,ga,IE,
wfo-0000701258,Crobh cruinn,Geranium rotundifolium,1733,1,,ga,IE,
wfo-0000701279,Crobh dearg,Geranium sanguineum,1735,1,,ga,IE,
wfo-0000701279,Créachtach-dearg (-aighe-déirge),Geranium sanguineum,1736,0,,ga,IE,
wfo-0000701279,Creachtach dearg,Geranium sanguineum,1737,0,,ga,IE,
wfo-0000701279,Crobh preacháin,Geranium sanguineum,1738,0,,ga,IE,
wfo-0000701279,Earball riogh,Geranium sanguineum,1739,0,,ga,IE,
wfo-0000701427,Crobh coille,Geranium sylvaticum,1741,1,,ga,IE,
wfo-0001004152,Machall uisce,Geum rivale,1743,1,,ga,IE,
wfo-0001004152,Machall-uisge (-aill-uisge,Geum rivale,1744,0,,ga,IE,
wfo-0001004152,Macall uisce,Geum rivale,1745,0,,ga,IE,
wfo-0001002693,Machall coille,Geum urbanum,1748,1,,ga,IE,
wfo-0001002693,Machal coilleadh,Geum urbanum,1749,0,,ga,IE,
wfo-0001002693,Machall-fiadhain (-aill-fiadhain),Geum urbanum,1750,0,,ga,IE,
wfo-0001002693,Traithnín,Geum urbanum,1751,0,,ga,IE,
wfo-0001002693,Beinidín,Geum urbanum,1752,0,,ga,IE,
wfo-0001002693,Macall coille,Geum urbanum,1753,0,,ga,IE,
wfo-0000703573,Caillichín na trá,Glaucium flavum,1755,1,,ga,IE,
wfo-0000703573,Bárróg ruadh,Glaucium flavum,1756,0,,ga,IE,
wfo-0000703573,Cailcín na trágha,Glaucium flavum,1757,0,,ga,IE,
wfo-0000703645,Lus an tsaillte,Glaux maritima,1759,1,,ga,IE,
wfo-0000703645,Lus bainne mara,Glaux maritima,1760,0,,ga,IE,
wfo-0000972872,Athair lusa,Glechoma hederacea,1762,1,,ga,IE,
wfo-0000972872,Eidhneán talún,Glechoma hederacea,1763,0,,ga,IE,
wfo-0000972872,Eidhneán talmhán,Glechoma hederacea,1764,0,,ga,IE,
wfo-0000972872,Aignean thalmhuin,Glechoma hederacea,1765,0,,ga,IE,
wfo-0000972872,Athair lus,Glechoma hederacea,1766,0,,ga,IE,
wfo-0000972872,Athair talmhan,Glechoma hederacea,1767,0,,ga,IE,
wfo-0000873191,Milseán uisce,Glyceria fluitans,1772,1,,ga,IE,
wfo-0000873191,Glyceria snamhuighill,Glyceria fluitans,1773,0,,ga,IE,
wfo-0000873262,Milseán mór,Glyceria maxima,1776,1,,ga,IE,
wfo-0000873262,Féur milis,Glyceria maxima,1777,0,,ga,IE,
wfo-0000873262,Cuise cuilcamhuil,Glyceria maxima,1778,0,,ga,IE,
wfo-0000873319,Milseán géagach,Glyceria plicata,1780,1,,ga,IE,
wfo-0000018897,Gnamhlus móna,Gnaphalium sylvaticum,1782,1,,ga,IE,
wfo-0000018897,Liathlus beág,Gnaphalium sylvaticum,1783,0,,ga,IE,
wfo-0000018897,Lochall caol,Gnaphalium sylvaticum,1784,0,,ga,IE,
wfo-0000771226,Líobhógach dlúth,Groenlandia densa,1786,1,,ga,IE,
wfo-0000833292,Gunnaire,Gunnera tinctoria,1788,1,,ga,IE,
wfo-0000976561,Lus taghla,Gymnadenia conopsea,1790,1,,ga,IE,
wfo-0000976561,Lus taighte,Gymnadenia conopsea,1791,0,,ga,IE,
wfo-0000714707,Lus an ghaill,Halimione portulacoides,1793,1,,ga,IE,
