taxonID,description,type,source,language, 
wfo-0000628632,"Stems up to 50 cm, prostrate or ascending, glabrous or white pubescent. Leaves 22-60 (-80) x 12-20 (-30) mm, ovate to ovate-lanceolate, base attenuate, apex acute, usually hairy on both surfaces, margin ciliate. Flowers nodding, 1-2 or 3 in a dichasium, at the end of the main axis or on lateral branches. Bracts similar to leaves. Pedicel 3-5 mm, white pubescent. Calyx 10-12 mm, persistent and some what inflated in fruit; teeth revolute at fruiting. Petal greenish-white; limb 8-9 mm, divided. into linear lobes; claw 7-8 mm. Carpophore c. 2.5 mm, glabrous. Fruit 12 mm in diameter, subglobose, brownish-red, exserted from the calyx. Seeds c. 2 mm, reniform, black.",general,ref_wfo-0000628632,English,6300342
wfo-0000724345,"Annual herb.10-20 (-25) cm. Stem erect, usually simple, many, arising from base. variably glandular. hairy, viscid. Basal leaves spathulate to oblanceolate, subacute, base narrowed into a petiole. Cauline leaves sessile. Leaves usually glabrous on surfaces, ± glandular on the margins. Flowers inclined when young. Sepals 4-5 mm, ovate, with a broad scarious margin, densely glandular. Petals white, as long or longer than the sepals. Capsule exceeding the sepals. Seeds minutely tuberculate.",general,ref_wfo-0000724345,English,6300371
wfo-0000395697,"Probably perennial, with many stems arising from a woody base. Stems white, woody, ascending to ± erect. Leaves apparently in whorls, 4-6 x 2 lanceolate to obovate, woolly; stipules lanceolate. Inflorescence congested. Bracts ovate, completely scarious. Sepals 2.5-3 mm, greenish with scarious Stamens 3. Seeds brown, c. 0.3-0.5 mm, oblong.",general,ref_wfo-0000395697,English,6300412
wfo-0000438489,"Small caespitose perennial with procumbent to ascending stems. Stems 3-7 cm, slender, glabrous. Leaves 4-7 mm, linear, glabrous, apex acute, base connate, with a scarious margin. Flowers 1 (-2). Sepals 5,1. 5-2 mm, ovate-oblong, apex rounded, margin hyaline. Petals white, shorter than the sepals or absent. Stamens 5-10. Styles 5. Capsule longer than the sepals, splitting by 5 valves. Seeds less than 0.5 mm, subglobose to triangular, smooth.",general,ref_wfo-0000438489,English,6300423
wfo-0000421686,"Erect herb. Stems up to 50 cm tall; yellow-green. Leaves 25-70 x 4-20 mm, lanceolate to ovate-lanceolate, apex acute, base sessile, clasping the stem above. Inflorescence a spreading panicle, with the flowers borne in 3-7-flowered dichasia. Pedicel slender. Calyx 10-15 (-16) mm, cylindric, slightly contracted below the teeth, glabrous; teeth triangular, with a scarious margin and apex with 5 Prominent veins and yellowish-green wings between them. Petals pink, 15-20 nun, limb entire or irregularly dentate above, claw partially exserted. Capsule 8-10 mm, subglobose, included in the calyx. Seed c. 2 mm diameter, subglobose, black.",general,ref_wfo-0000421686,English,6300552
wfo-0000643278,"Perennial, up to 50 cm. Leaves lanceolate to linear-lanceolate. Flowers large, fragrant, solitary or in lax panicles. Bracteoles 4, ovate, acute at apex, ¼-1/3 the length of the calyx. Calyx 20-25 mm, cylindrical. Petal limb toothed.",general,ref_wfo-0000643278,English,6301951
wfo-0000513715,"Spiny undershrub. Branches many, 8-15 cm, minutely pubescent, ± glabrous; the older basal portions developing a whitish-green bark. Leaves 10-20 x 2-3 mm, subulate-acerose, pubescent, ± glandular, patent or pointing upwards, shallow concave or flat above, convex beneath, sessile, apex ending in a brownish spine. Fascicles sometimes present in the axils. Flowers in dense terminal, sessile corymbs. Bracts linear-lanceolate, densely glandular-pubescent, apex acuminate-spiny. Calyx 6-7 mm, cylindrical, glandular-pubescent; teeth triangular at the apex, spiny; nerves obscure. Petals white, c. 7 mm, oblong-linear, limb dentate at the apex. Ovary 8-10 ovulate (Schischkin, l.c.).",general,ref_wfo-0000513715,English,6302067
wfo-0000347276,"Perennial, 30-45 cm. Rhizome short, with short ascending stolons. Stem trigonous, smooth. Leaves up to 1/2 of stem length; sheaths 25-40 mm, yellowish to grey-brown, disintegrating into fibres, scarious side scabrous along veins, margin concave; ligule c. 0.2 mm, scarious; blades 1.5-3 mm wide, folded, keeled, smooth or towards apex scabrous along margins and mid-nerve. Inflorescence of 1 male or androgynous and 3-5 female spikes, overlapping or lower remote. Bracts shorter than inflorescence, lowest with sheath to 15 mm. Female spikes 7-25 x 3-5 mm, frequently androgynous, cylindrical, sessile or peduncle c. 20 mm; female glumes 3.8-4.5 x 1.8-2 mm, obovate, obtuse, brown or dark brown, margins widely scarious; utricles 5.2 x 1.7-1.9 mm, ovoid, plano-convex, narrowly winged, upper part barbed, yellow or red brown, stipe 0.3-0.7 mm, beak 0.4-0.5 mm, cylindrical, ostiole with wide scarious margin. Stigmas 3. Nut 3.2 x 1.3 mm, including a persistent c. 0.4 mm style base and c. 0.5 mm stipe, ellipsoid or fusiform, trigonous, yellowish, finely reticulate with papilla in each areole.",general,ref_wfo-0000347276,English,9910638
wfo-0000350403,"Caespitose perennial, 30-130 cm. Stem sharply trigonous, edges scabrous, sides concave, papillose. Leaves shorter than stem; sheaths 20-70 mm, reddish brown, glossy, strongly nerved, finally fibrous, margin of brown-dotted scarious side concave; ligule up to 1.3 mm, brownish with reddish spots, arch much higher than wide; blades 2.5-4 mm, flat, margins revolute, abaxial side and margin of adaxial side papillose, scabrous towards apex. Inflorescence of 2-5 spikes, overlapping or lowest occasionally remote. Bracts equalling or overtopping inflorescence, sheath-less. Spikes 7-20 x 4-7 mm, terminal clubshaped, male or gynecandrous, others female, ellipsoid or globose, erect, with peduncle to 12 mm; female glumes 2.3-3.3 x 0.9-1.9 mm, ovate, cymbiform, acute or with arista to 0.5 mm, reddish brown, margins narrowly scarious; utricles 4-5.2 x 1.3-1.5 mm, occasionally with stipe to 0.2 mm, ellipsoid, slightly inflated, clearly nerved, papillose or scabrous, green or yellow, beak 1-2 mm, cylindrical, often somewhat bent, bidentate, ostiole margins reddish brown. Stigmas 3. Nut 1.9-2.2 x 1-1.3 mm, including up to 0.3 mm style base, ellipsoid or obovoid, trigonous, yellowish brown to brown, reticulate with a papilla in each areole.",general,ref_wfo-0000350403,English,9910640
wfo-0000647564,"An evergreen tree, 6-l5 m tall, with red, smooth, thick bark, and tomentose spreading branches. Leaves usually near the end of branches., fascicled; blade l5-30 cm long, 5-l0 cm broad, glabrous above, pubescent on the nerves below, broadly elliptic—oblong-lanceolate, acuminate, regularly serrate, secondary veins 30-40 paired ending in the serratures, not forking at the margins; petiole channelled, sheathing and densely tomentose at the base, 2-4 cm. Flowers solitary, terminal, bisexual, drooping, l5-20 cm. across, appearing with leaves; pedicel 7-8 cm., clavate, smooth. Sepals c. 4 cm long, c. 2 cm broad, orbicular, concave, accre¬scent, fleshy, thick but with membranous margins, yellowish green. Petals 8-l0 cm long, 5-8 cm broad, spreading, obovate or oblong, white. Stamens numerous, inner long, (c. 20 cm) bending over the outer erect and short ones (c. l 5cm) forming a large yellow globe in the centre crowned by the white spreading rays of stigma; anthers versatile, 0.5-l cm long. Carpels l6-20; ovary fleshy, pale green, sub-reniform; stigmas linear, lanceolate, recurved. Fruit indehiscent, permanently covered by greenish, yellow or orange calyx, mucilaginous, 5-l2 cm. across. Seeds numerous, small, thickened, hairy along the edges, reniform.",general,ref_wfo-0000647564,English,10900002
wfo-0000356458,"Perennial, to more than 1 m, forming large pure stands. Rhizome creeping or stoloniferous, sturdy. Stem to c. 6 mm diam., with more than 10 internodes, terete, hollow, smooth, grey green. Leaves arranged spirally along whole stem length, up to nearly equalling stem; basal sheaths, e.g., 15 cm, hard, persistent, grey-brown or blackish brown; ligule 0; blades often more than 50 cm, 5-9 mm wide, unifacial, flat or folded, grey-green, midrib below and margins sharply scabrous, apex long-attenuate, trigonous, scabrous. Inflorescence of partial inflorescences in more than 6 leaf axils, upper overlapping; bracts much longer than partial inflorescence, except at stem apex; partial inflorescence a compound anthelodium, occasionally much elongated, to 15 x 10 cm, peduncle to 25 cm; primary branches (0-) 25-100 mm, secondary branches to 35 mm, ending with cluster of spikes or tertiary anthelodium, tertiary branches to 15 mm, mostly ending with cluster of spikes; ultimate branches with bracts, 3-5 mm, and tubular prophyll; cluster of spikes by 3-14, mostly sessile spikes; spike fusiform, c. 4 mm, glume-like bract c. 1 mm, glume-like prophyll c. 1 mm; lowest 2-3 glumes sterile, 1.2-3 mm, in axil of 4th glume a unisexual flower with two stamens (occasionally bisexual); in axil of 5th glume a bisexual flower with, mostly, two stamens and pistill, mostly tristigmatic. Nut 2.9-3.3 x 1.4-1.6 mm, fusiform, yellow brown, smooth, glossy, base more or less differentiated disc, apex conical.",general,ref_wfo-0000356458,English,9910517
wfo-0000453269,"Tightly tufted perennial, 12-40 cm. Rhizome short. Stem 0.5-1.8 mm, obtusely trigonous to terete, grooved, smooth. Leaves fine, narrower than stem, at first equalling (or even longer than) stem, finally much shorter; sheaths 30-60 mm, dark greyish brown, glossy when young, soon disintegrating into fibres or fibrous net, mouth margin almost straight; ligule to 0.5 mm, hardly arched; blades 0.5-0.7 mm wide, channelled, margins frequently incurved, scabrous. Inflorescence a lax spike, 15-70 x 2-4 mm, greenish-brown, lower part female, distal male. Female glumes 4.2-5.7 x 1.5-2 mm, lowest sometimes up to 20 mm, obtuse or acute, with scabrous arista up to 2.5 mm, greenish to light brown, basal part colourless, margins scarious; male glumes up to 7 mm, obtuse. Utricles 5.3-6.3 x 0.7-0.8 mm, fusiform, planoconvex, slightly obovoid, greenish, nerves scabrous; beak not clearly differentiated, green or brownish, ostiole with scarious margins, truncate or oblique. Rachilla mostly sterile, or with single staminate flower. Nut 4-4.3 x 0.8 mm, incl. style base to 0.8 mm and stipe to 0.4 mm, fusiform, trigonous, greyish brown with paler nerves, finely reticulate with papilla in each areole.",general,ref_wfo-0000453269,English,9910532
wfo-0000346279,"Caespitose perennial, 40-60 cm. Rhizome short, horizontal. Stem sharply trigonous, smooth or slightly scabrous above, papillose. Leaves shorter than stem; sheaths 40-100 mm, reddish brown, strongly nerved, glossy, scarious side brown-spotted, margin concave; ligule to 0.7 mm, white with brownish spots, arch higher than wide; blades 2.5-3.5 mm wide, flat, keeled, margins revolute, both sides papillose, margins and keel scabrous. Inflorescence of 3-4(-5) spikes. Bracts equalling or overtopping inflorescence, with sheath to 5 mm. Terminal spikes to 24 mm, club-shaped, gynecandrous; other spikes 15-22 x 5-6 mm, ellipsoid or cylindrical, female or gynecandrous, peduncle to 45 mm; female glumes 3.9-4.3 x 1.5-2 mm, ovate, acute, dark reddish brown, papillose; utricles 4-4.2 x c. 1.9 mm, elongate ellipsoid, yellowish or golden-brown, with reddish brown spots, glossy, papillose, beak 0.1-0.2 mm, cylindrical, truncate, dark reddish brown. Stigmas 3. Nut c. 2.3 x 1.3 mm, including 0.4 mm persistent style base and a 0.1 mm stipe, widely obovoid, trigonous, light brown, reticulate with papilla in each areole.",general,ref_wfo-0000346279,English,9910636
wfo-0000390472,"Tubers ligneous, irregular. Stems glabrous, twining clockwise. Leaves alternate, simple, 5-11.5 cm long, 4-10.5 cm broad, ovate or subdeltoid-ovate, often cordate, the basal lobes rounded or sometimes dilated outwards, 7-9-nerved, acuminate, glabrous above, pubescent on the nerves beneath; petiole 5-10 cm long, slender. Male spikes solitary, axillary, simple or sometimes branched, slender, lax, 7.5-25 cm long; flowers in small distant clusters; stamens 6, antheriferous. Female spikes solitary, slender, up to 15 cm long, few-flowered. Capsule 2 cm long, 3 cm broad, obovate or obcordate. Seeds winged unequally all round.",general,ref_wfo-0000390472,English,11000017
wfo-0000594634,"An annual up to 1 m tall. Stem striate pilose. Leaves lanceolate or elliptic-lanceolate, 3-8.5 cm long, 0.5-1.5 cm broad, ciliate, sparsely pilose. Capitula 0.9(-1.4) cm broad. Involucral bracts 6(-8) mm, broadly ovate, acuminate. Receptacular bracts 8-9 mm long, narrower. Calyx cupular, stipitate, pubescent, limb setose. Involucel 4.5-5 mm long, grooved, setose-glabrescent.",general,ref_wfo-0000594634,English,11200080
wfo-0000448243,"Resembles the preceding species, from which it differs in the entire or emarginate calyx lobes, the white or pinkish white corolla, and the filaments which are as long as the corolla lobes.",general,ref_wfo-0000448243,English,11200167
wfo-0001046544,"A small tree up to 6 m tall. Young shoots with dense silvery scales. Leaves 2.5-5.5 cm long, 0.6-3 cm broad, elliptic-oblong to oblong-lanceolate, acute or obtuse, undersurface especially silvery ash grey. Flowers axillary, solitary or 2-3, covered with peltate scales on the outside. Male flowers 8 mm long, perianth tube campanulate. Hermaphrodite flowers longer; tepals 4, c. 3.5 mm broad, ovate, stellately hairy and yellow within; anthers sessile,. c. 3.5 mm long; ovary 2.5 mm long; style glabrous, 6-8 mm long. Fruit elliptic-oblong, 1.5-2 cm long, reddish-brown, endocarp hard and bony, not ribbed.",general,ref_wfo-0001046544,English,11600132
wfo-0000564347,"Aromatic, perennial, woody at base, decumbent or spreading undershrub, glandular-pubescent, the older stems glabrous with deciduous papery bark. Branches numerous, opposite, stiff. Leaves opposite or often pseudoverticillate, sessile or subsessile, obovate-oblong to oblanceolate or elliptic, 3-30 mm long, 2-10 mm broad, acute to obtuse, crenate or minutely serrate, often revolute, densely pubescent; stipules linear or lanceolate, 1-3 mm long, pubescent. Inflorescence axillary solitary or loose fasciculate cyme of 2-8 flowers. Flowers white to pinkish, usually 5-merous, 4-5 mm across, pedicel 1-5.5 mm long, glandular pubescent. Sepals 5, free, ovate, 2.5-4 mm long, acute or distinctly acuminate, pubescent, keeled, margins hyaline membranous, hairy. Petals 5, free, obovate-oblong, equal to or slightly longer than the sepals, 3-4 mm long, obtuse, entire, white to pinkish, transparent. Stamens 10, equal or alternately long or short; Carpels 5, united; ovary ovoid, distinctly 5, sulcate; styles 5, free, straight. Capsule whitish pink, ovoid, 5-locular. Seeds numerous, minute, shining, oblong-ellipsoid, dark brown to black.",general,ref_wfo-0000564347,English,11800047
wfo-0000219580,"A ± glabrous soft-wooded shrub or small tree usually up to 6 m, rarely taller. Bark smooth, shiny, peeling. Stems somewhat fleshy, copiously emitting a slightly milky juice when cut. Petioles (3-) 10-15 (-20) cm. Leaf-blades palmately quinquelobate or occasionally elobate, 7-15 (-18) cm long and wide, the median lobe often acutely acuminate, the laterals acute or obtuse, entire or obscurely denticulate, the blades cordate, 7-9-nerved from the base, dark green. Stipules minute, very fugacious. Inflorescences usually lateral, often paired, subcorymbiform, up to 12 cm long, with a clear peduncle up to 7 cm long; bracts linear-lanceolate, 5-10 mm long, acute, entire. Male flowers: calyx-lobes elliptic-ovate, 2 x 2 mm, obtuse, entire; corolla campanulate, lobes oblong-ovate, 3 x 1.5 mm, rounded, piose within, greenish-yellow; disc-glands free, erect, rounded; stamens 8, 3 mm long, the 5 outer ± free, the 3 inner connate, anthers 1.5 mm long. Female flowers: calyx-lobes twice as long as in the ♂flowers, otherwise similar; petals ± free, elliptic-oblong, 6 x 2.5 mm, otherwise as in the ♂; disc ± as in the ♂; staminodes 10, whitish with orange tips; ovary subtrilobate-ellipsoid, 2 x 2 mm; styles 2 mm long, the stigmas elongate, erect, bifid. Fruit ellipsoid, 2.5-3 x 2 cm, loculicidally dehiscent or subdrupaceous, green, yellowish or black. Seeds compressed, oblong-ellipsoid, 1.7 x 1 cm, black; caruncle minute.",general,ref_wfo-0000219580,English,12800067
wfo-0000513722,"Shrubby perennial, 10–30 cm. Stems branched, greyish-green, glabrous crisp-pubescent. Leaves spreading or recurved, with sterile, small spiny leaf fascicles in the axils, white pubescent or glabrous, 15-35 x 1 mm, subulate to acerose ridged, flat above, concave beneath, apex spiny. Flowers in 1-3-terminal corymbs Flowers sessile to shortly pedicellate. Bracts spiny. Calyx 6–8 mm, cylindrical pubescent or glabrous; teeth lanceolate, the apex spiny; nerves 5, protruding. Petals white or pink, c. 13 mm, limb elliptic-linear, apex acute, entire, exserted claw narrow.",general,ref_wfo-0000513722,English,6302068
wfo-0000574375,"Annual herb, 15-20 cm. branched from the base, branches slender, ascending, glabrous or minutely papillose. Leaves 5-12 x 0.5 mm, linear-subulate, connate at the base, swollen, acute, with broad scarious margins. Inflorescence branched. Pedicels hairy. Sepals 2.2, lanceolate, the inner two, 3.5 mm, the outer 4 mm, glabrous, 3.nerved, with scarious margins, apex acuminate. Petals linear; while, shorter than the calyx, entire Stamens 8, about half the length of the inner sepals. Seeds 2, oblong, tuberculate on the back, faces smooth.",general,ref_wfo-0000574375,English,6302102
wfo-0001291937,"Annual herb up to 40 cm tall. Stems simple or branched, weak, sterile, decumbent to ascending or ± erect, glabrous to glandular-papillose. Leaves 15-70x 0 mm, lanceolate to linear or oblanceolate, usually the surfaces glabrous, ± glandular, margin scabrid, apex acute, base sessile. Bracts similar to leaves, but smaller: Inflorescence paniculate, spreading. Calyx campanulate. Sepals 5-7 mm, lanceolate, acute, glandular. Petals white, about 2/3rd the length of sepals, entire or retuse at apex. Capsule included in the persistent calyx. Seed c. 2 mm in diameter, shallowly canaliculate, finely tuberculate.",general,ref_wfo-0001291937,English,6302113
wfo-0000545976,"Laxly caespitose perennial, 10-15 cm, with many branched woody stems, covered with leaf bases or withered leaves, sterile shoots densely leafy; flowering stems erect, glandular or glabrous, few-leaved. Leaves fasciculate, brownish or green, 10-15 mm, setaceous or subulate, keeled below, apex spiny, ± ciliate a base. Pedical longer than the calyx, glandular or glabrous. Bracts lanceolate, white scarious margins. Sepals 3-5 mm, ovate, acuminate, slightly convex, with a minutely ciliate, scarious margin, glandular-pubescent or glabrous. Petals white, obovate, ½ to 2 times the length of the sepals, with undulate margins. Capsule longer than the calyx, dehiscing by 6 teeth. Seeds winged at the back.",general,ref_wfo-0000545976,English,6302235
wfo-0001292003,"Related to Stellaria kotschyana Fenzl. ex Boiss., but stems and branches slender; leaves linear-oblanceolate to narrow-oblong; sepals 2-3.5 mm, ovate, apex rounded or sub-acute.",general,ref_wfo-0001292003,English,6302550
wfo-0001292024,"Perennial 10-30 cm, Stems sbender, erect, sparsely pubescent Radical leaves oval; cauline 30-80 x 10-18 mm, elliptic to ovate-lanceolate, attenuate, pubescent, 1-nerved, hirsute. Cauline leaves lanceolate, sessile, reducing in size upwards. Flowers erect at anthesis, 1-3 (-4). in number. Calyx 17-20 elongate-campanulate, hirsute-glandular, teeth ovate, acute with a hyaline, ciliate margin; nerves purplish. Petal lilac, limb 4-5 mm, bifid, or further divided, base of claw vinous. Capsule 12 x 9-10 mm, ovoid, dehiscing by 5-teeth. Seeds rent grooved at the back, tuberculate.",general,ref_wfo-0001292024,English,6302641
wfo-0000345776,"Perennial, 40-90 cm. Rhizome long, woody. Stem 1.5-2.5 mm diam., noded, trigonous, smooth. Leaves longer than stem; sheaths dark, often disintegrating into fibres; blades 4-10 mm wide, folded, prominent nerves scabrous. Inflorescence 20-40 cm, partial inflorescences remote; partial inflorescences 2-6, ovoid-pyramidal, rather dense, lower long pedunculate, peduncles scabrous. Bracts longer than inflorescence, long vaginate. Spikes 5-6 mm, female and male parts almost equal; glumes ovate, mucronate, brown. Utricles longer than glumes, 3.5-4 mm, ovoid or ellipsoid, slightly inflated, pubescent above; beak abruptly contracted, often curved, scabrous, bidentate. Stigmas 3. Nut c. 2 mm, ovoid to ellipsoid, trigonous.",general,ref_wfo-0000345776,English,9910655
wfo-0000349128,"Perennial, to 1.5 m. Stem up to 4 mm diam., noded with long internodes, obtusely trigonous. smooth. Rhizome conspicuous, rather short, lignified. Leaves as long as stem; sheaths long, reddish, finally reticulate fibrous; blades long-attenuate, 5-10 mm wide, flat or margins revolute, margins and adaxial side scabrous towards apex. Inflorescence large paniculodium, simple or with 5-9 partial inflorescences; spikes 4-6 cm, cylindrical, androgynous, female part 1/3-1/2 of spike length, lower spikes long pedunculate. Bracts with long sheats. Glumes 2.5-4 mm, oblong-ovate, mucronate to aristate, redding brown, hyaline margin narrow. Utricles 3-4.5 mm, subovoid to ellipsoid, slightly scabrous above, stipitate, lateral nerves prominent, hispid above; beak 0.7-1 mm, abruptly contracted, bifid. Stigmas 3. Nut 2-3 mm, ellipsoid to obovoid, trigonous.",general,ref_wfo-0000349128,English,9910657
wfo-0000347366,"Tufted perennial, to 75 cm. Stem trigonous, nodose, scabrous along edges. Leaves  longer  than stem;  basal sheaths reddish;  ligule conspicuous; blades 1.5-5 (-10) mm wide, scabrous towards apex. Inflorescence of terminal male and 2-6 peduncled female spikes; bracts longer than inflorescence, sheaths long, pilose, with conspicuous, reddish-hairy auricles; female spikes cylindrical, 2-4 cm, glumes c. 1.5 mm, mucronate; utricles c. 3.5 x 1.5 mm, ellipsoid, trigonous, hispid, beak bi-dentate, c. 0.7 mm; style base bulbous. Nut ellipsoid, trigonous.",general,ref_wfo-0000347366,English,9910660
wfo-0000356720,"A hispid perennial with entire or pinnatifid leaves. Involucral bracts oblong-lanceolate. Calyx setae 8. Corolla lilac. Involucel hairy, limb minutely toothed.",general,ref_wfo-0000356720,English,11200104
wfo-0001046451,"Plants up to 1 m tall. Stem glabrous, striate, upper shoots tomentose. Leaves lanceolate, margin spinose to sinuate; radical leaves 8-20 cm long, cauline similar, opposite or whorled. Involucral bracts broadly ovate acuminate, leafy, 3-4 cm long, pubescent, villous at the base. Flowers white, turning pink. Involucel campanulate, 7-8 mm long, vinous. Calyx 2-lobed, pubescent; lobes acute or obtuse, venose. Corolla tube 2.5-2.7 cm long, pubescent; lobes obtuse, 6-7 mm long. Filaments hairy near the base of the anthers, much shorter than the corolla lobes. Achene c. 3.5 mm long.",general,ref_wfo-0001046451,English,11200346
wfo-0000649239,"Tree, 2-10 (-20) m tall. Stems pubescent or glabrous. Leaves petiolate, 45-110x 19-66 mm, elliptic or broadly lanceolate, acuminate, base sometimes rounded, margin usually undulate; pubescent on both sides or on the lower, pubescent on the veins. Petiole 4-10 mm, pubescent. Flowers sessile to very shortly pedicellate. Pedicels densely pubescent. Male flowers in 2-3-flowered cymes, female solitary and larger than the male. Male flowers: calyx c. 2.5 mm long, 4(-5) lobed; lobes triangular, obtuse to subacute, pubescent and ciliate, hairy inside. Corolla yellowish-brown red, c. 7 mm long, lobes rounded., ciliate, reflexed. Stamens 16, in 2 opposite rows; filaments very short; anthers 3 mm long, connective pilose; ovary rudimentary. Female flower: Calyx persistent; staminodes 8, in 1 row. Ovary glabrous below, apically hairy; styles 4(-6), persistent. Berry globose to ovoid, 13-22 mm in diameter, mealy-white when unripe, dark purple to black when ripe, glaucous. Seed c. 11 mm long, brown-black, laterally compressed.",general,ref_wfo-0000649239,English,11500001
wfo-0000272342,"Similar to <i>Phyllanthus maderaspatensis</i> in overall habit, but with the leaves (in Pakistan) linear-lanceolate; in floral details, however, more closely approximating to <i>Phyllanthus parvifolius</i>, but with slightly longer fruiting pedicels (up to 7 mm) and greenish minutely granulate fruits, and with symmetrically segmentiform seeds covered with minute hemispherical tubercles.",general,ref_wfo-0000272342,English,12800091
wfo-0000297077,"An erect, single-stemmed or much-branched shrubby or treelike somewhat glaucous herb upto 5 m, rarely taller. Stems hollow, becoming woody at the base. Young shoots often pruinose. Petioles 5-20 cm long; petiolar glands variously-shaped. Leaf-blades commonly 7-9-lobed, the median lobe usually 10-20 cm long and 2-5 cm wide, sometimes larger, the lateral lobes progressively smaller; lobes lanceolate, acutely acuminate, coarsely glandular-serrate or - biserrate, lateral nerves c. 10-20 pairs, running to the margins, dark green above, paler beneath. Stipular sheath ovate, c. 1-2 cm long, leaving a circular scar when fallen. Inflorescence 10-25 cm long; bracts c. 1 cm long, the bracteoles smaller. Male flowers; pedicels c. 1 cm long; calyx-lobes elliptic-ovate, 6-8 x 3-4 mm, acute, yellowish-green; stamens 7 mm long, anthers 0.5 mm. long, pale yellow. Female flowers: pedicels 3-5 mm. long, extending to 2 cm or more in fruit; sepals lanceolate, 5 mm long, acuminate, purplish; ovary trilobate-subglobose, 2 x 2 mm; styles 3-7 mm long. Fruit trilobate, 1-1.8 x 1-1.5 cm, smooth or sparingly to densely covered with narrowly cylindric bristle-tipped fleshy processes 3-5 mm long. Seeds 7-12 x 5-8 x 4-6 mm, shiny, greyish, silvery or beige generally streaked and flecked with brown; caruncle depressed-conic, 1-2 x 2-3 mm.",general,ref_wfo-0000297077,English,12800093
wfo-0000927482,"A monoecious woody herb or shrub to 1.5 m in height, but more usually c. 30-40 cm, with whorled branches. Young shoots and petioles evenly stellate-lepidote. Leaves alternate, subopposite or whorled. Petioles 0.3-1 cm long. Leaf-blades lanceolate, (2-) 3-5.5 x 0.5-2.5 cm, acute, cuneate, with 2 small sessile discoid basal glands beneath, crenate-serrate, membranous, penninerved, glabrous above, sparingly stellate-lepidote beneath, dark green. Stipules subulate, 0.5 mm long. Racemes terminal, up to 15 cm long, c. the lower third ♀, the upper two-thirds ♂; axis sparingly stellate-lepidote to subglabrous; bracts triangular lanceolate, 1 mm long. Male flowers: pedicels 1-1.5 mm long, glabrous; buds globose, subglabrous; calyx 5-lobed, the lobes elliptic-ovate, l .5-1 mm, subacute, greenish-yellow; petals 5, oblong, recurved, 2 x 0.5 mm, obtuse, subglabrous, whitish; disc-glands free, subglobose, apiculate; stamens 13-16, filaments 2 mm long, anthers 0.3 mm long; receptacle glabrous. Female flowers subsessile; calyx-lobes 5, triangular-ovate, 1 x 1 mm, subacute, not accrescent, subglabrous; petals 0; disc annular; ovary ellipsoid-subtrilobate, 1.5 x 1 mm, densely stellate-lepidote; styles 3, ± free, 1.5 mm long, spreading, glabrous, bifnd, the arms filiform. Fruit ellipsoid-trigonous, 5-6 x 4 mm, septicidally dehiscent, sparingly stellate-lepidote. Seeds compressed-ellipsoid, 4 x 2 mm, grey, slightly roughened; caruncle bilobate.",general,ref_wfo-0000927482,English,12800132
wfo-0000271444,"A monoecious glabrous spreading or erect annual or perennial herb up to 75 cm, but more commonly 25-30 cm, with angular branches of only 1 type; cataphylls 0. Leaves: petioles c. 1 mm long; leaf-blades oblanceolate to obovate, 0.7-3 x 0.2-1 cm, subacute, obtuse or rounded at the apex, tapered to the base, thinly chartaceous, lateral nerves 4-8 pairs, comptodromous, slightly prominent beneath, dull grey-green. Stipules lanceolate, 1.5-2 nun long, acuminate, cordate-auriculate on one side, pinkish-brown. Proximal nodes ♀, distal with ♂ & ♀ fls. together. Male flowers: pedicels 1 mm long, sepals 6, obovate-suborbicular, 1 x 0.8 mm, obtuse, yellowish, often reddish-tinged; disc-glands 6, rounded, flat, smooth; stamens 3, filaments united into a short column, but free at the top, anthers vertical, longitudinally dehiscent, bright yellow. Female flowers: pedicels 1.5-2 mm long; sepals 6, biseriate, suborbicular-obovate, the 3 outer 2 x 1.5 mm, the 3 inner smaller, obtuse, apiculate, dark olive-green, edged with white, often reddish-tinged. disc-glands 6, free, square, thin, flat; ovary sessile, rounded-trilobate, c. 1 mm diam., smooth; styles 0.5 mm long, ± free, erect, bind. Fruit depressed-rounded trilobate, 3 mm diam, smooth, shiny, olivaceous. Seeds 1.3 x 1 x 1 mm, brown with 14 rows of shiny black tubercles on the back, and 11-12 concentric rings of tubercles on the sides.",general,ref_wfo-0000271444,English,12800260
wfo-0000589553,"Caespitose, 5-30 cm tall; branches many, fastigiate. Leaves c. 6 mm long, ovate, margin hyaline, continued into a long cuspidate apex, dorsal surface appressed to the stem, ventral surface with a longitudinal groove. Flowers solitary or sometimes in clusters of 2 or 3; bract elliptic, c. 3 mm long; pedicels c. 6 mm, villous. Corolla white, campanulate. Anthers spurred. Fruit ovoid, c. 5 mm. Seeds numerous, minute.",general,ref_wfo-0000589553,English,12304267
